File,AIC
ILM15_replicate0_0.str.admix.K=12.out,5489.902366
ILM15_replicate0_10.str.admix.K=12.out,6114.323071
ILM15_replicate0_11.str.admix.K=12.out,5642.848395
ILM15_replicate0_12.str.admix.K=12.out,4730.099812
ILM15_replicate0_13.str.admix.K=12.out,9190.169650
ILM15_replicate0_14.str.admix.K=12.out,7182.709908
ILM15_replicate0_15.str.admix.K=12.out,5991.868467
ILM15_replicate0_16.str.admix.K=12.out,9939.209307
ILM15_replicate0_17.str.admix.K=12.out,5765.393072
ILM15_replicate0_18.str.admix.K=12.out,5786.249344
ILM15_replicate0_19.str.admix.K=12.out,5557.918080
ILM15_replicate0_1.str.admix.K=12.out,6940.025489
ILM15_replicate0_2.str.admix.K=12.out,12605.049685
ILM15_replicate0_3.str.admix.K=12.out,5067.275099
ILM15_replicate0_4.str.admix.K=12.out,6482.626054
ILM15_replicate0_5.str.admix.K=12.out,6031.244920
ILM15_replicate0_6.str.admix.K=12.out,8667.088505
ILM15_replicate0_7.str.admix.K=12.out,4864.790380
ILM15_replicate0_8.str.admix.K=12.out,6852.852956
ILM15_replicate0_9.str.admix.K=12.out,10033.241130
ILM15_replicate1_0.str.admix.K=12.out,7100.450492
ILM15_replicate1_10.str.admix.K=12.out,5454.275265
ILM15_replicate1_11.str.admix.K=12.out,5902.574090
ILM15_replicate1_12.str.admix.K=12.out,6879.681640
ILM15_replicate1_13.str.admix.K=12.out,7759.504652
ILM15_replicate1_14.str.admix.K=12.out,6742.394263
ILM15_replicate1_15.str.admix.K=12.out,6170.376999
ILM15_replicate1_16.str.admix.K=12.out,6306.856602
ILM15_replicate1_17.str.admix.K=12.out,5952.671131
ILM15_replicate1_18.str.admix.K=12.out,6265.858305
ILM15_replicate1_19.str.admix.K=12.out,7640.230851
ILM15_replicate1_1.str.admix.K=12.out,6203.942836
ILM15_replicate1_2.str.admix.K=12.out,6118.756527
ILM15_replicate1_3.str.admix.K=12.out,6615.369459
ILM15_replicate1_4.str.admix.K=12.out,7493.263065
ILM15_replicate1_5.str.admix.K=12.out,5753.879161
ILM15_replicate1_6.str.admix.K=12.out,4969.137203
ILM15_replicate1_7.str.admix.K=12.out,6724.355500
ILM15_replicate1_8.str.admix.K=12.out,6310.033224
ILM15_replicate1_9.str.admix.K=12.out,7432.987556
ILM15_replicate2_0.str.admix.K=12.out,7525.852461
ILM15_replicate2_10.str.admix.K=12.out,6615.369459
ILM15_replicate2_11.str.admix.K=12.out,6390.262206
ILM15_replicate2_12.str.admix.K=12.out,6070.442709
ILM15_replicate2_13.str.admix.K=12.out,6072.066040
ILM15_replicate2_14.str.admix.K=12.out,8153.176131
ILM15_replicate2_15.str.admix.K=12.out,8366.398213
ILM15_replicate2_16.str.admix.K=12.out,6844.554947
ILM15_replicate2_17.str.admix.K=12.out,6952.882385
ILM15_replicate2_18.str.admix.K=12.out,6427.648230
ILM15_replicate2_19.str.admix.K=12.out,5537.862007
ILM15_replicate2_1.str.admix.K=12.out,4939.291099
ILM15_replicate2_2.str.admix.K=12.out,5390.049258
ILM15_replicate2_3.str.admix.K=12.out,5359.328466
ILM15_replicate2_4.str.admix.K=12.out,6754.471825
ILM15_replicate2_5.str.admix.K=12.out,6074.758128
ILM15_replicate2_6.str.admix.K=12.out,7021.871133
ILM15_replicate2_7.str.admix.K=12.out,6168.841285
ILM15_replicate2_8.str.admix.K=12.out,8221.641072
ILM15_replicate2_9.str.admix.K=12.out,9970.062469
ILM15_replicate3_0.str.admix.K=12.out,7205.978831
ILM15_replicate3_10.str.admix.K=12.out,7678.264488
ILM15_replicate3_11.str.admix.K=12.out,12390.038586
ILM15_replicate3_12.str.admix.K=12.out,6833.774860
ILM15_replicate3_13.str.admix.K=12.out,6987.643365
ILM15_replicate3_14.str.admix.K=12.out,6490.453554
ILM15_replicate3_15.str.admix.K=12.out,6905.423535
ILM15_replicate3_16.str.admix.K=12.out,6676.758556
ILM15_replicate3_17.str.admix.K=12.out,8834.966983
ILM15_replicate3_18.str.admix.K=12.out,5538.029689
ILM15_replicate3_19.str.admix.K=12.out,8879.179179
ILM15_replicate3_1.str.admix.K=12.out,6821.640932
ILM15_replicate3_2.str.admix.K=12.out,4775.976607
ILM15_replicate3_3.str.admix.K=12.out,6643.331423
ILM15_replicate3_4.str.admix.K=12.out,7751.887285
ILM15_replicate3_5.str.admix.K=12.out,5713.597601
ILM15_replicate3_6.str.admix.K=12.out,7771.215601
ILM15_replicate3_7.str.admix.K=12.out,5572.042440
ILM15_replicate3_8.str.admix.K=12.out,6759.718321
ILM15_replicate3_9.str.admix.K=12.out,6401.721785
ILM15_replicate4_0.str.admix.K=12.out,6918.507210
ILM15_replicate4_10.str.admix.K=12.out,6818.321108
ILM15_replicate4_11.str.admix.K=12.out,6772.623401
ILM15_replicate4_12.str.admix.K=12.out,5848.258446
ILM15_replicate4_13.str.admix.K=12.out,8818.172239
ILM15_replicate4_14.str.admix.K=12.out,7934.588184
ILM15_replicate4_15.str.admix.K=12.out,7177.564685
ILM15_replicate4_16.str.admix.K=12.out,6076.449057
ILM15_replicate4_17.str.admix.K=12.out,8363.507619
ILM15_replicate4_18.str.admix.K=12.out,5324.412119
ILM15_replicate4_19.str.admix.K=12.out,7525.711431
ILM15_replicate4_1.str.admix.K=12.out,7966.213077
ILM15_replicate4_2.str.admix.K=12.out,5357.527223
ILM15_replicate4_3.str.admix.K=12.out,5214.795686
ILM15_replicate4_4.str.admix.K=12.out,8500.512944
ILM15_replicate4_5.str.admix.K=12.out,6918.528638
ILM15_replicate4_6.str.admix.K=12.out,8256.080645
ILM15_replicate4_7.str.admix.K=12.out,6604.301992
ILM15_replicate4_8.str.admix.K=12.out,5199.467017
ILM15_replicate4_9.str.admix.K=12.out,7701.590954
ILM15_replicate5_0.str.admix.K=12.out,7650.564759
ILM15_replicate5_10.str.admix.K=12.out,5885.659672
ILM15_replicate5_11.str.admix.K=12.out,6053.738939
ILM15_replicate5_12.str.admix.K=12.out,7308.815424
ILM15_replicate5_13.str.admix.K=12.out,5549.598845
ILM15_replicate5_14.str.admix.K=12.out,4485.861320
ILM15_replicate5_15.str.admix.K=12.out,6908.426190
ILM15_replicate5_16.str.admix.K=12.out,5905.250368
ILM15_replicate5_17.str.admix.K=12.out,7423.113775
