i	k	etaik
0	0	0.000000
0	1	0.000762
0	2	0.999238
1	0	0.000000
1	1	1.000000
1	2	0.000000
2	0	0.000000
2	1	1.000000
2	2	0.000000
3	0	0.000000
3	1	1.000000
3	2	0.000000
4	0	0.000000
4	1	1.000000
4	2	0.000000
5	0	0.000000
5	1	1.000000
5	2	0.000000
6	0	0.000000
6	1	0.563092
6	2	0.436908
7	0	0.000000
7	1	0.608716
7	2	0.391284
8	0	0.000000
8	1	0.571746
8	2	0.428254
9	0	0.000000
9	1	0.000722
9	2	0.999278
10	0	0.000000
10	1	1.000000
10	2	0.000000
11	0	0.000000
11	1	1.000000
11	2	0.000000
12	0	0.000000
12	1	0.414156
12	2	0.585844
13	0	0.000000
13	1	1.000000
13	2	0.000000
14	0	0.000000
14	1	0.414156
14	2	0.585844
15	0	0.000000
15	1	0.463752
15	2	0.536248
16	0	0.000000
16	1	1.000000
16	2	0.000000
17	0	0.000000
17	1	0.000000
17	2	1.000000
18	0	0.000000
18	1	1.000000
18	2	0.000000
19	0	0.000000
19	1	0.463752
19	2	0.536248
20	0	0.000000
20	1	1.000000
20	2	0.000000
21	0	0.486005
21	1	0.513995
21	2	0.000000
22	0	0.493611
22	1	0.506389
22	2	0.000000
23	0	0.486005
23	1	0.513995
23	2	0.000000
24	0	0.000000
24	1	1.000000
24	2	0.000000
25	0	0.507541
25	1	0.000000
25	2	0.492459
26	0	0.486005
26	1	0.513995
26	2	0.000000
27	0	0.493611
27	1	0.506389
27	2	0.000000
28	0	0.000000
28	1	1.000000
28	2	0.000000
29	0	0.486005
29	1	0.513995
29	2	0.000000
30	0	0.514523
30	1	0.485477
30	2	0.000000
31	0	0.000000
31	1	0.344443
31	2	0.655557
32	0	0.000000
32	1	0.608716
32	2	0.391284
33	0	0.000000
33	1	0.309672
33	2	0.690328
34	0	0.000000
34	1	1.000000
34	2	0.000000
35	0	0.000000
35	1	0.543680
35	2	0.456320
36	0	0.511860
36	1	0.488140
36	2	0.000000
37	0	0.000000
37	1	0.395076
37	2	0.604924
38	0	0.000000
38	1	0.382613
38	2	0.617387
39	0	0.000000
39	1	1.000000
39	2	0.000000
40	0	0.486005
40	1	0.513995
40	2	0.000000
41	0	0.000000
41	1	0.571746
41	2	0.428254
42	0	0.474016
42	1	0.525984
42	2	0.000000
43	0	0.000000
43	1	1.000000
43	2	0.000000
44	0	0.000000
44	1	1.000000
44	2	0.000000
45	0	0.486005
45	1	0.513995
45	2	0.000000
46	0	0.000000
46	1	1.000000
46	2	0.000000
47	0	0.000000
47	1	1.000000
47	2	0.000000
48	0	0.000000
48	1	1.000000
48	2	0.000000
49	0	0.000000
49	1	1.000000
49	2	0.000000
50	0	0.507875
50	1	0.492125
50	2	0.000000
51	0	0.510140
51	1	0.489860
51	2	0.000000
52	0	0.000000
52	1	1.000000
52	2	0.000000
53	0	0.000000
53	1	1.000000
53	2	0.000000
54	0	0.000000
54	1	1.000000
54	2	0.000000
55	0	0.512243
55	1	0.487757
55	2	0.000000
56	0	0.000000
56	1	1.000000
56	2	0.000000
57	0	0.000000
57	1	1.000000
57	2	0.000000
58	0	0.512243
58	1	0.487757
58	2	0.000000
59	0	0.000000
59	1	1.000000
59	2	0.000000
60	0	0.474465
60	1	0.001000
60	2	0.524535
61	0	0.000000
61	1	0.563798
61	2	0.436202
62	0	0.000000
62	1	0.414156
62	2	0.585844
63	0	0.000000
63	1	0.429277
63	2	0.570723
64	0	0.499969
64	1	0.500031
64	2	0.000000
65	0	0.000000
65	1	0.571746
65	2	0.428254
66	0	0.000000
66	1	0.571746
66	2	0.428254
67	0	0.000000
67	1	0.463752
67	2	0.536248
68	0	0.000000
68	1	1.000000
68	2	0.000000
69	0	0.000000
69	1	0.000000
69	2	1.000000
70	0	0.000000
70	1	0.606741
70	2	0.393259
71	0	0.000000
71	1	1.000000
71	2	0.000000
72	0	0.000000
72	1	1.000000
72	2	0.000000
73	0	0.000000
73	1	1.000000
73	2	0.000000
74	0	0.000000
74	1	1.000000
74	2	0.000000
75	0	0.000000
75	1	1.000000
75	2	0.000000
76	0	0.000000
76	1	1.000000
76	2	0.000000
77	0	0.000000
77	1	1.000000
77	2	0.000000
78	0	0.000000
78	1	1.000000
78	2	0.000000
79	0	0.000000
79	1	1.000000
79	2	0.000000
80	0	0.000000
80	1	0.586634
80	2	0.413366
81	0	0.000000
81	1	0.000771
81	2	0.999229
82	0	0.000000
82	1	1.000000
82	2	0.000000
83	0	0.000000
83	1	0.571746
83	2	0.428254
84	0	0.000000
84	1	0.609422
