i	k	etaik
0	0	0.000000
0	1	0.106659
0	2	0.893341
0	3	0.000000
1	0	0.000000
1	1	0.109126
1	2	0.890874
1	3	0.000000
2	0	0.000000
2	1	0.000000
2	2	1.000000
2	3	0.000000
3	0	0.000000
3	1	1.000000
3	2	0.000000
3	3	0.000000
4	0	0.465454
4	1	0.534546
4	2	0.000000
4	3	0.000000
5	0	0.000000
5	1	0.111774
5	2	0.888226
5	3	0.000000
6	0	0.362445
6	1	0.000000
6	2	0.637555
6	3	0.000000
7	0	0.465454
7	1	0.534546
7	2	0.000000
7	3	0.000000
8	0	0.000000
8	1	1.000000
8	2	0.000000
8	3	0.000000
9	0	0.000000
9	1	0.106576
9	2	0.893424
9	3	0.000000
10	0	0.000000
10	1	1.000000
10	2	0.000000
10	3	0.000000
11	0	0.000000
11	1	1.000000
11	2	0.000000
11	3	0.000000
12	0	0.000000
12	1	1.000000
12	2	0.000000
12	3	0.000000
13	0	0.000000
13	1	1.000000
13	2	0.000000
13	3	0.000000
14	0	0.000000
14	1	1.000000
14	2	0.000000
14	3	0.000000
15	0	0.000000
15	1	1.000000
15	2	0.000000
15	3	0.000000
16	0	0.000000
16	1	0.474535
16	2	0.000000
16	3	0.525465
17	0	0.000000
17	1	1.000000
17	2	0.000000
17	3	0.000000
18	0	0.000000
18	1	1.000000
18	2	0.000000
18	3	0.000000
19	0	0.000000
19	1	1.000000
19	2	0.000000
19	3	0.000000
20	0	1.000000
20	1	0.000000
20	2	0.000000
20	3	0.000000
21	0	1.000000
21	1	0.000000
21	2	0.000000
21	3	0.000000
22	0	0.457268
22	1	0.542732
22	2	0.000000
22	3	0.000000
23	0	0.457268
23	1	0.542732
23	2	0.000000
23	3	0.000000
24	0	1.000000
24	1	0.000000
24	2	0.000000
24	3	0.000000
25	0	0.526987
25	1	0.473013
25	2	0.000000
25	3	0.000000
26	0	1.000000
26	1	0.000000
26	2	0.000000
26	3	0.000000
27	0	0.457268
27	1	0.542732
27	2	0.000000
27	3	0.000000
28	0	0.466386
28	1	0.533614
28	2	0.000000
28	3	0.000000
