i	k	etaik
0	0	0.477166
0	1	0.000000
0	2	0.522834
0	3	0.000000
1	0	1.000000
1	1	0.000000
1	2	0.000000
1	3	0.000000
2	0	1.000000
2	1	0.000000
2	2	0.000000
2	3	0.000000
3	0	0.489545
3	1	0.000000
3	2	0.000000
3	3	0.510455
4	0	0.306406
4	1	0.693594
4	2	0.000000
4	3	0.000000
5	0	0.494374
5	1	0.000000
5	2	0.000000
5	3	0.505626
6	0	0.213044
6	1	0.276554
6	2	0.000000
6	3	0.510402
7	0	1.000000
7	1	0.000000
7	2	0.000000
7	3	0.000000
8	0	1.000000
8	1	0.000000
8	2	0.000000
8	3	0.000000
9	0	0.586879
9	1	0.413121
9	2	0.000000
9	3	0.000000
10	0	0.000000
10	1	0.000000
10	2	1.000000
10	3	0.000000
11	0	0.510532
11	1	0.000000
11	2	0.000000
11	3	0.489468
12	0	1.000000
12	1	0.000000
12	2	0.000000
12	3	0.000000
13	0	0.477166
13	1	0.000000
13	2	0.522834
13	3	0.000000
14	0	0.476878
14	1	0.000000
14	2	0.523122
14	3	0.000000
15	0	0.000000
15	1	0.000000
15	2	1.000000
15	3	0.000000
16	0	0.510532
16	1	0.000000
16	2	0.000000
16	3	0.489468
17	0	0.000000
17	1	0.000000
17	2	1.000000
17	3	0.000000
18	0	0.477166
18	1	0.000000
18	2	0.522834
18	3	0.000000
19	0	0.476878
19	1	0.000000
19	2	0.523122
19	3	0.000000
20	0	1.000000
20	1	0.000000
20	2	0.000000
20	3	0.000000
21	0	0.999959
21	1	0.000041
21	2	0.000000
21	3	0.000000
22	0	0.868970
22	1	0.131030
22	2	0.000000
22	3	0.000000
23	0	0.497794
23	1	0.502206
23	2	0.000000
23	3	0.000000
24	0	0.489545
24	1	0.000000
24	2	0.000000
24	3	0.510455
25	0	1.000000
25	1	0.000000
25	2	0.000000
25	3	0.000000
26	0	1.000000
26	1	0.000000
26	2	0.000000
26	3	0.000000
27	0	0.854168
27	1	0.145832
27	2	0.000000
27	3	0.000000
28	0	0.852643
28	1	0.147356
28	2	0.000000
28	3	0.000000
29	0	1.000000
29	1	0.000000
29	2	0.000000
29	3	0.000000
30	0	0.166587
30	1	0.327786
30	2	0.000000
30	3	0.505627
31	0	0.671588
31	1	0.328412
31	2	0.000000
31	3	0.000000
32	0	0.671588
32	1	0.328412
32	2	0.000000
32	3	0.000000
33	0	0.671588
33	1	0.328412
33	2	0.000000
33	3	0.000000
34	0	1.000000
34	1	0.000000
34	2	0.000000
34	3	0.000000
35	0	0.671588
35	1	0.328412
35	2	0.000000
35	3	0.000000
36	0	0.671588
36	1	0.328412
36	2	0.000000
36	3	0.000000
37	0	0.182788
37	1	0.327817
37	2	0.000000
37	3	0.489395
38	0	0.494301
38	1	0.000000
38	2	0.000000
38	3	0.505699
39	0	0.489545
39	1	0.000000
39	2	0.000000
39	3	0.510455
40	0	0.000000
40	1	0.000000
40	2	0.000000
40	3	1.000000
41	0	0.342479
41	1	0.147095
41	2	0.000000
41	3	0.510426
42	0	0.000000
42	1	0.000000
42	2	0.000000
42	3	1.000000
43	0	0.000000
43	1	0.000000
43	2	0.000000
43	3	1.000000
44	0	0.489545
44	1	0.000000
44	2	0.000000
44	3	0.510455
45	0	0.489545
45	1	0.000000
45	2	0.000000
45	3	0.510455
46	0	0.000000
46	1	0.000000
46	2	0.000000
46	3	1.000000
47	0	0.211285
47	1	0.278313
47	2	0.000000
47	3	0.510402
48	0	0.489545
48	1	0.000000
48	2	0.000000
48	3	0.510455
49	0	0.000000
49	1	0.000000
49	2	0.000000
49	3	1.000000
50	0	1.000000
50	1	0.000000
50	2	0.000000
50	3	0.000000
51	0	0.000000
51	1	1.000000
51	2	0.000000
51	3	0.000000
52	0	1.000000
52	1	0.000000
52	2	0.000000
52	3	0.000000
53	0	0.497794
53	1	0.502206
53	2	0.000000
53	3	0.000000
54	0	0.477166
