File,BIC
ILM15_replicate0_0.str.admix.K=10.out,9760.238261
ILM15_replicate0_10.str.admix.K=10.out,10729.582987
ILM15_replicate0_11.str.admix.K=10.out,10130.644165
ILM15_replicate0_12.str.admix.K=10.out,8941.029536
ILM15_replicate0_13.str.admix.K=10.out,14060.740534
ILM15_replicate0_14.str.admix.K=10.out,11724.661693
ILM15_replicate0_15.str.admix.K=10.out,10557.238513
ILM15_replicate0_16.str.admix.K=10.out,14929.843682
ILM15_replicate0_17.str.admix.K=10.out,10627.704427
ILM15_replicate0_18.str.admix.K=10.out,10254.215707
ILM15_replicate0_19.str.admix.K=10.out,10114.430809
ILM15_replicate0_1.str.admix.K=10.out,11672.700197
ILM15_replicate0_2.str.admix.K=10.out,18426.718277
ILM15_replicate0_3.str.admix.K=10.out,9425.353379
ILM15_replicate0_4.str.admix.K=10.out,11095.626057
ILM15_replicate0_5.str.admix.K=10.out,10616.331026
ILM15_replicate0_6.str.admix.K=10.out,13521.312624
ILM15_replicate0_7.str.admix.K=10.out,9090.667177
ILM15_replicate0_8.str.admix.K=10.out,11398.539669
ILM15_replicate0_9.str.admix.K=10.out,15166.594936
ILM15_replicate1_0.str.admix.K=10.out,11714.804950
ILM15_replicate1_10.str.admix.K=10.out,9742.078387
ILM15_replicate1_11.str.admix.K=10.out,10352.963652
ILM15_replicate1_12.str.admix.K=10.out,11556.712586
ILM15_replicate1_13.str.admix.K=10.out,12679.090316
ILM15_replicate1_14.str.admix.K=10.out,11173.365345
ILM15_replicate1_15.str.admix.K=10.out,10736.882831
ILM15_replicate1_16.str.admix.K=10.out,10990.860183
ILM15_replicate1_17.str.admix.K=10.out,10464.374461
ILM15_replicate1_18.str.admix.K=10.out,10851.352957
ILM15_replicate1_19.str.admix.K=10.out,12432.863438
ILM15_replicate1_1.str.admix.K=10.out,10496.964290
ILM15_replicate1_2.str.admix.K=10.out,10473.932240
ILM15_replicate1_3.str.admix.K=10.out,11189.792145
ILM15_replicate1_4.str.admix.K=10.out,12205.615412
ILM15_replicate1_5.str.admix.K=10.out,10147.246638
ILM15_replicate1_6.str.admix.K=10.out,9231.818723
ILM15_replicate1_7.str.admix.K=10.out,11893.516131
ILM15_replicate1_8.str.admix.K=10.out,10922.800184
ILM15_replicate1_9.str.admix.K=10.out,12392.932192
ILM15_replicate2_0.str.admix.K=10.out,12278.006729
ILM15_replicate2_10.str.admix.K=10.out,11189.792145
ILM15_replicate2_11.str.admix.K=10.out,10698.231441
ILM15_replicate2_12.str.admix.K=10.out,10415.858241
ILM15_replicate2_13.str.admix.K=10.out,10461.788953
ILM15_replicate2_14.str.admix.K=10.out,13173.698787
ILM15_replicate2_15.str.admix.K=10.out,13571.384095
ILM15_replicate2_16.str.admix.K=10.out,11480.713129
ILM15_replicate2_17.str.admix.K=10.out,11360.157165
ILM15_replicate2_18.str.admix.K=10.out,10967.467414
ILM15_replicate2_19.str.admix.K=10.out,9740.849773
ILM15_replicate2_1.str.admix.K=10.out,8997.429211
ILM15_replicate2_2.str.admix.K=10.out,9803.534540
ILM15_replicate2_3.str.admix.K=10.out,9552.189992
ILM15_replicate2_4.str.admix.K=10.out,11230.625115
ILM15_replicate2_5.str.admix.K=10.out,10554.297566
ILM15_replicate2_6.str.admix.K=10.out,11721.877849
ILM15_replicate2_7.str.admix.K=10.out,10529.247385
ILM15_replicate2_8.str.admix.K=10.out,13160.146977
ILM15_replicate2_9.str.admix.K=10.out,14806.883998
ILM15_replicate3_0.str.admix.K=10.out,11875.263955
ILM15_replicate3_10.str.admix.K=10.out,12634.521345
ILM15_replicate3_11.str.admix.K=10.out,17776.283220
ILM15_replicate3_12.str.admix.K=10.out,11641.859929
ILM15_replicate3_13.str.admix.K=10.out,11419.682103
ILM15_replicate3_14.str.admix.K=10.out,11022.807474
ILM15_replicate3_15.str.admix.K=10.out,11684.913322
ILM15_replicate3_16.str.admix.K=10.out,11345.399479
ILM15_replicate3_17.str.admix.K=10.out,14043.278166
ILM15_replicate3_18.str.admix.K=10.out,9845.250786
ILM15_replicate3_19.str.admix.K=10.out,13942.134380
ILM15_replicate3_1.str.admix.K=10.out,11480.507728
ILM15_replicate3_2.str.admix.K=10.out,8922.196949
ILM15_replicate3_3.str.admix.K=10.out,11258.825496
ILM15_replicate3_4.str.admix.K=10.out,12544.267984
ILM15_replicate3_5.str.admix.K=10.out,10127.550114
ILM15_replicate3_6.str.admix.K=10.out,12545.524742
ILM15_replicate3_7.str.admix.K=10.out,10002.515562
ILM15_replicate3_8.str.admix.K=10.out,11307.709602
ILM15_replicate3_9.str.admix.K=10.out,10963.478220
ILM15_replicate4_0.str.admix.K=10.out,11688.354004
ILM15_replicate4_10.str.admix.K=10.out,11364.200751
ILM15_replicate4_11.str.admix.K=10.out,11412.371099
ILM15_replicate4_12.str.admix.K=10.out,10236.990469
ILM15_replicate4_13.str.admix.K=10.out,13755.987393
ILM15_replicate4_14.str.admix.K=10.out,12647.957028
ILM15_replicate4_15.str.admix.K=10.out,11976.191135
ILM15_replicate4_16.str.admix.K=10.out,10382.256137
ILM15_replicate4_17.str.admix.K=10.out,13146.664773
ILM15_replicate4_18.str.admix.K=10.out,9592.689417
ILM15_replicate4_19.str.admix.K=10.out,12354.260681
ILM15_replicate4_1.str.admix.K=10.out,12915.664615
ILM15_replicate4_2.str.admix.K=10.out,9560.639171
ILM15_replicate4_3.str.admix.K=10.out,9716.759960
ILM15_replicate4_4.str.admix.K=10.out,13531.682097
ILM15_replicate4_5.str.admix.K=10.out,11443.955182
ILM15_replicate4_6.str.admix.K=10.out,13148.072535
ILM15_replicate4_7.str.admix.K=10.out,11173.241180
ILM15_replicate4_8.str.admix.K=10.out,9325.033792
ILM15_replicate4_9.str.admix.K=10.out,12593.005592
ILM15_replicate5_0.str.admix.K=10.out,12051.894326
ILM15_replicate5_10.str.admix.K=10.out,10396.963238
ILM15_replicate5_11.str.admix.K=10.out,10567.812321
ILM15_replicate5_12.str.admix.K=10.out,12159.532229
ILM15_replicate5_13.str.admix.K=10.out,9950.990991
ILM15_replicate5_14.str.admix.K=10.out,8422.997070
ILM15_replicate5_15.str.admix.K=10.out,11699.868249
ILM15_replicate5_16.str.admix.K=10.out,10260.445772
ILM15_replicate5_17.str.admix.K=10.out,12588.219955
ILM15_replicate5_18.str.admix.K=10.out,9710.241414
ILM15_replicate5_19.str.admix.K=10.out,11127.358562
ILM15_replicate5_1.str.admix.K=10.out,11181.877675
ILM15_replicate5_2.str.admix.K=10.out,12544.514302
ILM15_replicate5_3.str.admix.K=10.out,9895.989408
ILM15_replicate5_4.str.admix.K=10.out,10339.389005
ILM15_replicate5_5.str.admix.K=10.out,10773.295787
ILM15_replicate5_6.str.admix.K=10.out,9573.601233
ILM15_replicate5_7.str.admix.K=10.out,10839.311944
ILM15_replicate5_8.str.admix.K=10.out,11550.555564
ILM15_replicate5_9.str.admix.K=10.out,10334.439316
ILM15_replicate6_0.str.admix.K=10.out,9598.378160
ILM15_replicate6_10.str.admix.K=10.out,11005.624146
ILM15_replicate6_11.str.admix.K=10.out,11345.071245
ILM15_replicate6_12.str.admix.K=10.out,9623.599764
ILM15_replicate6_13.str.admix.K=10.out,11282.889194
