i	k	etaik
0	0	0.000000
0	1	0.497941
0	2	0.502059
0	3	0.000000
1	0	0.000000
1	1	0.000000
1	2	0.437409
1	3	0.562591
2	0	0.000000
2	1	0.000000
2	2	0.000000
2	3	1.000000
3	0	0.000000
3	1	0.510180
3	2	0.000000
3	3	0.489820
4	0	0.056399
4	1	0.000000
4	2	0.562154
4	3	0.381447
5	0	0.000000
5	1	0.000000
5	2	0.446517
5	3	0.553483
6	0	0.000000
6	1	0.000000
6	2	1.000000
6	3	0.000000
7	0	0.000000
7	1	0.000000
7	2	0.446517
7	3	0.553483
8	0	0.000000
8	1	0.000000
8	2	0.000000
8	3	1.000000
9	0	0.000000
9	1	0.000000
9	2	0.598077
9	3	0.401923
10	0	0.000000
10	1	0.000000
10	2	0.598077
10	3	0.401923
11	0	0.492913
11	1	0.000000
11	2	0.000000
11	3	0.507087
12	0	0.000000
12	1	0.000000
12	2	0.000000
12	3	1.000000
13	0	0.000000
13	1	0.000000
13	2	0.446517
13	3	0.553483
14	0	0.000000
14	1	0.486191
14	2	0.000000
14	3	0.513809
15	0	0.492913
15	1	0.000000
15	2	0.000000
15	3	0.507087
16	0	0.000000
16	1	0.000000
16	2	0.437409
16	3	0.562591
17	0	0.000000
17	1	0.524470
17	2	0.475530
17	3	0.000000
18	0	1.000000
18	1	0.000000
18	2	0.000000
18	3	0.000000
19	0	0.000000
19	1	0.000000
19	2	0.437409
19	3	0.562591
20	0	0.000000
20	1	0.000000
20	2	0.514449
20	3	0.485551
21	0	0.000000
21	1	0.000000
21	2	0.522824
21	3	0.477176
22	0	0.000000
22	1	0.508492
22	2	0.000000
22	3	0.491508
23	0	0.000000
23	1	0.000000
23	2	1.000000
23	3	0.000000
24	0	0.000000
24	1	0.000000
24	2	0.577724
24	3	0.422276
25	0	0.000000
25	1	0.000000
25	2	0.642034
25	3	0.357966
26	0	0.000000
26	1	0.000000
26	2	0.514449
26	3	0.485551
27	0	0.000000
27	1	0.000000
27	2	0.538212
27	3	0.461788
28	0	0.000000
28	1	0.540536
28	2	0.000000
28	3	0.459464
29	0	0.000000
29	1	0.505449
29	2	0.494551
29	3	0.000000
30	0	0.000000
30	1	1.000000
30	2	0.000000
30	3	0.000000
31	0	0.000000
31	1	0.503251
31	2	0.000000
31	3	0.496749
32	0	0.000000
32	1	0.000000
32	2	0.000000
32	3	1.000000
33	0	0.000000
33	1	0.498075
33	2	0.501924
33	3	0.000000
34	0	0.000000
34	1	0.522254
34	2	0.477746
34	3	0.000000
35	0	0.000000
35	1	0.503251
35	2	0.000000
35	3	0.496749
36	0	0.000000
36	1	0.542653
36	2	0.457347
36	3	0.000000
37	0	0.000000
37	1	0.498075
37	2	0.501924
37	3	0.000000
38	0	0.000000
38	1	0.000000
38	2	1.000000
38	3	0.000000
39	0	0.000000
39	1	0.000000
39	2	1.000000
39	3	0.000000
40	0	0.507067
40	1	0.492933
40	2	0.000000
40	3	0.000000
41	0	0.000000
41	1	0.000000
41	2	1.000000
41	3	0.000000
42	0	0.000000
42	1	0.000000
42	2	1.000000
42	3	0.000000
43	0	0.000000
43	1	0.000000
43	2	0.458308
43	3	0.541692
44	0	0.000000
44	1	0.000000
44	2	0.450099
44	3	0.549901
45	0	0.000000
45	1	0.000000
45	2	0.445212
45	3	0.554788
46	0	0.000000
46	1	0.522254
46	2	0.477746
46	3	0.000000
47	0	0.000001
47	1	0.000000
47	2	0.999999
47	3	0.000000
48	0	0.512663
48	1	0.000000
48	2	0.487337
48	3	0.000000
49	0	0.068584
49	1	0.000000
49	2	0.405510
49	3	0.525906
50	0	0.000000
50	1	0.000000
50	2	0.000000
50	3	1.000000
51	0	0.000000
51	1	0.000000
51	2	0.000000
51	3	1.000000
52	0	0.000000
52	1	0.000000
52	2	0.000000
52	3	1.000000
53	0	0.000000
53	1	0.000000
53	2	0.000000
53	3	1.000000
54	0	0.000000
54	1	0.000000
54	2	0.387271
54	3	0.612729
55	0	0.473844
55	1	0.000000
55	2	0.000000
55	3	0.526156
56	0	0.443904
56	1	0.000000
56	2	0.556096
56	3	0.000000
57	0	0.512669
57	1	0.000000
57	2	0.487331
57	3	0.000000
58	0	0.000000
58	1	0.000000
58	2	0.538212
58	3	0.461788
59	0	0.000000
59	1	0.000000
59	2	0.000000
59	3	1.000000
60	0	0.546183
60	1	0.000000
60	2	0.453817
60	3	0.000000
61	0	0.097284
61	1	0.467078
61	2	0.000000
61	3	0.435638
62	0	0.000000
62	1	0.000000
62	2	0.437039
62	3	0.562961
63	0	0.000000
63	1	0.000000
63	2	1.000000
63	3	0.000000
64	0	0.000000
64	1	0.508492
64	2	0.000000
64	3	0.491508
65	0	0.000000
65	1	0.000000
65	2	0.000000
65	3	1.000000
66	0	0.000000
66	1	0.000000
66	2	0.598077
66	3	0.401923
67	0	0.000000
67	1	0.510180
67	2	0.000000
67	3	0.489820
68	0	0.000000
68	1	0.508492
68	2	0.000000
68	3	0.491508
69	0	0.000000
69	1	0.000000
69	2	0.000000
69	3	1.000000
70	0	0.000000
70	1	0.000000
70	2	0.000000
70	3	1.000000
71	0	0.000000
71	1	0.000000
71	2	0.000000
71	3	1.000000
72	0	0.000000
72	1	0.000000
72	2	1.000000
72	3	0.000000
73	0	0.000000
73	1	0.000000
73	2	0.450099
73	3	0.549901
74	0	0.000000
74	1	0.478534
74	2	0.521466
74	3	0.000000
75	0	0.000000
75	1	0.498075
75	2	0.501924
75	3	0.000000
76	0	0.000000
76	1	0.000000
76	2	0.000000
76	3	1.000000
77	0	0.492913
77	1	0.000000
77	2	0.000000
77	3	0.507087
78	0	0.000000
78	1	0.000000
78	2	1.000000
78	3	0.000000
79	0	0.000000
79	1	0.000000
79	2	0.000000
79	3	1.000000
80	0	0.000000
80	1	0.000000
80	2	0.438342
80	3	0.561658
81	0	0.000000
81	1	0.000000
81	2	0.450099
81	3	0.549901
82	0	0.000000
82	1	0.000000
82	2	0.000000
82	3	1.000000
83	0	0.000000
83	1	0.000000
83	2	0.000000
83	3	1.000000
84	0	0.000000
84	1	0.000000
84	2	0.000000
84	3	1.000000
85	0	0.000000
85	1	0.000000
85	2	0.450099
85	3	0.549901
86	0	0.000000
86	1	0.000000
86	2	0.438342
86	3	0.561658
87	0	0.000000
87	1	0.000000
87	2	1.000000
87	3	0.000000
88	0	0.000000
88	1	0.000000
88	2	0.000000
88	3	1.000000
89	0	0.000000
89	1	0.486191
89	2	0.000000
89	3	0.513809
90	0	0.000000
90	1	0.532967
90	2	0.467033
90	3	0.000000
91	0	0.000000
91	1	0.000000
91	2	0.603366
91	3	0.396634
92	0	0.000000
92	1	0.510180
92	2	0.000000
92	3	0.489820
93	0	0.000000
93	1	0.000000
93	2	0.445582
93	3	0.554418
94	0	0.000000
94	1	0.000000
94	2	0.458308
94	3	0.541692
95	0	0.000000
95	1	0.000000
95	2	0.603366
95	3	0.396634
96	0	0.000000
96	1	0.486191
96	2	0.000000
96	3	0.513809
97	0	0.000000
97	1	0.000000
97	2	0.000000
97	3	1.000000
98	0	0.000000
98	1	0.000000
98	2	1.000000
98	3	0.000000
99	0	0.000000
99	1	0.000000
99	2	0.000000
99	3	1.000000
100	0	0.000000
100	1	0.480056
100	2	0.519944
100	3	0.000000
101	0	0.000000
101	1	0.000000
101	2	1.000000
101	3	0.000000
102	0	0.000000
102	1	0.508492
102	2	0.000000
102	3	0.491508
103	0	0.000000
103	1	0.000000
103	2	1.000000
103	3	0.000000
104	0	0.000000
104	1	0.522254
104	2	0.477746
104	3	0.000000
105	0	0.000000
105	1	0.508492
105	2	0.000000
105	3	0.491508
106	0	0.000000
106	1	0.469642
106	2	0.530358
106	3	0.000000
107	0	0.000000
107	1	0.539593
107	2	0.458656
107	3	0.001751
108	0	0.000000
108	1	0.000000
108	2	1.000000
108	3	0.000000
109	0	0.000000
109	1	0.000000
109	2	0.641993
109	3	0.358007
110	0	0.546176
110	1	0.000000
110	2	0.453824
110	3	0.000000
111	0	0.000000
111	1	0.510180
111	2	0.000000
111	3	0.489820
112	0	0.000000
112	1	0.000000
112	2	0.458308
112	3	0.541692
113	0	0.538078
113	1	0.461922
113	2	0.000000
113	3	0.000000
114	0	0.000000
114	1	1.000000
114	2	0.000000
114	3	0.000000
115	0	0.000000
115	1	0.494845
115	2	0.505155
115	3	0.000000
116	0	0.000000
116	1	0.000000
116	2	1.000000
116	3	0.000000
117	0	0.000000
117	1	0.498430
117	2	0.501570
117	3	0.000000
118	0	0.000000
118	1	1.000000
118	2	0.000000
118	3	0.000000
119	0	0.000000
119	1	0.522254
119	2	0.477746
119	3	0.000000
120	0	0.000000
120	1	0.000000
120	2	0.000000
120	3	1.000000
121	0	0.000000
121	1	0.000000
121	2	0.458308
121	3	0.541692
