File,BIC
ILM15_replicate0_0.str.admix.K=6.out,6296.681986
ILM15_replicate0_10.str.admix.K=6.out,7067.464595
ILM15_replicate0_11.str.admix.K=6.out,6618.138894
ILM15_replicate0_12.str.admix.K=6.out,5637.572508
ILM15_replicate0_13.str.admix.K=6.out,10231.714624
ILM15_replicate0_14.str.admix.K=6.out,8186.328783
ILM15_replicate0_15.str.admix.K=6.out,7050.461872
ILM15_replicate0_16.str.admix.K=6.out,11233.109716
ILM15_replicate0_17.str.admix.K=6.out,6965.747804
ILM15_replicate0_18.str.admix.K=6.out,6965.728230
ILM15_replicate0_19.str.admix.K=6.out,6573.215951
ILM15_replicate0_1.str.admix.K=6.out,7949.531543
ILM15_replicate0_2.str.admix.K=6.out,13997.937147
ILM15_replicate0_3.str.admix.K=6.out,5957.331606
ILM15_replicate0_4.str.admix.K=6.out,7588.970944
ILM15_replicate0_5.str.admix.K=6.out,7113.499791
ILM15_replicate0_6.str.admix.K=6.out,9747.814576
ILM15_replicate0_7.str.admix.K=6.out,5746.806187
ILM15_replicate0_8.str.admix.K=6.out,7812.131085
ILM15_replicate0_9.str.admix.K=6.out,11162.154452
ILM15_replicate1_0.str.admix.K=6.out,8222.012198
ILM15_replicate1_10.str.admix.K=6.out,6289.976456
ILM15_replicate1_11.str.admix.K=6.out,6932.273342
ILM15_replicate1_12.str.admix.K=6.out,8144.579983
ILM15_replicate1_13.str.admix.K=6.out,8968.362729
ILM15_replicate1_14.str.admix.K=6.out,7701.055235
ILM15_replicate1_15.str.admix.K=6.out,7278.177120
ILM15_replicate1_16.str.admix.K=6.out,7383.224141
ILM15_replicate1_17.str.admix.K=6.out,7335.734770
ILM15_replicate1_18.str.admix.K=6.out,7308.629606
ILM15_replicate1_19.str.admix.K=6.out,9180.960048
ILM15_replicate1_1.str.admix.K=6.out,7183.213630
ILM15_replicate1_2.str.admix.K=6.out,7210.510569
ILM15_replicate1_3.str.admix.K=6.out,7741.689973
ILM15_replicate1_4.str.admix.K=6.out,8517.466788
ILM15_replicate1_5.str.admix.K=6.out,6737.284865
ILM15_replicate1_6.str.admix.K=6.out,5933.048719
ILM15_replicate1_7.str.admix.K=6.out,8083.809505
ILM15_replicate1_8.str.admix.K=6.out,7334.652928
ILM15_replicate1_9.str.admix.K=6.out,8618.147437
ILM15_replicate2_0.str.admix.K=6.out,8684.948099
ILM15_replicate2_10.str.admix.K=6.out,7741.689973
ILM15_replicate2_11.str.admix.K=6.out,7343.573843
ILM15_replicate2_12.str.admix.K=6.out,6937.088460
ILM15_replicate2_13.str.admix.K=6.out,7009.163429
ILM15_replicate2_14.str.admix.K=6.out,9499.662433
ILM15_replicate2_15.str.admix.K=6.out,9491.987166
ILM15_replicate2_16.str.admix.K=6.out,7785.928410
ILM15_replicate2_17.str.admix.K=6.out,7914.329668
ILM15_replicate2_18.str.admix.K=6.out,7547.871847
ILM15_replicate2_19.str.admix.K=6.out,6512.547837
ILM15_replicate2_1.str.admix.K=6.out,5738.738149
ILM15_replicate2_2.str.admix.K=6.out,6413.444477
ILM15_replicate2_3.str.admix.K=6.out,6246.061984
ILM15_replicate2_4.str.admix.K=6.out,7645.785328
ILM15_replicate2_5.str.admix.K=6.out,6993.598516
ILM15_replicate2_6.str.admix.K=6.out,8455.677117
ILM15_replicate2_7.str.admix.K=6.out,7118.319270
ILM15_replicate2_8.str.admix.K=6.out,9298.551055
ILM15_replicate2_9.str.admix.K=6.out,11357.872149
ILM15_replicate3_0.str.admix.K=6.out,8353.201661
ILM15_replicate3_10.str.admix.K=6.out,8747.078695
ILM15_replicate3_11.str.admix.K=6.out,13786.322185
ILM15_replicate3_12.str.admix.K=6.out,8033.521321
ILM15_replicate3_13.str.admix.K=6.out,7969.208657
ILM15_replicate3_14.str.admix.K=6.out,7459.694213
ILM15_replicate3_15.str.admix.K=6.out,8084.793861
ILM15_replicate3_16.str.admix.K=6.out,7648.984215
ILM15_replicate3_17.str.admix.K=6.out,10197.856809
ILM15_replicate3_18.str.admix.K=6.out,6486.306401
