i	k	etaik
0	0	0.000729
0	1	0.000000
0	2	0.521124
0	3	0.000000
0	4	0.000000
0	5	0.477632
0	6	0.000515
1	0	0.000000
1	1	0.000000
1	2	0.000000
1	3	0.000000
1	4	0.000000
1	5	1.000000
1	6	0.000000
2	0	0.484592
2	1	0.000000
2	2	0.000000
2	3	0.000000
2	4	0.000000
2	5	0.515408
2	6	0.000000
3	0	0.000000
3	1	0.577114
3	2	0.000000
3	3	0.000000
3	4	0.000000
3	5	0.422886
3	6	0.000000
4	0	0.000000
4	1	0.000000
4	2	0.000000
4	3	0.000000
4	4	0.000000
4	5	1.000000
4	6	0.000000
5	0	0.000000
5	1	0.000000
5	2	0.000000
5	3	0.000000
5	4	0.000000
5	5	1.000000
5	6	0.000000
6	0	0.000000
6	1	0.000000
6	2	0.000000
6	3	0.000000
6	4	0.000000
6	5	1.000000
6	6	0.000000
7	0	0.000010
7	1	0.521212
7	2	0.478777
7	3	0.000000
7	4	0.000000
7	5	0.000000
7	6	0.000000
8	0	0.000000
8	1	0.000000
8	2	0.000000
8	3	0.000000
8	4	0.490373
8	5	0.509627
8	6	0.000000
9	0	0.000000
9	1	1.000000
9	2	0.000000
9	3	0.000000
9	4	0.000000
9	5	0.000000
9	6	0.000000
10	0	0.001150
10	1	0.000000
10	2	0.520656
10	3	0.000000
10	4	0.000000
10	5	0.477523
10	6	0.000671
11	0	0.000000
11	1	0.000000
11	2	1.000000
11	3	0.000000
11	4	0.000000
11	5	0.000000
11	6	0.000000
12	0	0.000000
12	1	0.000000
12	2	0.999999
12	3	0.000001
12	4	0.000000
12	5	0.000000
12	6	0.000000
13	0	0.000000
13	1	0.000000
13	2	1.000000
13	3	0.000000
13	4	0.000000
13	5	0.000000
13	6	0.000000
14	0	0.000000
14	1	0.000000
14	2	1.000000
14	3	0.000000
14	4	0.000000
14	5	0.000000
14	6	0.000000
15	0	0.001799
15	1	0.000000
15	2	0.495145
15	3	0.000000
15	4	0.503056
15	5	0.000000
15	6	0.000000
16	0	0.000038
16	1	0.000000
16	2	0.485967
16	3	0.000000
16	4	0.000000
16	5	0.513995
16	6	0.000000
17	0	0.000000
17	1	0.000000
17	2	1.000000
17	3	0.000000
