File,BIC
ILM15_replicate0_0.str.admix.K=3.out,4151.960113
ILM15_replicate0_10.str.admix.K=3.out,5363.948828
ILM15_replicate0_11.str.admix.K=3.out,4419.661013
ILM15_replicate0_12.str.admix.K=3.out,3324.482934
ILM15_replicate0_13.str.admix.K=3.out,8055.626068
ILM15_replicate0_14.str.admix.K=3.out,6195.548047
ILM15_replicate0_15.str.admix.K=3.out,4737.377767
ILM15_replicate0_16.str.admix.K=3.out,9131.195344
ILM15_replicate0_17.str.admix.K=3.out,4329.202049
ILM15_replicate0_18.str.admix.K=3.out,4753.368818
ILM15_replicate0_19.str.admix.K=3.out,4129.402789
ILM15_replicate0_1.str.admix.K=3.out,6274.628074
ILM15_replicate0_2.str.admix.K=3.out,11110.312412
ILM15_replicate0_3.str.admix.K=3.out,3649.799750
ILM15_replicate0_4.str.admix.K=3.out,5296.036869
ILM15_replicate0_5.str.admix.K=3.out,4743.420988
ILM15_replicate0_6.str.admix.K=3.out,7521.073160
ILM15_replicate0_7.str.admix.K=3.out,3553.118628
ILM15_replicate0_8.str.admix.K=3.out,5558.910677
ILM15_replicate0_9.str.admix.K=3.out,8358.086321
ILM15_replicate1_0.str.admix.K=3.out,6074.068077
ILM15_replicate1_10.str.admix.K=3.out,3910.279139
ILM15_replicate1_11.str.admix.K=3.out,5001.546183
ILM15_replicate1_12.str.admix.K=3.out,5852.454747
ILM15_replicate1_13.str.admix.K=3.out,6698.155859
ILM15_replicate1_14.str.admix.K=3.out,5395.084302
ILM15_replicate1_15.str.admix.K=3.out,5128.991075
ILM15_replicate1_16.str.admix.K=3.out,5496.988116
ILM15_replicate1_17.str.admix.K=3.out,5133.869047
ILM15_replicate1_18.str.admix.K=3.out,5332.065299
ILM15_replicate1_19.str.admix.K=3.out,6482.431856
ILM15_replicate1_1.str.admix.K=3.out,5004.372207
ILM15_replicate1_2.str.admix.K=3.out,4914.287514
ILM15_replicate1_3.str.admix.K=3.out,5856.198873
ILM15_replicate1_4.str.admix.K=3.out,6177.557209
ILM15_replicate1_5.str.admix.K=3.out,4619.150695
ILM15_replicate1_6.str.admix.K=3.out,3703.437226
ILM15_replicate1_7.str.admix.K=3.out,6055.197719
ILM15_replicate1_8.str.admix.K=3.out,5572.058336
ILM15_replicate1_9.str.admix.K=3.out,6369.724917
ILM15_replicate2_0.str.admix.K=3.out,6975.678409
ILM15_replicate2_10.str.admix.K=3.out,5856.198873
ILM15_replicate2_11.str.admix.K=3.out,5174.168805
ILM15_replicate2_12.str.admix.K=3.out,4824.881234
ILM15_replicate2_13.str.admix.K=3.out,4712.938288
ILM15_replicate2_14.str.admix.K=3.out,8073.561087
ILM15_replicate2_15.str.admix.K=3.out,6910.646005
ILM15_replicate2_16.str.admix.K=3.out,5471.192070
ILM15_replicate2_17.str.admix.K=3.out,6085.051192
ILM15_replicate2_18.str.admix.K=3.out,5816.935535
ILM15_replicate2_19.str.admix.K=3.out,4431.692476
ILM15_replicate2_1.str.admix.K=3.out,3508.796559
ILM15_replicate2_2.str.admix.K=3.out,4124.562974
ILM15_replicate2_3.str.admix.K=3.out,4060.978175
ILM15_replicate2_4.str.admix.K=3.out,5225.333169
ILM15_replicate2_5.str.admix.K=3.out,4760.393916
ILM15_replicate2_6.str.admix.K=3.out,6188.907363
ILM15_replicate2_7.str.admix.K=3.out,4917.737446
ILM15_replicate2_8.str.admix.K=3.out,7100.096123
ILM15_replicate2_9.str.admix.K=3.out,8901.856319
ILM15_replicate3_0.str.admix.K=3.out,5934.753008
ILM15_replicate3_10.str.admix.K=3.out,6631.403339
ILM15_replicate3_11.str.admix.K=3.out,11163.442361
ILM15_replicate3_12.str.admix.K=3.out,6235.891251
ILM15_replicate3_13.str.admix.K=3.out,5694.734472
ILM15_replicate3_14.str.admix.K=3.out,5379.318156
ILM15_replicate3_15.str.admix.K=3.out,5941.102765
ILM15_replicate3_16.str.admix.K=3.out,5395.754001
ILM15_replicate3_17.str.admix.K=3.out,7491.400822
ILM15_replicate3_18.str.admix.K=3.out,4446.582638
ILM15_replicate3_19.str.admix.K=3.out,7894.595256
ILM15_replicate3_1.str.admix.K=3.out,6414.657504
ILM15_replicate3_2.str.admix.K=3.out,3278.538331
ILM15_replicate3_3.str.admix.K=3.out,5166.221742
ILM15_replicate3_4.str.admix.K=3.out,7105.776599
ILM15_replicate3_5.str.admix.K=3.out,4726.481792
ILM15_replicate3_6.str.admix.K=3.out,6763.277328
ILM15_replicate3_7.str.admix.K=3.out,4207.730264
ILM15_replicate3_8.str.admix.K=3.out,6345.727405
ILM15_replicate3_9.str.admix.K=3.out,5244.019157
ILM15_replicate4_0.str.admix.K=3.out,6091.515336
ILM15_replicate4_10.str.admix.K=3.out,5749.980758
ILM15_replicate4_11.str.admix.K=3.out,5587.995198
ILM15_replicate4_12.str.admix.K=3.out,4984.205084
ILM15_replicate4_13.str.admix.K=3.out,7857.357441
ILM15_replicate4_14.str.admix.K=3.out,7453.112019
ILM15_replicate4_15.str.admix.K=3.out,5806.398828
ILM15_replicate4_16.str.admix.K=3.out,4953.911295
ILM15_replicate4_17.str.admix.K=3.out,6838.299251
ILM15_replicate4_18.str.admix.K=3.out,3970.288562
ILM15_replicate4_19.str.admix.K=3.out,6720.354917
ILM15_replicate4_1.str.admix.K=3.out,6624.414841
ILM15_replicate4_2.str.admix.K=3.out,3692.600978
ILM15_replicate4_3.str.admix.K=3.out,4126.059990
ILM15_replicate4_4.str.admix.K=3.out,7926.672014
ILM15_replicate4_5.str.admix.K=3.out,5458.842161
ILM15_replicate4_6.str.admix.K=3.out,7131.543213
ILM15_replicate4_7.str.admix.K=3.out,5376.010543
ILM15_replicate4_8.str.admix.K=3.out,3988.500114
ILM15_replicate4_9.str.admix.K=3.out,5901.616525
ILM15_replicate5_0.str.admix.K=3.out,6601.401289
ILM15_replicate5_10.str.admix.K=3.out,4713.499264
ILM15_replicate5_11.str.admix.K=3.out,4542.067270
ILM15_replicate5_12.str.admix.K=3.out,5594.512531
ILM15_replicate5_13.str.admix.K=3.out,4194.807843
ILM15_replicate5_14.str.admix.K=3.out,2954.864519
ILM15_replicate5_15.str.admix.K=3.out,6833.306483
ILM15_replicate5_16.str.admix.K=3.out,4934.625135
ILM15_replicate5_17.str.admix.K=3.out,5886.398738
ILM15_replicate5_18.str.admix.K=3.out,4155.378326
ILM15_replicate5_19.str.admix.K=3.out,5411.975172
ILM15_replicate5_1.str.admix.K=3.out,5016.049107
ILM15_replicate5_2.str.admix.K=3.out,6160.709864
ILM15_replicate5_3.str.admix.K=3.out,4183.596949
ILM15_replicate5_4.str.admix.K=3.out,4574.814213
ILM15_replicate5_5.str.admix.K=3.out,5007.460420
ILM15_replicate5_6.str.admix.K=3.out,4093.039985
ILM15_replicate5_7.str.admix.K=3.out,5266.078082
ILM15_replicate5_8.str.admix.K=3.out,5444.878762
ILM15_replicate5_9.str.admix.K=3.out,5145.852789
ILM15_replicate6_0.str.admix.K=3.out,4106.021015
ILM15_replicate6_10.str.admix.K=3.out,5380.663059
ILM15_replicate6_11.str.admix.K=3.out,5583.498739
ILM15_replicate6_12.str.admix.K=3.out,4805.456570
ILM15_replicate6_13.str.admix.K=3.out,6083.083814
ILM15_replicate6_14.str.admix.K=3.out,6995.995149
ILM15_replicate6_15.str.admix.K=3.out,6815.171728
ILM15_replicate6_16.str.admix.K=3.out,4107.756016
ILM15_replicate6_17.str.admix.K=3.out,6158.385806
ILM15_replicate6_18.str.admix.K=3.out,6053.055739
ILM15_replicate6_19.str.admix.K=3.out,5704.017626
ILM15_replicate6_1.str.admix.K=3.out,8971.674273
ILM15_replicate6_2.str.admix.K=3.out,6533.018818
ILM15_replicate6_3.str.admix.K=3.out,6581.374964
ILM15_replicate6_4.str.admix.K=3.out,4155.378326
ILM15_replicate6_5.str.admix.K=3.out,13938.045132
ILM15_replicate6_6.str.admix.K=3.out,9309.211420
ILM15_replicate6_7.str.admix.K=3.out,4567.871570
ILM15_replicate6_8.str.admix.K=3.out,4035.988668
ILM15_replicate6_9.str.admix.K=3.out,7724.133096
ILM15_replicate7_0.str.admix.K=3.out,4311.675105
ILM15_replicate7_10.str.admix.K=3.out,5731.751260
ILM15_replicate7_11.str.admix.K=3.out,5594.809445
ILM15_replicate7_12.str.admix.K=3.out,7055.251622
ILM15_replicate7_13.str.admix.K=3.out,6549.569177
ILM15_replicate7_14.str.admix.K=3.out,4685.687324
ILM15_replicate7_15.str.admix.K=3.out,6868.436798
ILM15_replicate7_16.str.admix.K=3.out,5944.054756
ILM15_replicate7_17.str.admix.K=3.out,6468.788944
ILM15_replicate7_18.str.admix.K=3.out,10794.329568
ILM15_replicate7_19.str.admix.K=3.out,5837.189296
ILM15_replicate7_1.str.admix.K=3.out,6763.277328
ILM15_replicate7_2.str.admix.K=3.out,7730.144208
ILM15_replicate7_3.str.admix.K=3.out,4706.062904
ILM15_replicate7_4.str.admix.K=3.out,8003.529970
ILM15_replicate7_5.str.admix.K=3.out,4693.757912
ILM15_replicate7_6.str.admix.K=3.out,5283.190985
ILM15_replicate7_7.str.admix.K=3.out,5172.109137
ILM15_replicate7_8.str.admix.K=3.out,7696.617707
ILM15_replicate7_9.str.admix.K=3.out,5308.213442
ILM15_replicate8_0.str.admix.K=3.out,3662.092647
ILM15_replicate8_10.str.admix.K=3.out,5814.262329
ILM15_replicate8_11.str.admix.K=3.out,4730.967248
ILM15_replicate8_12.str.admix.K=3.out,3243.622390
ILM15_replicate8_13.str.admix.K=3.out,4765.627132
ILM15_replicate8_14.str.admix.K=3.out,8443.745490
ILM15_replicate8_15.str.admix.K=3.out,10794.329568
ILM15_replicate8_16.str.admix.K=3.out,5435.630412
ILM15_replicate8_17.str.admix.K=3.out,4856.819095
ILM15_replicate8_18.str.admix.K=3.out,5444.878762
ILM15_replicate8_19.str.admix.K=3.out,4161.086945
