i	k	etaik
0	0	0.000000
0	1	0.000000
0	2	0.000000
0	3	0.000000
0	4	0.000000
0	5	1.000000
0	6	0.000000
1	0	0.000000
1	1	0.303415
1	2	0.696585
1	3	0.000000
1	4	0.000000
1	5	0.000000
1	6	0.000000
2	0	0.107813
2	1	0.523227
2	2	0.000000
2	3	0.000000
2	4	0.000000
2	5	0.368960
2	6	0.000000
3	0	0.000000
3	1	0.000000
3	2	0.000000
3	3	0.000000
3	4	0.000000
3	5	1.000000
3	6	0.000000
4	0	0.000000
4	1	0.721098
4	2	0.000000
4	3	0.000000
4	4	0.278902
4	5	0.000000
4	6	0.000000
5	0	0.000000
5	1	0.000000
5	2	0.000000
5	3	0.000000
5	4	0.000000
5	5	1.000000
5	6	0.000000
6	0	0.083757
6	1	0.000000
6	2	0.547313
6	3	0.000000
6	4	0.000000
6	5	0.368929
6	6	0.000000
7	0	0.476401
7	1	0.000000
7	2	0.523599
7	3	0.000000
7	4	0.000000
7	5	0.000000
7	6	0.000000
8	0	0.476773
8	1	0.523227
8	2	0.000000
8	3	0.000000
8	4	0.000000
8	5	0.000000
8	6	0.000000
9	0	0.138042
9	1	0.492998
9	2	0.000000
9	3	0.000000
9	4	0.000000
9	5	0.368959
9	6	0.000000
10	0	0.000564
10	1	0.490279
10	2	0.000000
10	3	0.000000
10	4	0.000000
10	5	0.509157
10	6	0.000000
11	0	0.482449
11	1	0.000000
11	2	0.000000
11	3	0.000000
11	4	0.000000
11	5	0.517551
11	6	0.000000
12	0	0.387769
12	1	0.000000
12	2	0.000000
12	3	0.612231
12	4	0.000000
12	5	0.000000
12	6	0.000000
13	0	0.000555
13	1	0.490281
13	2	0.000000
13	3	0.000000
13	4	0.000000
13	5	0.509163
13	6	0.000000
14	0	0.000001
14	1	0.479809
14	2	0.000000
14	3	0.000000
14	4	0.000000
14	5	0.000000
14	6	0.520190
15	0	0.000557
15	1	0.490281
15	2	0.000000
15	3	0.000000
15	4	0.000000
15	5	0.509162
15	6	0.000000
16	0	0.000555
