i	k	etaik
0	0	0.000000
0	1	0.583109
0	2	0.000000
0	3	0.000000
0	4	0.000000
0	5	0.000000
0	6	0.000000
0	7	0.416891
1	0	0.000000
1	1	0.524675
1	2	0.000000
1	3	0.000000
1	4	0.475313
1	5	0.000000
1	6	0.000011
1	7	0.000000
2	0	0.000000
2	1	1.000000
2	2	0.000000
2	3	0.000000
2	4	0.000000
2	5	0.000000
2	6	0.000000
2	7	0.000000
3	0	0.000000
3	1	1.000000
3	2	0.000000
3	3	0.000000
3	4	0.000000
3	5	0.000000
3	6	0.000000
3	7	0.000000
4	0	0.000000
4	1	0.524675
4	2	0.000000
4	3	0.000000
4	4	0.475312
4	5	0.000000
4	6	0.000013
4	7	0.000000
5	0	0.000000
5	1	0.000000
5	2	0.000000
5	3	0.000000
5	4	0.562671
5	5	0.000000
5	6	0.437329
5	7	0.000000
6	0	0.000000
6	1	1.000000
6	2	0.000000
6	3	0.000000
6	4	0.000000
6	5	0.000000
6	6	0.000000
6	7	0.000000
7	0	0.000000
7	1	0.524674
7	2	0.000000
7	3	0.000000
7	4	0.475309
7	5	0.000000
7	6	0.000017
7	7	0.000000
8	0	0.000000
8	1	0.000000
8	2	0.000000
8	3	0.000000
8	4	0.490821
8	5	0.000000
8	6	0.000241
8	7	0.508938
9	0	0.000000
9	1	1.000000
9	2	0.000000
9	3	0.000000
9	4	0.000000
9	5	0.000000
9	6	0.000000
9	7	0.000000
10	0	0.502959
10	1	0.000000
10	2	0.000000
10	3	0.494656
10	4	0.000135
10	5	0.000000
10	6	0.002249
10	7	0.000000
11	0	0.000000
11	1	0.000000
11	2	0.000000
11	3	1.000000
11	4	0.000000
11	5	0.000000
11	6	0.000000
11	7	0.000000
12	0	0.000000
12	1	0.528485
12	2	0.000000
12	3	0.000000
12	4	0.000000
12	5	0.000000
12	6	0.471515
12	7	0.000000
13	0	0.503198
13	1	0.000000
13	2	0.000000
13	3	0.494691
13	4	0.000134
13	5	0.000000
13	6	0.001977
13	7	0.000000
14	0	0.000000
14	1	0.000000
14	2	0.000000
14	3	1.000000
14	4	0.000000
14	5	0.000000
14	6	0.000000
14	7	0.000000
15	0	0.000000
15	1	0.000000
15	2	0.000000
15	3	1.000000
15	4	0.000000
15	5	0.000000
15	6	0.000000
15	7	0.000000
