i	k	etaik
0	0	0.519759
0	1	0.000000
0	2	0.000000
0	3	0.480241
0	4	0.000000
0	5	0.000000
0	6	0.000000
0	7	0.000000
1	0	0.421747
1	1	0.000002
1	2	0.000000
1	3	0.000000
1	4	0.000000
1	5	0.000000
1	6	0.578251
1	7	0.000000
2	0	1.000000
2	1	0.000000
2	2	0.000000
2	3	0.000000
2	4	0.000000
2	5	0.000000
2	6	0.000000
2	7	0.000000
3	0	0.478406
3	1	0.000000
3	2	0.521594
3	3	0.000000
3	4	0.000000
3	5	0.000000
3	6	0.000000
3	7	0.000000
4	0	1.000000
4	1	0.000000
4	2	0.000000
4	3	0.000000
4	4	0.000000
4	5	0.000000
4	6	0.000000
4	7	0.000000
5	0	0.421747
5	1	0.000002
5	2	0.000000
5	3	0.000000
5	4	0.000000
5	5	0.000000
5	6	0.578251
5	7	0.000000
6	0	0.011634
6	1	0.000000
6	2	0.000000
6	3	0.477010
6	4	0.511356
6	5	0.000000
6	6	0.000000
6	7	0.000000
7	0	0.000000
7	1	0.000000
7	2	0.000000
7	3	0.000000
7	4	1.000000
7	5	0.000000
7	6	0.000000
7	7	0.000000
8	0	0.421747
8	1	0.000002
8	2	0.000000
8	3	0.000000
8	4	0.000000
8	5	0.000000
8	6	0.578251
8	7	0.000000
9	0	0.000000
9	1	0.000000
9	2	1.000000
9	3	0.000000
9	4	0.000000
9	5	0.000000
9	6	0.000000
9	7	0.000000
10	0	0.519759
10	1	0.000000
10	2	0.000000
10	3	0.480241
10	4	0.000000
10	5	0.000000
10	6	0.000000
10	7	0.000000
11	0	0.000000
11	1	0.000000
11	2	0.000000
11	3	0.493329
11	4	0.000000
11	5	0.000000
11	6	0.506670
11	7	0.000000
12	0	0.000000
12	1	0.000000
12	2	0.000000
12	3	0.000000
12	4	0.364385
12	5	0.000000
12	6	0.635615
12	7	0.000000
13	0	0.000000
13	1	0.000000
13	2	0.000000
13	3	0.000000
13	4	0.364385
13	5	0.000000
13	6	0.635615
13	7	0.000000
14	0	0.015326
14	1	0.000000
14	2	0.000000
14	3	0.591595
14	4	0.393079
14	5	0.000000
14	6	0.000000
14	7	0.000000
15	0	0.000000
15	1	0.000000
15	2	0.000000
15	3	0.000000
15	4	0.364385
15	5	0.000000
15	6	0.635615
15	7	0.000000
16	0	0.126014
16	1	0.000000
16	2	0.000000
16	3	0.479708
16	4	0.394278
16	5	0.000000
