i	k	etaik
0	0	0.000000
0	1	0.000000
0	2	0.498626
0	3	0.493060
0	4	0.000000
0	5	0.000000
0	6	0.000000
0	7	0.000000
0	8	0.004474
0	9	0.000000
0	10	0.000000
0	11	0.000000
0	12	0.000000
0	13	0.003840
1	0	0.000000
1	1	0.000000
1	2	0.498599
1	3	0.492920
1	4	0.000000
1	5	0.000000
1	6	0.000000
1	7	0.000000
1	8	0.004215
1	9	0.000000
1	10	0.000000
1	11	0.000000
1	12	0.000000
1	13	0.004266
2	0	0.000000
2	1	0.000000
2	2	0.500000
2	3	0.000000
2	4	0.000000
2	5	0.000000
2	6	0.000000
2	7	0.000000
2	8	0.290449
2	9	0.000000
2	10	0.000000
2	11	0.000000
2	12	0.000000
2	13	0.209551
3	0	0.000000
3	1	0.000000
3	2	0.000000
3	3	0.000000
3	4	0.000000
3	5	0.000000
3	6	0.000000
3	7	0.000000
3	8	0.161224
3	9	0.000000
3	10	0.499999
3	11	0.000000
3	12	0.000000
3	13	0.338777
4	0	0.000000
4	1	0.000000
4	2	0.500000
4	3	0.000000
4	4	0.000000
4	5	0.000000
4	6	0.000000
4	7	0.000000
4	8	0.158630
4	9	0.000000
4	10	0.000000
4	11	0.000000
4	12	0.000000
4	13	0.341370
5	0	0.000000
5	1	0.000000
5	2	0.501062
5	3	0.000000
5	4	0.000000
5	5	0.000000
5	6	0.000000
5	7	0.000000
5	8	0.000000
5	9	0.498938
5	10	0.000000
5	11	0.000000
5	12	0.000000
5	13	0.000000
6	0	0.000000
6	1	0.000000
6	2	0.000000
6	3	0.000000
6	4	0.000000
6	5	0.000000
6	6	0.000000
6	7	0.000000
6	8	0.602950
6	9	0.000000
6	10	0.000000
6	11	0.000000
6	12	0.000000
6	13	0.397050
7	0	0.000000
7	1	0.000000
7	2	0.501062
7	3	0.000000
7	4	0.000000
7	5	0.000000
7	6	0.000000
7	7	0.000000
7	8	0.000000
7	9	0.498938
7	10	0.000000
7	11	0.000000
7	12	0.000000
7	13	0.000000
8	0	0.000000
