File,AIC
ILM15_replicate0_0.str.admix.K=8.out,4215.893526
ILM15_replicate0_10.str.admix.K=8.out,4691.029308
ILM15_replicate0_11.str.admix.K=8.out,4295.761593
ILM15_replicate0_12.str.admix.K=8.out,3465.307554
ILM15_replicate0_13.str.admix.K=8.out,7954.913496
ILM15_replicate0_14.str.admix.K=8.out,5787.393915
ILM15_replicate0_15.str.admix.K=8.out,4662.602730
ILM15_replicate0_16.str.admix.K=8.out,8649.340870
ILM15_replicate0_17.str.admix.K=8.out,4319.311502
ILM15_replicate0_18.str.admix.K=8.out,4527.168281
ILM15_replicate0_19.str.admix.K=8.out,4342.163204
ILM15_replicate0_1.str.admix.K=8.out,5501.869050
ILM15_replicate0_2.str.admix.K=8.out,10904.583406
ILM15_replicate0_3.str.admix.K=8.out,3722.256438
ILM15_replicate0_4.str.admix.K=8.out,5115.177060
ILM15_replicate0_5.str.admix.K=8.out,4761.265824
ILM15_replicate0_6.str.admix.K=8.out,7306.787316
ILM15_replicate0_7.str.admix.K=8.out,3577.297030
ILM15_replicate0_8.str.admix.K=8.out,5452.088009
ILM15_replicate0_9.str.admix.K=8.out,8452.090042
ILM15_replicate1_0.str.admix.K=8.out,5899.076846
ILM15_replicate1_10.str.admix.K=8.out,4211.804439
ILM15_replicate1_11.str.admix.K=8.out,4625.785733
ILM15_replicate1_12.str.admix.K=8.out,5600.214603
ILM15_replicate1_13.str.admix.K=8.out,6444.465803
ILM15_replicate1_14.str.admix.K=8.out,5302.558647
ILM15_replicate1_15.str.admix.K=8.out,4801.650863
ILM15_replicate1_16.str.admix.K=8.out,5016.684119
ILM15_replicate1_17.str.admix.K=8.out,4761.553355
ILM15_replicate1_18.str.admix.K=8.out,4945.565271
ILM15_replicate1_19.str.admix.K=8.out,6253.484463
ILM15_replicate1_1.str.admix.K=8.out,4833.824707
ILM15_replicate1_2.str.admix.K=8.out,4873.813669
ILM15_replicate1_3.str.admix.K=8.out,5268.392981
ILM15_replicate1_4.str.admix.K=8.out,6040.694488
ILM15_replicate1_5.str.admix.K=8.out,4402.196250
ILM15_replicate1_6.str.admix.K=8.out,3661.496419
ILM15_replicate1_7.str.admix.K=8.out,5390.796753
ILM15_replicate1_8.str.admix.K=8.out,4872.370169
ILM15_replicate1_9.str.admix.K=8.out,6019.022538
ILM15_replicate2_0.str.admix.K=8.out,6266.037378
ILM15_replicate2_10.str.admix.K=8.out,5268.392981
ILM15_replicate2_11.str.admix.K=8.out,5110.710581
ILM15_replicate2_12.str.admix.K=8.out,4715.182402
ILM15_replicate2_13.str.admix.K=8.out,4645.718425
ILM15_replicate2_14.str.admix.K=8.out,6794.621762
ILM15_replicate2_15.str.admix.K=8.out,7005.483747
ILM15_replicate2_16.str.admix.K=8.out,5442.435759
ILM15_replicate2_17.str.admix.K=8.out,5633.999981
ILM15_replicate2_18.str.admix.K=8.out,5107.510712
ILM15_replicate2_19.str.admix.K=8.out,4291.571185
ILM15_replicate2_1.str.admix.K=8.out,3641.108655
ILM15_replicate2_2.str.admix.K=8.out,4121.426115
ILM15_replicate2_3.str.admix.K=8.out,4111.067172
