i	k	etaik
0	0	0.456859
0	1	0.543141
0	2	0.000000
1	0	0.000001
1	1	0.501112
1	2	0.498887
2	0	0.456859
2	1	0.543141
2	2	0.000000
3	0	0.000003
3	1	0.496158
3	2	0.503840
4	0	0.473711
4	1	0.526289
4	2	0.000000
5	0	0.000000
5	1	1.000000
5	2	0.000000
6	0	0.000000
6	1	1.000000
6	2	0.000000
7	0	0.000000
7	1	1.000000
7	2	0.000000
8	0	0.000000
8	1	1.000000
8	2	0.000000
9	0	0.000000
9	1	1.000000
9	2	0.000000
10	0	0.000000
10	1	0.000000
10	2	1.000000
11	0	0.502528
11	1	0.000000
11	2	0.497472
12	0	0.500143
12	1	0.000000
12	2	0.499857
13	0	0.000000
13	1	0.000000
13	2	1.000000
14	0	0.000000
14	1	0.487499
14	2	0.512501
15	0	0.000000
15	1	0.000000
15	2	1.000000
16	0	0.502528
16	1	0.000000
16	2	0.497472
17	0	0.000000
17	1	0.000000
17	2	1.000000
18	0	0.485897
18	1	0.000000
18	2	0.514103
19	0	0.503400
19	1	0.000000
19	2	0.496600
20	0	1.000000
20	1	0.000000
20	2	0.000000
21	0	0.485775
21	1	0.000000
21	2	0.514225
22	0	0.534409
22	1	0.465591
22	2	0.000000
23	0	0.513932
23	1	0.486068
23	2	0.000000
24	0	1.000000
24	1	0.000000
24	2	0.000000
25	0	0.000002
25	1	0.495680
25	2	0.504318
26	0	1.000000
26	1	0.000000
26	2	0.000000
27	0	0.513932
27	1	0.486068
27	2	0.000000
28	0	1.000000
28	1	0.000000
28	2	0.000000
29	0	1.000000
29	1	0.000000
29	2	0.000000
30	0	0.515698
30	1	0.000000
30	2	0.484302
31	0	0.000001
31	1	0.501112
31	2	0.498887
32	0	0.505276
32	1	0.494724
32	2	0.000000
33	0	0.000000
33	1	0.000000
33	2	1.000000
34	0	0.536574
34	1	0.463426
34	2	0.000000
35	0	0.000000
35	1	1.000000
35	2	0.000000
36	0	0.502528
36	1	0.000000
36	2	0.497472
37	0	0.000000
37	1	1.000000
37	2	0.000000
38	0	0.000000
38	1	1.000000
38	2	0.000000
39	0	0.000000
39	1	1.000000
39	2	0.000000
40	0	0.503400
40	1	0.000000
40	2	0.496600
41	0	0.000000
41	1	0.000000
41	2	1.000000
42	0	0.000000
42	1	0.000000
42	2	1.000000
43	0	0.000000
43	1	0.000000
43	2	1.000000
44	0	0.503400
44	1	0.000000
44	2	0.496600
45	0	0.503400
45	1	0.000000
45	2	0.496600
46	0	0.507087
46	1	0.492913
46	2	0.000000
47	0	0.000000
47	1	0.000000
47	2	1.000000
48	0	0.000000
48	1	0.000000
48	2	1.000000
49	0	0.503400
49	1	0.000000
49	2	0.496600
50	0	0.456859
50	1	0.543141
50	2	0.000000
51	0	0.500261
51	1	0.499739
51	2	0.000000
52	0	0.000000
52	1	1.000000
52	2	0.000000
53	0	0.000000
53	1	0.000000
53	2	1.000000
54	0	1.000000
54	1	0.000000
54	2	0.000000
55	0	0.537774
55	1	0.462226
55	2	0.000000
56	0	0.000001
56	1	0.499975
56	2	0.500024
57	0	0.000000
57	1	0.501311
57	2	0.498689
58	0	0.439274
58	1	0.560726
58	2	0.000000
59	0	0.000000
59	1	1.000000
59	2	0.000000
60	0	0.542018
60	1	0.457982
60	2	0.000000
61	0	0.000000
61	1	0.509114
61	2	0.490886
