k	l	m	KLM
0	0	0	0.000000
0	0	1	1.000000
0	1	0	0.029716
0	1	1	0.970284
0	2	0	0.000000
0	2	1	1.000000
0	3	0	0.940451
0	3	1	0.059549
0	4	0	0.970263
0	4	1	0.029737
0	5	0	0.000000
0	5	1	1.000000
0	6	0	1.000000
0	6	1	0.000000
0	7	0	0.029736
0	7	1	0.970264
0	8	0	0.000000
0	8	1	1.000000
0	9	0	0.000000
0	9	1	1.000000
0	10	0	0.238229
0	10	1	0.761771
0	11	0	1.000000
0	11	1	0.000000
0	12	0	0.000000
0	12	1	1.000000
0	12	2	0.000000
1	0	0	0.000000
1	0	1	1.000000
1	1	0	0.000000
1	1	1	1.000000
1	2	0	1.000000
1	2	1	0.000000
1	3	0	1.000000
1	3	1	0.000000
1	4	0	0.999999
1	4	1	0.000001
1	5	0	0.000000
1	5	1	1.000000
1	6	0	1.000000
1	6	1	0.000000
1	7	0	0.000001
1	7	1	0.999999
1	8	0	0.000000
1	8	1	1.000000
1	9	0	0.000000
1	9	1	1.000000
1	10	0	0.000000
1	10	1	1.000000
1	11	0	1.000000
1	11	1	0.000000
1	12	0	0.000000
1	12	1	0.887696
1	12	2	0.112304
2	0	0	0.343604
2	0	1	0.656396
2	1	0	0.000000
2	1	1	1.000000
2	2	0	1.000000
2	2	1	0.000000
2	3	0	1.000000
2	3	1	0.000000
2	4	0	1.000000
2	4	1	0.000000
2	5	0	1.000000
2	5	1	0.000000
2	6	0	0.000000
2	6	1	1.000000
2	7	0	0.000000
2	7	1	1.000000
2	8	0	1.000000
2	8	1	0.000000
2	9	0	0.845920
2	9	1	0.154080
2	10	0	0.000000
2	10	1	1.000000
2	11	0	0.656396
2	11	1	0.343604
2	12	0	1.000000
2	12	1	0.000000
2	12	2	0.000000

