i	k	etaik
0	0	0.999866
0	1	0.000134
0	2	0.000000
0	3	0.000000
1	0	0.745300
1	1	0.254700
1	2	0.000000
1	3	0.000000
2	0	0.744999
2	1	0.255001
2	2	0.000000
2	3	0.000000
3	0	1.000000
3	1	0.000000
3	2	0.000000
3	3	0.000000
4	0	0.745339
4	1	0.254661
4	2	0.000000
4	3	0.000000
5	0	0.000000
5	1	1.000000
5	2	0.000000
5	3	0.000000
6	0	0.741185
6	1	0.258815
6	2	0.000000
6	3	0.000000
7	0	0.745240
7	1	0.254760
7	2	0.000000
7	3	0.000000
8	0	0.999967
8	1	0.000033
8	2	0.000000
8	3	0.000000
9	0	0.999923
9	1	0.000077
9	2	0.000000
9	3	0.000000
10	0	0.000000
10	1	1.000000
10	2	0.000000
10	3	0.000000
11	0	0.000000
11	1	0.460052
11	2	0.539948
11	3	0.000000
12	0	0.000000
12	1	1.000000
12	2	0.000000
12	3	0.000000
13	0	0.000000
13	1	1.000000
13	2	0.000000
13	3	0.000000
14	0	0.000000
14	1	1.000000
14	2	0.000000
14	3	0.000000
15	0	0.000000
15	1	1.000000
15	2	0.000000
15	3	0.000000
16	0	0.000000
16	1	1.000000
16	2	0.000000
16	3	0.000000
17	0	0.000000
17	1	1.000000
17	2	0.000000
17	3	0.000000
18	0	0.000000
18	1	1.000000
18	2	0.000000
18	3	0.000000
19	0	0.000000
19	1	1.000000
19	2	0.000000
19	3	0.000000
20	0	0.000000
20	1	0.460052
20	2	0.539948
20	3	0.000000
21	0	0.000000
21	1	1.000000
21	2	0.000000
21	3	0.000000
22	0	0.000000
22	1	0.000000
22	2	1.000000
22	3	0.000000
23	0	0.000000
23	1	0.460052
23	2	0.539948
23	3	0.000000
24	0	0.000000
24	1	1.000000
24	2	0.000000
24	3	0.000000
25	0	0.000000
25	1	0.000000
25	2	1.000000
25	3	0.000000
26	0	0.000000
26	1	0.000000
26	2	1.000000
26	3	0.000000
27	0	0.000000
27	1	1.000000
27	2	0.000000
27	3	0.000000
28	0	0.000000
28	1	1.000000
28	2	0.000000
28	3	0.000000
29	0	0.000000
29	1	0.000000
29	2	1.000000
29	3	0.000000
30	0	0.000000
30	1	0.000000
30	2	1.000000
30	3	0.000000
31	0	0.000000
31	1	0.527657
31	2	0.064619
31	3	0.407724
32	0	0.000000
32	1	0.749041
32	2	0.000000
32	3	0.250959
33	0	0.000000
33	1	0.000000
33	2	1.000000
33	3	0.000000
34	0	0.000000
34	1	0.529907
34	2	0.193704
34	3	0.276389
35	0	0.000000
35	1	0.532297
35	2	0.101240
35	3	0.366462
36	0	0.000000
36	1	0.000000
36	2	0.851353
36	3	0.148647
37	0	0.000000
37	1	0.000000
37	2	1.000000
37	3	0.000000
38	0	0.000000
38	1	0.000000
38	2	1.000000
38	3	0.000000
39	0	0.000000
39	1	0.749041
39	2	0.000000
39	3	0.250959
40	0	0.000000
40	1	0.498504
40	2	0.000000
40	3	0.501495
41	0	0.000000
41	1	0.000000
41	2	0.469074
41	3	0.530926
42	0	0.000000
42	1	0.749041
42	2	0.000000
42	3	0.250959
43	0	0.000000
43	1	0.498504
43	2	0.000000
43	3	0.501495
44	0	0.000000
44	1	0.749041
44	2	0.000000
44	3	0.250959
45	0	0.000000
45	1	0.498504
45	2	0.000000
45	3	0.501495
46	0	0.000000
46	1	0.498504
46	2	0.000000
46	3	0.501495
47	0	0.000000
47	1	0.000000
47	2	0.469074
47	3	0.530926
48	0	0.000000
48	1	0.000000
48	2	0.469074
48	3	0.530926
49	0	0.000000
49	1	0.749041
49	2	0.000000
49	3	0.250959

