File,BIC
SS5_replicate0_0.str.admix.K=6.out,1556.988887
SS5_replicate0_10.str.admix.K=6.out,1639.477867
SS5_replicate0_11.str.admix.K=6.out,1901.741545
SS5_replicate0_12.str.admix.K=6.out,2005.711188
SS5_replicate0_13.str.admix.K=6.out,1956.954271
SS5_replicate0_14.str.admix.K=6.out,1782.329810
SS5_replicate0_15.str.admix.K=6.out,1871.858318
SS5_replicate0_16.str.admix.K=6.out,1941.743662
SS5_replicate0_17.str.admix.K=6.out,1842.010869
SS5_replicate0_18.str.admix.K=6.out,1247.670883
SS5_replicate0_19.str.admix.K=6.out,1904.437720
SS5_replicate0_1.str.admix.K=6.out,2114.516681
SS5_replicate0_2.str.admix.K=6.out,1837.062756
SS5_replicate0_3.str.admix.K=6.out,2350.589553
SS5_replicate0_4.str.admix.K=6.out,1219.617794
SS5_replicate0_5.str.admix.K=6.out,2044.542259
SS5_replicate0_6.str.admix.K=6.out,2217.217901
SS5_replicate0_7.str.admix.K=6.out,1658.030673
SS5_replicate0_8.str.admix.K=6.out,1643.477525
SS5_replicate0_9.str.admix.K=6.out,1737.142629
SS5_replicate1_0.str.admix.K=6.out,1756.848696
SS5_replicate1_10.str.admix.K=6.out,3428.101483
SS5_replicate1_11.str.admix.K=6.out,1480.864051
SS5_replicate1_12.str.admix.K=6.out,1376.518760
SS5_replicate1_13.str.admix.K=6.out,1848.320277
SS5_replicate1_14.str.admix.K=6.out,1896.900033
SS5_replicate1_15.str.admix.K=6.out,1483.571769
SS5_replicate1_16.str.admix.K=6.out,2321.768318
SS5_replicate1_17.str.admix.K=6.out,1671.294885
SS5_replicate1_18.str.admix.K=6.out,1788.178088
SS5_replicate1_19.str.admix.K=6.out,1607.160159
SS5_replicate1_1.str.admix.K=6.out,1406.725752
SS5_replicate1_2.str.admix.K=6.out,1260.401836
SS5_replicate1_3.str.admix.K=6.out,1658.030673
SS5_replicate1_4.str.admix.K=6.out,1897.693226
SS5_replicate1_5.str.admix.K=6.out,1915.470101
SS5_replicate1_6.str.admix.K=6.out,1409.103772
SS5_replicate1_7.str.admix.K=6.out,1726.511446
SS5_replicate1_8.str.admix.K=6.out,2225.996657
SS5_replicate1_9.str.admix.K=6.out,1729.108827
SS5_replicate2_0.str.admix.K=6.out,1520.300839
SS5_replicate2_10.str.admix.K=6.out,1802.791244
SS5_replicate2_11.str.admix.K=6.out,1707.520098
SS5_replicate2_12.str.admix.K=6.out,1614.166212
SS5_replicate2_13.str.admix.K=6.out,1749.794087
SS5_replicate2_14.str.admix.K=6.out,2530.443064
SS5_replicate2_15.str.admix.K=6.out,1303.898269
SS5_replicate2_16.str.admix.K=6.out,1971.784725
SS5_replicate2_17.str.admix.K=6.out,1333.915726
SS5_replicate2_18.str.admix.K=6.out,2166.384184
SS5_replicate2_19.str.admix.K=6.out,1569.560846
SS5_replicate2_1.str.admix.K=6.out,1483.441614
SS5_replicate2_2.str.admix.K=6.out,2164.462853
SS5_replicate2_3.str.admix.K=6.out,1189.444810
SS5_replicate2_4.str.admix.K=6.out,1431.707820
SS5_replicate2_5.str.admix.K=6.out,1902.163777
SS5_replicate2_6.str.admix.K=6.out,1763.579487
SS5_replicate2_7.str.admix.K=6.out,1638.724415
SS5_replicate2_8.str.admix.K=6.out,1869.997392
SS5_replicate2_9.str.admix.K=6.out,1469.759503
SS5_replicate3_0.str.admix.K=6.out,2481.542229
SS5_replicate3_10.str.admix.K=6.out,1402.714003
SS5_replicate3_11.str.admix.K=6.out,3008.981595
SS5_replicate3_12.str.admix.K=6.out,1618.494918
SS5_replicate3_13.str.admix.K=6.out,1825.521488
SS5_replicate3_14.str.admix.K=6.out,1604.126327
SS5_replicate3_15.str.admix.K=6.out,1506.600948
SS5_replicate3_16.str.admix.K=6.out,1625.263886
SS5_replicate3_17.str.admix.K=6.out,1831.449150
SS5_replicate3_18.str.admix.K=6.out,1433.856900
SS5_replicate3_19.str.admix.K=6.out,1402.051957
SS5_replicate3_1.str.admix.K=6.out,1356.354783
SS5_replicate3_2.str.admix.K=6.out,1546.548089
SS5_replicate3_3.str.admix.K=6.out,1969.329869
SS5_replicate3_4.str.admix.K=6.out,2060.513107
SS5_replicate3_5.str.admix.K=6.out,2113.381106
SS5_replicate3_6.str.admix.K=6.out,1450.207808
SS5_replicate3_7.str.admix.K=6.out,1619.860019
SS5_replicate3_8.str.admix.K=6.out,1459.100320
SS5_replicate3_9.str.admix.K=6.out,2025.636538
SS5_replicate4_0.str.admix.K=6.out,1521.297936
SS5_replicate4_10.str.admix.K=6.out,2176.392238
SS5_replicate4_11.str.admix.K=6.out,1763.902573
SS5_replicate4_12.str.admix.K=6.out,1983.379901
SS5_replicate4_13.str.admix.K=6.out,1817.271674
SS5_replicate4_14.str.admix.K=6.out,1417.206536
SS5_replicate4_15.str.admix.K=6.out,1752.578782
SS5_replicate4_16.str.admix.K=6.out,2068.493651
SS5_replicate4_17.str.admix.K=6.out,2096.902119
SS5_replicate4_18.str.admix.K=6.out,2065.802115
