File,AIC
SS5_replicate0_0.str.admix.K=2.out,682.558001
SS5_replicate0_10.str.admix.K=2.out,695.116190
SS5_replicate0_11.str.admix.K=2.out,1505.669598
SS5_replicate0_12.str.admix.K=2.out,1429.250697
SS5_replicate0_13.str.admix.K=2.out,939.428521
SS5_replicate0_14.str.admix.K=2.out,1070.372582
SS5_replicate0_15.str.admix.K=2.out,690.786732
SS5_replicate0_16.str.admix.K=2.out,1170.255508
SS5_replicate0_17.str.admix.K=2.out,1190.058950
SS5_replicate0_18.str.admix.K=2.out,313.502323
SS5_replicate0_19.str.admix.K=2.out,761.382894
SS5_replicate0_1.str.admix.K=2.out,1214.650747
SS5_replicate0_2.str.admix.K=2.out,990.955664
SS5_replicate0_3.str.admix.K=2.out,1137.741410
SS5_replicate0_4.str.admix.K=2.out,315.805589
SS5_replicate0_5.str.admix.K=2.out,1111.916597
SS5_replicate0_6.str.admix.K=2.out,1492.267201
SS5_replicate0_7.str.admix.K=2.out,797.148062
SS5_replicate0_8.str.admix.K=2.out,541.259747
SS5_replicate0_9.str.admix.K=2.out,1085.468414
SS5_replicate1_0.str.admix.K=2.out,928.554467
SS5_replicate1_10.str.admix.K=2.out,2961.426293
SS5_replicate1_11.str.admix.K=2.out,512.354429
SS5_replicate1_12.str.admix.K=2.out,587.371577
SS5_replicate1_13.str.admix.K=2.out,731.823692
SS5_replicate1_14.str.admix.K=2.out,1029.090285
SS5_replicate1_15.str.admix.K=2.out,307.772221
SS5_replicate1_16.str.admix.K=2.out,1528.570993
SS5_replicate1_17.str.admix.K=2.out,818.393223
SS5_replicate1_18.str.admix.K=2.out,901.726147
SS5_replicate1_19.str.admix.K=2.out,639.452104
SS5_replicate1_1.str.admix.K=2.out,545.933928
SS5_replicate1_2.str.admix.K=2.out,391.840471
SS5_replicate1_3.str.admix.K=2.out,797.148062
SS5_replicate1_4.str.admix.K=2.out,884.226486
SS5_replicate1_5.str.admix.K=2.out,1262.279251
SS5_replicate1_6.str.admix.K=2.out,569.291695
SS5_replicate1_7.str.admix.K=2.out,956.162145
SS5_replicate1_8.str.admix.K=2.out,1438.911948
SS5_replicate1_9.str.admix.K=2.out,856.539906
SS5_replicate2_0.str.admix.K=2.out,569.421670
SS5_replicate2_10.str.admix.K=2.out,1056.832568
SS5_replicate2_11.str.admix.K=2.out,787.997238
SS5_replicate2_12.str.admix.K=2.out,702.266152
SS5_replicate2_13.str.admix.K=2.out,861.526535
SS5_replicate2_14.str.admix.K=2.out,1870.413166
SS5_replicate2_15.str.admix.K=2.out,330.523171
SS5_replicate2_16.str.admix.K=2.out,1133.356529
SS5_replicate2_17.str.admix.K=2.out,362.749413
SS5_replicate2_18.str.admix.K=2.out,879.395240
SS5_replicate2_19.str.admix.K=2.out,1042.026089
SS5_replicate2_1.str.admix.K=2.out,474.799606
SS5_replicate2_2.str.admix.K=2.out,1206.265819
SS5_replicate2_3.str.admix.K=2.out,321.372408
SS5_replicate2_4.str.admix.K=2.out,446.594063
SS5_replicate2_5.str.admix.K=2.out,985.223751
SS5_replicate2_6.str.admix.K=2.out,715.545091
SS5_replicate2_7.str.admix.K=2.out,695.876072
SS5_replicate2_8.str.admix.K=2.out,1272.725692
SS5_replicate2_9.str.admix.K=2.out,669.544736
SS5_replicate3_0.str.admix.K=2.out,1259.979213
SS5_replicate3_10.str.admix.K=2.out,456.983662
SS5_replicate3_11.str.admix.K=2.out,1996.263508
SS5_replicate3_12.str.admix.K=2.out,919.557603
SS5_replicate3_13.str.admix.K=2.out,860.211444
SS5_replicate3_14.str.admix.K=2.out,906.908915
SS5_replicate3_15.str.admix.K=2.out,524.439264
SS5_replicate3_16.str.admix.K=2.out,750.086122
SS5_replicate3_17.str.admix.K=2.out,771.149600
SS5_replicate3_18.str.admix.K=2.out,433.239882
SS5_replicate3_19.str.admix.K=2.out,485.784219
SS5_replicate3_1.str.admix.K=2.out,577.123701
SS5_replicate3_2.str.admix.K=2.out,515.953243
SS5_replicate3_3.str.admix.K=2.out,753.297364
SS5_replicate3_4.str.admix.K=2.out,1077.873089
SS5_replicate3_5.str.admix.K=2.out,1117.565727
SS5_replicate3_6.str.admix.K=2.out,740.308007
SS5_replicate3_7.str.admix.K=2.out,953.857057
SS5_replicate3_8.str.admix.K=2.out,573.055589
SS5_replicate3_9.str.admix.K=2.out,896.087600
SS5_replicate4_0.str.admix.K=2.out,588.195731
SS5_replicate4_10.str.admix.K=2.out,981.446621
SS5_replicate4_11.str.admix.K=2.out,922.848947
SS5_replicate4_12.str.admix.K=2.out,1172.903231
SS5_replicate4_13.str.admix.K=2.out,1068.340949
SS5_replicate4_14.str.admix.K=2.out,539.277511
SS5_replicate4_15.str.admix.K=2.out,934.396822
SS5_replicate4_16.str.admix.K=2.out,1171.218112
SS5_replicate4_17.str.admix.K=2.out,1341.611566
SS5_replicate4_18.str.admix.K=2.out,1067.463112
SS5_replicate4_19.str.admix.K=2.out,749.596384
SS5_replicate4_1.str.admix.K=2.out,868.422683
SS5_replicate4_2.str.admix.K=2.out,522.882679
SS5_replicate4_3.str.admix.K=2.out,1217.750879
SS5_replicate4_4.str.admix.K=2.out,612.476079
SS5_replicate4_5.str.admix.K=2.out,805.322516
SS5_replicate4_6.str.admix.K=2.out,681.077882
SS5_replicate4_7.str.admix.K=2.out,666.665024
SS5_replicate4_8.str.admix.K=2.out,491.810758
SS5_replicate4_9.str.admix.K=2.out,639.457116
SS5_replicate5_0.str.admix.K=2.out,670.439006
SS5_replicate5_10.str.admix.K=2.out,1131.540924
SS5_replicate5_11.str.admix.K=2.out,1598.109070
SS5_replicate5_12.str.admix.K=2.out,779.751168
SS5_replicate5_13.str.admix.K=2.out,495.920344
SS5_replicate5_14.str.admix.K=2.out,992.398615
SS5_replicate5_15.str.admix.K=2.out,936.063751
SS5_replicate5_16.str.admix.K=2.out,615.259221
SS5_replicate5_17.str.admix.K=2.out,193.811625
SS5_replicate5_18.str.admix.K=2.out,731.106386
SS5_replicate5_19.str.admix.K=2.out,908.190989
SS5_replicate5_1.str.admix.K=2.out,783.105609
SS5_replicate5_2.str.admix.K=2.out,441.976208
SS5_replicate5_3.str.admix.K=2.out,526.477768
SS5_replicate5_4.str.admix.K=2.out,1031.778184
SS5_replicate5_5.str.admix.K=2.out,545.596515
SS5_replicate5_6.str.admix.K=2.out,1486.593814
SS5_replicate5_7.str.admix.K=2.out,670.631064
SS5_replicate5_8.str.admix.K=2.out,855.771297
SS5_replicate5_9.str.admix.K=2.out,408.057765
SS5_replicate6_0.str.admix.K=2.out,892.692438
SS5_replicate6_10.str.admix.K=2.out,1317.267800
SS5_replicate6_11.str.admix.K=2.out,432.957689
SS5_replicate6_12.str.admix.K=2.out,283.413482
SS5_replicate6_13.str.admix.K=2.out,470.954928
SS5_replicate6_14.str.admix.K=2.out,986.751380
SS5_replicate6_15.str.admix.K=2.out,670.308555
SS5_replicate6_16.str.admix.K=2.out,752.841026
SS5_replicate6_17.str.admix.K=2.out,836.454220
SS5_replicate6_18.str.admix.K=2.out,1150.626781
SS5_replicate6_19.str.admix.K=2.out,580.322438
SS5_replicate6_1.str.admix.K=2.out,397.331967
SS5_replicate6_2.str.admix.K=2.out,663.688110
SS5_replicate6_3.str.admix.K=2.out,401.985255
SS5_replicate6_4.str.admix.K=2.out,1288.242665
SS5_replicate6_5.str.admix.K=2.out,1108.558886
SS5_replicate6_6.str.admix.K=2.out,658.307672
SS5_replicate6_7.str.admix.K=2.out,1078.618580
SS5_replicate6_8.str.admix.K=2.out,318.804839
SS5_replicate6_9.str.admix.K=2.out,1192.702036
SS5_replicate7_0.str.admix.K=2.out,509.020494
SS5_replicate7_10.str.admix.K=2.out,307.602342
SS5_replicate7_11.str.admix.K=2.out,512.866342
