k	l	m	KLM
0	0	0	0.882454
0	0	1	0.117546
0	1	0	0.830716
0	1	1	0.169284
0	2	0	0.288157
0	2	1	0.711843
0	3	0	1.000000
0	3	1	0.000000
0	4	0	0.033821
0	4	1	0.966179
0	5	0	1.000000
0	5	1	0.000000
0	6	0	1.000000
0	6	1	0.000000
0	7	0	0.101504
0	7	1	0.898496
0	8	0	0.000000
0	8	1	1.000000
0	9	0	0.000000
0	9	1	1.000000
0	10	0	0.680600
0	10	1	0.319400
0	11	0	0.000000
0	11	1	1.000000
1	0	0	1.000000
1	0	1	0.000000
1	1	0	1.000000
1	1	1	0.000000
1	2	0	0.000000
1	2	1	1.000000
1	3	0	0.950995
1	3	1	0.049005
1	4	0	0.000000
1	4	1	1.000000
1	5	0	0.000000
1	5	1	1.000000
1	6	0	0.000000
1	6	1	1.000000
1	7	0	0.000000
1	7	1	1.000000
1	8	0	1.000000
1	8	1	0.000000
1	9	0	0.024495
1	9	1	0.975505
1	10	0	1.000000
1	10	1	0.000000
1	11	0	0.147204
1	11	1	0.852796

