i	k	etaik
0	0	0.000000
0	1	0.999980
0	2	0.000020
0	3	0.000000
0	4	0.000000
1	0	0.000000
1	1	0.451373
1	2	0.548627
1	3	0.000000
1	4	0.000000
2	0	0.113070
2	1	0.451374
2	2	0.435556
2	3	0.000000
2	4	0.000000
3	0	0.263907
3	1	0.000000
3	2	0.736093
3	3	0.000000
3	4	0.000000
4	0	0.047598
4	1	0.451374
4	2	0.501028
4	3	0.000000
4	4	0.000000
5	0	0.396576
5	1	0.000000
5	2	0.603424
5	3	0.000000
5	4	0.000000
6	0	0.138976
6	1	0.451377
6	2	0.409647
6	3	0.000000
6	4	0.000000
7	0	0.139485
7	1	0.451376
7	2	0.409140
7	3	0.000000
7	4	0.000000
8	0	0.033843
8	1	0.643849
8	2	0.322308
8	3	0.000000
8	4	0.000000
9	0	0.000003
9	1	0.999986
9	2	0.000011
9	3	0.000000
9	4	0.000000
10	0	0.266971
10	1	0.000000
10	2	0.733029
10	3	0.000000
10	4	0.000000
11	0	0.277461
11	1	0.000000
11	2	0.219661
11	3	0.000000
11	4	0.502878
12	0	0.266198
12	1	0.000000
12	2	0.733802
12	3	0.000000
12	4	0.000000
13	0	0.340171
13	1	0.000000
13	2	0.659829
13	3	0.000000
13	4	0.000000
14	0	0.329222
14	1	0.000000
14	2	0.670778
14	3	0.000000
14	4	0.000000
15	0	0.039315
15	1	0.000000
15	2	0.960684
15	3	0.000000
15	4	0.000000
16	0	0.233667
16	1	0.000000
16	2	0.766333
16	3	0.000000
16	4	0.000000
17	0	0.211028
17	1	0.000000
17	2	0.788971
17	3	0.000000
17	4	0.000000
18	0	0.179797
18	1	0.312412
18	2	0.507791
18	3	0.000000
18	4	0.000000
19	0	0.158165
19	1	0.000000
19	2	0.841835
19	3	0.000000
19	4	0.000000
20	0	0.294618
20	1	0.000000
20	2	0.202504
20	3	0.000000
20	4	0.502878
21	0	0.342147
21	1	0.000000
21	2	0.657853
21	3	0.000000
21	4	0.000000
22	0	0.000000
22	1	0.000000
22	2	0.000000
22	3	0.000000
22	4	1.000000
23	0	0.136818
23	1	0.000000
23	2	0.360303
23	3	0.000000
23	4	0.502878
24	0	0.308970
24	1	0.000000
24	2	0.691030
24	3	0.000000
24	4	0.000000
25	0	0.000000
25	1	0.000000
25	2	0.000000
25	3	0.000000
25	4	1.000000
26	0	0.000000
26	1	0.000000
26	2	0.000000
26	3	0.000000
26	4	1.000000
27	0	0.404447
27	1	0.000000
27	2	0.595553
27	3	0.000000
27	4	0.000000
28	0	0.596153
28	1	0.000000
28	2	0.403847
28	3	0.000000
28	4	0.000000
29	0	0.000000
29	1	0.000000
29	2	0.000000
29	3	0.000000
29	4	1.000000
30	0	0.000000
30	1	0.000000
30	2	0.000000
30	3	0.000000
30	4	1.000000
31	0	0.008668
31	1	0.000000
31	2	0.001369
31	3	0.488144
31	4	0.501820
32	0	0.000000
32	1	0.000000
32	2	0.000000
32	3	1.000000
32	4	0.000000
33	0	0.000000
33	1	0.000000
33	2	0.000000
33	3	0.000000
33	4	1.000000
34	0	0.052902
34	1	0.000000
34	2	0.022842
34	3	0.492429
34	4	0.431827
35	0	0.000014
35	1	0.000004
35	2	0.000001
35	3	0.578827
35	4	0.421155
36	0	0.000000
36	1	0.000000
36	2	0.000000
36	3	0.000000
36	4	1.000000
37	0	0.000000
37	1	0.000000
37	2	0.000000
37	3	0.000000
37	4	1.000000
38	0	0.000000
38	1	0.000000
38	2	0.000000
38	3	0.000000
38	4	1.000000
39	0	0.000000
39	1	0.000000
39	2	0.000000
39	3	1.000000
39	4	0.000000
40	0	0.000035
40	1	0.000000
40	2	0.000008
40	3	0.453922
40	4	0.546036
41	0	0.000000
41	1	0.000000
41	2	0.000000
41	3	0.000000
41	4	1.000000
42	0	0.000000
42	1	0.000000
42	2	0.000000
42	3	1.000000
42	4	0.000000
43	0	0.000022
43	1	0.000000
43	2	0.000019
43	3	0.453923
43	4	0.546036
44	0	0.000000
44	1	0.000000
44	2	0.000000
44	3	1.000000
44	4	0.000000
45	0	0.000060
45	1	0.000000
45	2	0.000000
45	3	0.453909
45	4	0.546031
46	0	0.000066
46	1	0.000000
46	2	0.000002
46	3	0.453903
46	4	0.546028
47	0	0.000000
47	1	0.000000
47	2	0.000000
47	3	0.000000
47	4	1.000000
48	0	0.000000
48	1	0.000000
48	2	0.000000
48	3	0.000000
48	4	1.000000
49	0	0.000000
49	1	0.000000
49	2	0.000000
49	3	1.000000
49	4	0.000000

