i	k	etaik
0	0	0.000000
0	1	0.000000
0	2	1.000000
0	3	0.000000
0	4	0.000000
0	5	0.000000
1	0	0.361927
1	1	0.000000
1	2	0.497871
1	3	0.000000
1	4	0.140202
1	5	0.000000
2	0	0.000000
2	1	0.000000
2	2	1.000000
2	3	0.000000
2	4	0.000000
2	5	0.000000
3	0	0.278910
3	1	0.000000
3	2	0.497871
3	3	0.000000
3	4	0.223219
3	5	0.000000
4	0	0.236534
4	1	0.000000
4	2	0.497871
4	3	0.000000
4	4	0.265595
4	5	0.000000
5	0	0.360566
5	1	0.000000
5	2	0.456225
5	3	0.000000
5	4	0.183209
5	5	0.000000
6	0	0.000000
6	1	0.000000
6	2	1.000000
6	3	0.000000
6	4	0.000000
6	5	0.000000
7	0	0.390444
7	1	0.000000
7	2	0.497871
7	3	0.000000
7	4	0.111685
7	5	0.000000
8	0	0.000000
8	1	0.000000
8	2	1.000000
8	3	0.000000
8	4	0.000000
8	5	0.000000
9	0	0.337469
9	1	0.000000
9	2	0.478471
9	3	0.000000
9	4	0.184060
9	5	0.000000
10	0	0.717946
10	1	0.000000
10	2	0.000000
10	3	0.000000
10	4	0.282054
10	5	0.000000
11	0	0.440501
11	1	0.000000
11	2	0.518468
11	3	0.000000
11	4	0.041031
11	5	0.000000
12	0	0.395835
12	1	0.000000
12	2	0.497871
12	3	0.000000
12	4	0.106294
12	5	0.000000
13	0	0.363684
13	1	0.000000
13	2	0.497871
13	3	0.000000
13	4	0.138445
13	5	0.000000
14	0	0.588282
14	1	0.000000
14	2	0.000000
14	3	0.000000
14	4	0.411718
14	5	0.000000
15	0	0.168168
15	1	0.000000
15	2	0.000000
15	3	0.000000
15	4	0.831832
15	5	0.000000
16	0	0.468671
16	1	0.000000
16	2	0.000000
16	3	0.000000
16	4	0.531329
16	5	0.000000
17	0	0.430601
17	1	0.000000
17	2	0.497871
17	3	0.000000
17	4	0.071528
17	5	0.000000
18	0	0.465525
18	1	0.000000
18	2	0.497871
18	3	0.000000
18	4	0.036604
18	5	0.000000
19	0	0.003332
19	1	0.000000
19	2	0.497765
19	3	0.497423
19	4	0.001480
19	5	0.000000
20	0	0.752781
20	1	0.000000
20	2	0.000000
20	3	0.000000
20	4	0.247219
20	5	0.000000
21	0	0.479400
21	1	0.000000
21	2	0.000000
21	3	0.000000
21	4	0.520600
21	5	0.000000
22	0	0.400839
22	1	0.000000
22	2	0.000000
22	3	0.000000
22	4	0.599161
22	5	0.000000
23	0	0.652224
23	1	0.000000
23	2	0.000000
23	3	0.000000
23	4	0.347776
23	5	0.000000
24	0	0.360625
24	1	0.000000
24	2	0.000000
24	3	0.000000
24	4	0.639375
24	5	0.000000
25	0	0.310216
25	1	0.000000
25	2	0.000000
25	3	0.000000
25	4	0.689784
25	5	0.000000
26	0	0.599646
26	1	0.000000
26	2	0.000000
26	3	0.000000
26	4	0.400354
26	5	0.000000
27	0	0.105109
27	1	0.000000
27	2	0.000000
27	3	0.000000
27	4	0.894891
27	5	0.000000
28	0	0.388947
28	1	0.000000
28	2	0.000000
28	3	0.000000
28	4	0.611053
28	5	0.000000
29	0	0.028970
29	1	0.000000
29	2	0.000000
29	3	0.000005
29	4	0.012427
29	5	0.958598
30	0	0.615115
30	1	0.000000
30	2	0.000000
30	3	0.000000
30	4	0.384885
30	5	0.000000
31	0	0.410958
31	1	0.000000
31	2	0.000000
31	3	0.000000
31	4	0.589042
31	5	0.000000
32	0	0.937224
32	1	0.000000
32	2	0.000000
32	3	0.000000
32	4	0.062776
32	5	0.000000
33	0	0.475366
33	1	0.000000
33	2	0.000000
33	3	0.000000
33	4	0.524634
33	5	0.000000
34	0	0.326819
34	1	0.000000
34	2	0.000000
34	3	0.000000
34	4	0.673181
34	5	0.000000
35	0	0.313999
35	1	0.000000
35	2	0.000000
35	3	0.000000
35	4	0.686001
35	5	0.000000
36	0	0.000000
36	1	0.000000
36	2	0.000000
36	3	0.000000
36	4	1.000000
36	5	0.000000
37	0	0.478103
37	1	0.000000
37	2	0.000000
37	3	0.000000
37	4	0.521897
37	5	0.000000
38	0	0.006331
38	1	0.481638
38	2	0.000000
38	3	0.493316
38	4	0.018716
38	5	0.000000
39	0	0.365419
39	1	0.000000
39	2	0.000000
39	3	0.000000
39	4	0.634581
39	5	0.000000
40	0	0.000000
40	1	1.000000
40	2	0.000000
40	3	0.000000
40	4	0.000000
40	5	0.000000
41	0	0.000000
41	1	1.000000
41	2	0.000000
41	3	0.000000
41	4	0.000000
41	5	0.000000
42	0	0.000000
42	1	1.000000
42	2	0.000000
42	3	0.000000
42	4	0.000000
42	5	0.000000
43	0	0.000000
43	1	1.000000
43	2	0.000000
43	3	0.000000
43	4	0.000000
43	5	0.000000
44	0	0.099480
44	1	0.478158
44	2	0.000000
44	3	0.000000
44	4	0.422361
44	5	0.000000
45	0	0.167759
45	1	0.478162
45	2	0.000000
45	3	0.000000
45	4	0.354080
45	5	0.000000
46	0	0.000000
46	1	1.000000
46	2	0.000000
46	3	0.000000
46	4	0.000000
46	5	0.000000
47	0	0.000000
47	1	1.000000
47	2	0.000000
47	3	0.000000
47	4	0.000000
47	5	0.000000
48	0	0.000000
48	1	1.000000
48	2	0.000000
48	3	0.000000
48	4	0.000000
48	5	0.000000
49	0	0.000000
49	1	1.000000
49	2	0.000000
49	3	0.000000
49	4	0.000000
49	5	0.000000

