i	k	etaik
0	0	0.306758
0	1	0.197865
0	2	0.000160
0	3	0.000000
0	4	0.000019
0	5	0.495198
1	0	0.000000
1	1	0.000000
1	2	0.000000
1	3	0.518197
1	4	0.481803
1	5	0.000000
2	0	0.000000
2	1	0.000000
2	2	0.000000
2	3	0.543420
2	4	0.000003
2	5	0.456577
3	0	0.000000
3	1	0.000000
3	2	0.000000
3	3	0.000000
3	4	0.000000
3	5	1.000000
4	0	0.000000
4	1	0.000000
4	2	0.000000
4	3	0.000000
4	4	1.000000
4	5	0.000000
5	0	0.387179
5	1	0.101404
5	2	0.000013
5	3	0.000000
5	4	0.511405
5	5	0.000000
6	0	0.000000
6	1	0.000000
6	2	0.000000
6	3	0.000000
6	4	0.000000
6	5	1.000000
7	0	0.000000
7	1	0.000000
7	2	0.766898
7	3	0.000000
7	4	0.000000
7	5	0.233102
8	0	0.000000
8	1	0.000000
8	2	1.000000
8	3	0.000000
8	4	0.000000
8	5	0.000000
9	0	0.000000
9	1	0.000000
9	2	0.000000
9	3	0.000000
9	4	0.590767
9	5	0.409233
10	0	0.782917
10	1	0.217083
10	2	0.000000
10	3	0.000000
10	4	0.000000
10	5	0.000000
11	0	0.707973
11	1	0.292027
11	2	0.000000
11	3	0.000000
11	4	0.000000
11	5	0.000000
12	0	1.000000
12	1	0.000000
12	2	0.000000
12	3	0.000000
12	4	0.000000
12	5	0.000000
13	0	0.792079
13	1	0.207921
13	2	0.000000
13	3	0.000000
13	4	0.000000
13	5	0.000000
14	0	0.736811
14	1	0.263189
14	2	0.000000
14	3	0.000000
14	4	0.000000
14	5	0.000000
15	0	0.434110
15	1	0.565890
15	2	0.000000
15	3	0.000000
15	4	0.000000
15	5	0.000000
16	0	0.799674
16	1	0.200326
16	2	0.000000
16	3	0.000000
16	4	0.000000
16	5	0.000000
17	0	0.735697
17	1	0.264303
17	2	0.000000
17	3	0.000000
17	4	0.000000
17	5	0.000000
18	0	0.763784
18	1	0.236216
18	2	0.000000
18	3	0.000000
18	4	0.000000
18	5	0.000000
19	0	0.792079
19	1	0.207921
19	2	0.000000
19	3	0.000000
19	4	0.000000
19	5	0.000000
20	0	0.000000
20	1	0.000000
20	2	0.000000
20	3	0.000000
20	4	1.000000
20	5	0.000000
21	0	0.000000
21	1	0.000000
21	2	0.000000
21	3	0.518133
21	4	0.481867
21	5	0.000000
22	0	0.000000
22	1	0.000000
22	2	0.000000
22	3	1.000000
22	4	0.000000
22	5	0.000000
23	0	0.000000
23	1	0.000000
23	2	0.000000
23	3	0.514221
23	4	0.485776
23	5	0.000003
24	0	0.000000
24	1	0.000000
24	2	0.000000
24	3	0.000000
24	4	1.000000
24	5	0.000000
25	0	0.000000
25	1	0.000000
25	2	0.000000
25	3	0.000000
25	4	1.000000
25	5	0.000000
26	0	0.000000
26	1	0.000000
26	2	0.000000
26	3	0.000000
26	4	1.000000
26	5	0.000000
27	0	0.000000
27	1	0.000000
27	2	0.000000
27	3	0.595890
27	4	0.404110
27	5	0.000000
28	0	0.000000
28	1	0.000000
28	2	0.000000
28	3	0.000000
28	4	0.999995
28	5	0.000005
29	0	0.000000
29	1	0.000000
29	2	0.000000
29	3	0.000000
29	4	0.999995
29	5	0.000005

