File,AIC
ILM3_replicate0_0.str.admix.K=3.out,274.571471
ILM3_replicate0_10.str.admix.K=3.out,300.213286
ILM3_replicate0_11.str.admix.K=3.out,264.246773
ILM3_replicate0_12.str.admix.K=3.out,356.828027
ILM3_replicate0_13.str.admix.K=3.out,275.881539
ILM3_replicate0_14.str.admix.K=3.out,369.456712
ILM3_replicate0_15.str.admix.K=3.out,199.513767
ILM3_replicate0_16.str.admix.K=3.out,165.539106
ILM3_replicate0_17.str.admix.K=3.out,257.744335
ILM3_replicate0_18.str.admix.K=3.out,225.613222
ILM3_replicate0_19.str.admix.K=3.out,348.173093
ILM3_replicate0_1.str.admix.K=3.out,296.851012
ILM3_replicate0_2.str.admix.K=3.out,240.371378
ILM3_replicate0_3.str.admix.K=3.out,419.691335
ILM3_replicate0_4.str.admix.K=3.out,298.877980
ILM3_replicate0_5.str.admix.K=3.out,538.578872
ILM3_replicate0_6.str.admix.K=3.out,358.705084
ILM3_replicate0_7.str.admix.K=3.out,207.080182
ILM3_replicate0_8.str.admix.K=3.out,345.387184
ILM3_replicate0_9.str.admix.K=3.out,262.820382
ILM3_replicate1_0.str.admix.K=3.out,475.537364
ILM3_replicate1_10.str.admix.K=3.out,380.914374
ILM3_replicate1_11.str.admix.K=3.out,182.844570
ILM3_replicate1_12.str.admix.K=3.out,504.039930
ILM3_replicate1_13.str.admix.K=3.out,240.351510
ILM3_replicate1_14.str.admix.K=3.out,421.702979
ILM3_replicate1_15.str.admix.K=3.out,914.000214
ILM3_replicate1_16.str.admix.K=3.out,265.991498
ILM3_replicate1_17.str.admix.K=3.out,353.624252
ILM3_replicate1_18.str.admix.K=3.out,280.615744
ILM3_replicate1_19.str.admix.K=3.out,312.686328
ILM3_replicate1_1.str.admix.K=3.out,311.278723
ILM3_replicate1_2.str.admix.K=3.out,214.014253
ILM3_replicate1_3.str.admix.K=3.out,148.635536
ILM3_replicate1_4.str.admix.K=3.out,275.717652
ILM3_replicate1_5.str.admix.K=3.out,251.717637
