k	l	m	KLM
0	0	0	1.000000
0	0	1	0.000000
0	1	0	1.000000
0	1	1	0.000000
0	2	0	0.000000
0	2	1	1.000000
0	3	0	0.000000
0	3	1	1.000000
0	4	0	0.000001
0	4	1	0.999999
0	5	0	0.821057
0	5	1	0.178943
0	6	0	0.000000
0	6	1	1.000000
0	7	0	0.000000
0	7	1	1.000000
0	8	0	0.000000
0	8	1	1.000000
0	9	0	0.178943
0	9	1	0.821057
0	10	0	0.000000
0	10	1	1.000000
1	0	0	0.512772
1	0	1	0.487228
1	1	0	0.512772
1	1	1	0.487228
1	2	0	0.487228
1	2	1	0.512772
1	3	0	0.487228
1	3	1	0.512772
1	4	0	0.196850
1	4	1	0.803150
1	5	0	1.000000
1	5	1	0.000000
1	6	0	0.487228
1	6	1	0.512772
1	7	0	0.487228
1	7	1	0.512772
1	8	0	0.487228
1	8	1	0.512772
1	9	0	0.000000
1	9	1	1.000000
1	10	0	0.487228
1	10	1	0.512772

