k	l	m	KLM
0	0	0	0.000000
0	0	1	1.000000
0	1	0	0.873173
0	1	1	0.126827
0	2	0	1.000000
0	2	1	0.000000
0	3	0	0.000000
0	3	1	1.000000
0	4	0	0.530885
0	4	1	0.469115
0	5	0	0.000000
0	5	1	1.000000
0	6	0	1.000000
0	6	1	0.000000
0	7	0	0.000000
0	7	1	1.000000
0	8	0	0.983936
0	8	1	0.016064
0	9	0	0.000000
0	9	1	1.000000
0	10	0	1.000000
0	10	1	0.000000
0	11	0	0.000000
0	11	1	1.000000
0	12	0	0.000000
0	12	1	1.000000
0	13	0	0.530885
0	13	1	0.469115
1	0	0	0.838035
1	0	1	0.161965
1	1	0	0.999999
1	1	1	0.000001
1	2	0	0.161965
1	2	1	0.838035
1	3	0	1.000000
1	3	1	0.000000
1	4	0	1.000000
1	4	1	0.000000
1	5	0	0.999999
1	5	1	0.000001
1	6	0	0.946680
1	6	1	0.053320
1	7	0	0.999998
1	7	1	0.000002
1	8	0	1.000000
1	8	1	0.000000
1	9	0	0.838035
1	9	1	0.161965
1	10	0	0.000001
1	10	1	0.999999
1	11	0	0.227111
1	11	1	0.772889
1	12	0	0.026455
1	12	1	0.973545
1	13	0	1.000000
1	13	1	0.000000

