k	l	m	KLM
0	0	0	1.000000
0	0	1	0.000000
0	1	0	1.000000
0	1	1	0.000000
0	2	0	1.000000
0	2	1	0.000000
0	3	0	1.000000
0	3	1	0.000000
0	4	0	0.383251
0	4	1	0.616749
0	5	0	0.835506
0	5	1	0.164494
0	6	0	0.000000
0	6	1	1.000000
0	7	0	0.000000
0	7	1	1.000000
0	8	0	0.678313
0	8	1	0.321687
0	9	0	0.835506
0	9	1	0.164494
0	10	0	1.000000
0	10	1	0.000000
0	11	0	0.718711
0	11	1	0.281289
1	0	0	1.000000
1	0	1	0.000000
1	1	0	1.000000
1	1	1	0.000000
1	2	0	1.000000
1	2	1	0.000000
1	3	0	0.930693
1	3	1	0.069307
1	4	0	0.000000
1	4	1	1.000000
1	5	0	1.000000
1	5	1	0.000000
1	6	0	1.000000
1	6	1	0.000000
1	7	0	0.069589
1	7	1	0.930411
1	8	0	1.000000
1	8	1	0.000000
1	9	0	1.000000
1	9	1	0.000000
1	10	0	0.826819
1	10	1	0.173181
1	11	0	0.000000
1	11	1	1.000000
2	0	0	0.000000
2	0	1	1.000000
2	1	0	0.971699
2	1	1	0.028301
2	2	0	0.942919
2	2	1	0.057081
2	3	0	1.000000
2	3	1	0.000000
2	4	0	0.000000
2	4	1	1.000000
2	5	0	1.000000
2	5	1	0.000000
2	6	0	0.000000
2	6	1	1.000000
2	7	0	0.000000
2	7	1	1.000000
2	8	0	1.000000
2	8	1	0.000000
2	9	0	1.000000
2	9	1	0.000000
2	10	0	1.000000
2	10	1	0.000000
2	11	0	0.000000
2	11	1	1.000000

