File,AIC
ILM5_replicate0_0.str.admix.K=3.out,343.635810
ILM5_replicate0_10.str.admix.K=3.out,1021.142245
ILM5_replicate0_11.str.admix.K=3.out,722.284154
ILM5_replicate0_12.str.admix.K=3.out,661.042543
ILM5_replicate0_13.str.admix.K=3.out,545.952295
ILM5_replicate0_14.str.admix.K=3.out,353.781567
ILM5_replicate0_15.str.admix.K=3.out,551.276749
ILM5_replicate0_16.str.admix.K=3.out,306.578633
ILM5_replicate0_17.str.admix.K=3.out,559.500269
ILM5_replicate0_18.str.admix.K=3.out,296.377743
ILM5_replicate0_19.str.admix.K=3.out,510.596876
ILM5_replicate0_1.str.admix.K=3.out,936.306949
ILM5_replicate0_2.str.admix.K=3.out,709.535902
ILM5_replicate0_3.str.admix.K=3.out,691.976534
ILM5_replicate0_4.str.admix.K=3.out,845.359353
ILM5_replicate0_5.str.admix.K=3.out,1046.293369
ILM5_replicate0_6.str.admix.K=3.out,561.323086
ILM5_replicate0_7.str.admix.K=3.out,420.372269
ILM5_replicate0_8.str.admix.K=3.out,562.708442
ILM5_replicate0_9.str.admix.K=3.out,480.253669
ILM5_replicate1_0.str.admix.K=3.out,471.712660
ILM5_replicate1_10.str.admix.K=3.out,1003.921588
ILM5_replicate1_11.str.admix.K=3.out,780.513090
ILM5_replicate1_12.str.admix.K=3.out,534.040426
ILM5_replicate1_13.str.admix.K=3.out,980.498631
ILM5_replicate1_14.str.admix.K=3.out,501.565546
ILM5_replicate1_15.str.admix.K=3.out,707.252970
ILM5_replicate1_16.str.admix.K=3.out,836.198082
ILM5_replicate1_17.str.admix.K=3.out,557.798717
ILM5_replicate1_18.str.admix.K=3.out,1849.341048
ILM5_replicate1_19.str.admix.K=3.out,660.653423
ILM5_replicate1_1.str.admix.K=3.out,550.153445
ILM5_replicate1_2.str.admix.K=3.out,788.537309
ILM5_replicate1_3.str.admix.K=3.out,385.809352
ILM5_replicate1_4.str.admix.K=3.out,266.979569
ILM5_replicate1_5.str.admix.K=3.out,966.936862
ILM5_replicate1_6.str.admix.K=3.out,557.458987
ILM5_replicate1_7.str.admix.K=3.out,725.213046
ILM5_replicate1_8.str.admix.K=3.out,559.832491
ILM5_replicate1_9.str.admix.K=3.out,913.875834
ILM5_replicate2_0.str.admix.K=3.out,1032.181562
ILM5_replicate2_10.str.admix.K=3.out,785.775523
ILM5_replicate2_11.str.admix.K=3.out,987.770823
ILM5_replicate2_12.str.admix.K=3.out,374.991919
ILM5_replicate2_13.str.admix.K=3.out,602.423187
ILM5_replicate2_14.str.admix.K=3.out,724.870191
ILM5_replicate2_15.str.admix.K=3.out,803.569857
ILM5_replicate2_16.str.admix.K=3.out,838.731839
ILM5_replicate2_17.str.admix.K=3.out,571.406352
ILM5_replicate2_18.str.admix.K=3.out,616.228673
ILM5_replicate2_19.str.admix.K=3.out,655.612822
ILM5_replicate2_1.str.admix.K=3.out,616.965142
ILM5_replicate2_2.str.admix.K=3.out,1598.848320
ILM5_replicate2_3.str.admix.K=3.out,729.728419
ILM5_replicate2_4.str.admix.K=3.out,969.247440
ILM5_replicate2_5.str.admix.K=3.out,593.886609
ILM5_replicate2_6.str.admix.K=3.out,384.965129
ILM5_replicate2_7.str.admix.K=3.out,1567.012689
ILM5_replicate2_8.str.admix.K=3.out,442.238713
ILM5_replicate2_9.str.admix.K=3.out,462.659570
ILM5_replicate3_0.str.admix.K=3.out,1542.485847
ILM5_replicate3_10.str.admix.K=3.out,701.439838
ILM5_replicate3_11.str.admix.K=3.out,792.276672
ILM5_replicate3_12.str.admix.K=3.out,1002.379212
ILM5_replicate3_13.str.admix.K=3.out,647.172840
ILM5_replicate3_14.str.admix.K=3.out,714.774173
ILM5_replicate3_15.str.admix.K=3.out,890.445197
ILM5_replicate3_16.str.admix.K=3.out,371.379817
ILM5_replicate3_17.str.admix.K=3.out,536.647904
ILM5_replicate3_18.str.admix.K=3.out,626.544428
ILM5_replicate3_19.str.admix.K=3.out,684.359006
ILM5_replicate3_1.str.admix.K=3.out,1053.194717
ILM5_replicate3_2.str.admix.K=3.out,1281.160027
ILM5_replicate3_3.str.admix.K=3.out,738.280185
