File,AIC
ILM5_replicate0_0.str.admix.K=2.out,259.636408
ILM5_replicate0_10.str.admix.K=2.out,1224.858417
ILM5_replicate0_11.str.admix.K=2.out,691.514417
ILM5_replicate0_12.str.admix.K=2.out,614.106405
ILM5_replicate0_13.str.admix.K=2.out,503.230877
ILM5_replicate0_14.str.admix.K=2.out,311.526159
ILM5_replicate0_15.str.admix.K=2.out,485.678017
ILM5_replicate0_16.str.admix.K=2.out,211.618280
ILM5_replicate0_17.str.admix.K=2.out,590.449397
ILM5_replicate0_18.str.admix.K=2.out,195.886216
ILM5_replicate0_19.str.admix.K=2.out,487.869809
ILM5_replicate0_1.str.admix.K=2.out,1063.375575
ILM5_replicate0_2.str.admix.K=2.out,714.839300
ILM5_replicate0_3.str.admix.K=2.out,624.370534
ILM5_replicate0_4.str.admix.K=2.out,802.660886
ILM5_replicate0_5.str.admix.K=2.out,965.145875
ILM5_replicate0_6.str.admix.K=2.out,474.240495
ILM5_replicate0_7.str.admix.K=2.out,367.965110
ILM5_replicate0_8.str.admix.K=2.out,496.262589
ILM5_replicate0_9.str.admix.K=2.out,425.841226
ILM5_replicate1_0.str.admix.K=2.out,437.250613
ILM5_replicate1_10.str.admix.K=2.out,1147.448045
ILM5_replicate1_11.str.admix.K=2.out,795.022599
ILM5_replicate1_12.str.admix.K=2.out,474.968773
ILM5_replicate1_13.str.admix.K=2.out,1182.802160
ILM5_replicate1_14.str.admix.K=2.out,441.959491
ILM5_replicate1_15.str.admix.K=2.out,730.692431
ILM5_replicate1_16.str.admix.K=2.out,784.332052
ILM5_replicate1_17.str.admix.K=2.out,526.487472
ILM5_replicate1_18.str.admix.K=2.out,1720.861632
ILM5_replicate1_19.str.admix.K=2.out,699.470601
ILM5_replicate1_1.str.admix.K=2.out,539.668945
ILM5_replicate1_2.str.admix.K=2.out,719.720476
ILM5_replicate1_3.str.admix.K=2.out,373.366383
ILM5_replicate1_4.str.admix.K=2.out,183.573723
ILM5_replicate1_5.str.admix.K=2.out,888.780775
ILM5_replicate1_6.str.admix.K=2.out,642.923230
ILM5_replicate1_7.str.admix.K=2.out,756.245502
ILM5_replicate1_8.str.admix.K=2.out,494.838318
ILM5_replicate1_9.str.admix.K=2.out,1082.275336
ILM5_replicate2_0.str.admix.K=2.out,1000.640643
ILM5_replicate2_10.str.admix.K=2.out,748.977472
ILM5_replicate2_11.str.admix.K=2.out,894.546598
ILM5_replicate2_12.str.admix.K=2.out,298.919939
ILM5_replicate2_13.str.admix.K=2.out,628.283957
ILM5_replicate2_14.str.admix.K=2.out,669.939787
ILM5_replicate2_15.str.admix.K=2.out,830.754418
ILM5_replicate2_16.str.admix.K=2.out,889.688355
ILM5_replicate2_17.str.admix.K=2.out,532.443235
ILM5_replicate2_18.str.admix.K=2.out,582.106457
ILM5_replicate2_19.str.admix.K=2.out,677.713919
ILM5_replicate2_1.str.admix.K=2.out,626.154104
ILM5_replicate2_2.str.admix.K=2.out,1838.790932
ILM5_replicate2_3.str.admix.K=2.out,681.382274
ILM5_replicate2_4.str.admix.K=2.out,935.153423
ILM5_replicate2_5.str.admix.K=2.out,495.288246
ILM5_replicate2_6.str.admix.K=2.out,342.636121
ILM5_replicate2_7.str.admix.K=2.out,1519.234106
