File,BIC
ILM5_replicate0_0.str.admix.K=5.out,1011.007625
ILM5_replicate0_10.str.admix.K=5.out,1673.330929
ILM5_replicate0_11.str.admix.K=5.out,1358.812575
ILM5_replicate0_12.str.admix.K=5.out,1328.391331
ILM5_replicate0_13.str.admix.K=5.out,1219.697836
ILM5_replicate0_14.str.admix.K=5.out,1016.844586
ILM5_replicate0_15.str.admix.K=5.out,1156.276925
ILM5_replicate0_16.str.admix.K=5.out,952.730145
ILM5_replicate0_17.str.admix.K=5.out,1247.801384
ILM5_replicate0_18.str.admix.K=5.out,945.093082
ILM5_replicate0_19.str.admix.K=5.out,1158.919282
ILM5_replicate0_1.str.admix.K=5.out,1706.345354
ILM5_replicate0_2.str.admix.K=5.out,1309.038155
ILM5_replicate0_3.str.admix.K=5.out,1398.316638
ILM5_replicate0_4.str.admix.K=5.out,1472.104139
ILM5_replicate0_5.str.admix.K=5.out,1712.907673
ILM5_replicate0_6.str.admix.K=5.out,1285.469888
ILM5_replicate0_7.str.admix.K=5.out,1037.713378
ILM5_replicate0_8.str.admix.K=5.out,1244.813528
ILM5_replicate0_9.str.admix.K=5.out,1071.228161
ILM5_replicate1_0.str.admix.K=5.out,1106.634156
ILM5_replicate1_10.str.admix.K=5.out,1664.334653
ILM5_replicate1_11.str.admix.K=5.out,1502.248001
ILM5_replicate1_12.str.admix.K=5.out,1137.660488
ILM5_replicate1_13.str.admix.K=5.out,1761.170527
ILM5_replicate1_14.str.admix.K=5.out,1136.608930
ILM5_replicate1_15.str.admix.K=5.out,1373.791624
ILM5_replicate1_16.str.admix.K=5.out,1487.492895
ILM5_replicate1_17.str.admix.K=5.out,1112.829418
ILM5_replicate1_18.str.admix.K=5.out,2684.469663
ILM5_replicate1_19.str.admix.K=5.out,1377.039748
ILM5_replicate1_1.str.admix.K=5.out,1211.902007
ILM5_replicate1_2.str.admix.K=5.out,1482.110071
ILM5_replicate1_3.str.admix.K=5.out,1018.012862
ILM5_replicate1_4.str.admix.K=5.out,883.396783
ILM5_replicate1_5.str.admix.K=5.out,1753.990013
ILM5_replicate1_6.str.admix.K=5.out,1215.883004
ILM5_replicate1_7.str.admix.K=5.out,1466.183677
ILM5_replicate1_8.str.admix.K=5.out,1205.927496
ILM5_replicate1_9.str.admix.K=5.out,1682.111087
ILM5_replicate2_0.str.admix.K=5.out,1593.410508
ILM5_replicate2_10.str.admix.K=5.out,1452.060136
ILM5_replicate2_11.str.admix.K=5.out,1696.061003
ILM5_replicate2_12.str.admix.K=5.out,1065.503048
ILM5_replicate2_13.str.admix.K=5.out,1183.250815
ILM5_replicate2_14.str.admix.K=5.out,1348.151544
ILM5_replicate2_15.str.admix.K=5.out,1452.959613
ILM5_replicate2_16.str.admix.K=5.out,1390.970235
ILM5_replicate2_17.str.admix.K=5.out,1251.263494
ILM5_replicate2_18.str.admix.K=5.out,1276.411065
ILM5_replicate2_19.str.admix.K=5.out,1313.103660
ILM5_replicate2_1.str.admix.K=5.out,1213.483991
ILM5_replicate2_2.str.admix.K=5.out,2593.867456
ILM5_replicate2_3.str.admix.K=5.out,1378.775107
ILM5_replicate2_4.str.admix.K=5.out,1604.065553
ILM5_replicate2_5.str.admix.K=5.out,1291.385056
ILM5_replicate2_6.str.admix.K=5.out,1025.259537
ILM5_replicate2_7.str.admix.K=5.out,2358.453628
ILM5_replicate2_8.str.admix.K=5.out,1107.405158
ILM5_replicate2_9.str.admix.K=5.out,1107.051945
ILM5_replicate3_0.str.admix.K=5.out,2175.538224
ILM5_replicate3_10.str.admix.K=5.out,1351.268993
ILM5_replicate3_11.str.admix.K=5.out,1563.675377
ILM5_replicate3_12.str.admix.K=5.out,1701.210305
ILM5_replicate3_13.str.admix.K=5.out,1343.283586
ILM5_replicate3_14.str.admix.K=5.out,1460.184307
ILM5_replicate3_15.str.admix.K=5.out,1649.239700
ILM5_replicate3_16.str.admix.K=5.out,992.681643
ILM5_replicate3_17.str.admix.K=5.out,1184.134801
ILM5_replicate3_18.str.admix.K=5.out,1315.704971
ILM5_replicate3_19.str.admix.K=5.out,1366.179171
ILM5_replicate3_1.str.admix.K=5.out,1885.020224
ILM5_replicate3_2.str.admix.K=5.out,1929.310434
ILM5_replicate3_3.str.admix.K=5.out,1432.607048
ILM5_replicate3_4.str.admix.K=5.out,1182.648750
ILM5_replicate3_5.str.admix.K=5.out,1520.076711
ILM5_replicate3_6.str.admix.K=5.out,1726.251625
ILM5_replicate3_7.str.admix.K=5.out,1178.272105
ILM5_replicate3_8.str.admix.K=5.out,1070.036802
ILM5_replicate3_9.str.admix.K=5.out,1187.111357
ILM5_replicate4_0.str.admix.K=5.out,1199.389063
ILM5_replicate4_10.str.admix.K=5.out,1018.273218
ILM5_replicate4_11.str.admix.K=5.out,1632.048771
ILM5_replicate4_12.str.admix.K=5.out,1075.850767
ILM5_replicate4_13.str.admix.K=5.out,962.678099
ILM5_replicate4_14.str.admix.K=5.out,1156.986075
ILM5_replicate4_15.str.admix.K=5.out,1340.684481
ILM5_replicate4_16.str.admix.K=5.out,1273.831560
ILM5_replicate4_17.str.admix.K=5.out,991.545298
ILM5_replicate4_18.str.admix.K=5.out,1313.103660
ILM5_replicate4_19.str.admix.K=5.out,1309.211224
ILM5_replicate4_1.str.admix.K=5.out,1477.633470
ILM5_replicate4_2.str.admix.K=5.out,1243.508735
ILM5_replicate4_3.str.admix.K=5.out,1143.411327
ILM5_replicate4_4.str.admix.K=5.out,1170.711544
ILM5_replicate4_5.str.admix.K=5.out,1090.182317
ILM5_replicate4_6.str.admix.K=5.out,1175.130117
ILM5_replicate4_7.str.admix.K=5.out,1064.072339
ILM5_replicate4_8.str.admix.K=5.out,1269.962751
ILM5_replicate4_9.str.admix.K=5.out,1104.598727
ILM5_replicate5_0.str.admix.K=5.out,1270.561725
ILM5_replicate5_10.str.admix.K=5.out,1558.662993
ILM5_replicate5_11.str.admix.K=5.out,1354.122163
ILM5_replicate5_12.str.admix.K=5.out,1299.126688
ILM5_replicate5_13.str.admix.K=5.out,1206.513295
ILM5_replicate5_14.str.admix.K=5.out,1352.240461
ILM5_replicate5_15.str.admix.K=5.out,1104.965986
ILM5_replicate5_16.str.admix.K=5.out,1115.004243
ILM5_replicate5_17.str.admix.K=5.out,1058.001129
ILM5_replicate5_18.str.admix.K=5.out,1437.526176
ILM5_replicate5_19.str.admix.K=5.out,1504.297458
ILM5_replicate5_1.str.admix.K=5.out,1679.507228
ILM5_replicate5_2.str.admix.K=5.out,1634.280995
ILM5_replicate5_3.str.admix.K=5.out,1191.649630
