k	l	m	KLM
0	0	0	1.000000
0	0	1	0.000000
0	1	0	0.000000
0	1	1	1.000000
0	2	0	1.000000
0	2	1	0.000000
0	3	0	0.018789
0	3	1	0.981211
0	4	0	0.000000
0	4	1	1.000000
0	5	0	0.000000
0	5	1	1.000000
0	6	0	1.000000
0	6	1	0.000000
0	7	0	0.000000
0	7	1	1.000000
0	8	0	0.000000
0	8	1	1.000000
0	9	0	1.000000
0	9	1	0.000000
0	10	0	0.000000
0	10	1	1.000000
0	11	0	0.530649
0	11	1	0.469351
0	12	0	0.867596
0	12	1	0.132404
0	13	0	0.469351
0	13	1	0.530649
0	14	0	0.999998
0	14	1	0.000002
0	15	0	0.469351
0	15	1	0.530649
1	0	0	0.000000
1	0	1	1.000000
1	1	0	0.042700
1	1	1	0.957300
1	2	0	0.471552
1	2	1	0.528448
1	3	0	0.000000
1	3	1	1.000000
1	4	0	1.000000
1	4	1	0.000000
1	5	0	1.000000
1	5	1	0.000000
1	6	0	0.936417
1	6	1	0.063583
1	7	0	1.000000
1	7	1	0.000000
1	8	0	0.528448
1	8	1	0.471552
1	9	0	0.539959
1	9	1	0.460041
1	10	0	0.428866
1	10	1	0.571134
1	11	0	0.000000
1	11	1	1.000000
1	12	0	1.000000
1	12	1	0.000000
1	13	0	1.000000
1	13	1	0.000000
1	14	0	0.936420
1	14	1	0.063580
1	15	0	1.000000
1	15	1	0.000000

