k	l	m	KLM
0	0	0	0.000000
0	0	1	1.000000
0	1	0	0.494229
0	1	1	0.505771
0	2	0	0.000000
0	2	1	1.000000
0	3	0	0.018852
0	3	1	0.981148
0	4	0	0.131123
0	4	1	0.868877
0	5	0	0.390020
0	5	1	0.609980
0	6	0	1.000000
0	6	1	0.000000
0	7	0	0.943486
0	7	1	0.056514
0	8	0	0.658414
0	8	1	0.341586
0	9	0	1.000000
0	9	1	0.000000
1	0	0	1.000000
1	0	1	0.000000
1	1	0	0.000000
1	1	1	1.000000
1	2	0	1.000000
1	2	1	0.000000
1	3	0	0.000000
1	3	1	1.000000
1	4	0	0.000000
1	4	1	1.000000
1	5	0	1.000000
1	5	1	0.000000
1	6	0	0.000000
1	6	1	1.000000
1	7	0	1.000000
1	7	1	0.000000
1	8	0	1.000000
1	8	1	0.000000
1	9	0	0.957271
1	9	1	0.042729

