k	l	m	KLM
0	0	0	0.000000
0	0	1	1.000000
0	1	0	0.000000
0	1	1	1.000000
0	2	0	0.000000
0	2	1	1.000000
0	3	0	0.000000
0	3	1	1.000000
0	4	0	1.000000
0	4	1	0.000000
0	5	0	1.000000
0	5	1	0.000000
0	6	0	0.725150
0	6	1	0.274850
0	7	0	0.053499
0	7	1	0.946501
0	8	0	0.000000
0	8	1	1.000000
0	9	0	0.725150
0	9	1	0.274850
0	10	0	0.107812
0	10	1	0.892188
0	11	0	0.000000
0	11	1	1.000000
0	12	0	0.000000
0	12	1	1.000000
0	13	0	1.000000
0	13	1	0.000000
1	0	0	0.045338
1	0	1	0.954662
1	1	0	0.045264
1	1	1	0.954736
1	2	0	0.045384
1	2	1	0.954616
1	3	0	0.342328
1	3	1	0.657672
1	4	0	0.705434
1	4	1	0.294566
1	5	0	0.000000
1	5	1	1.000000
1	6	0	1.000000
1	6	1	0.000000
1	7	0	0.000000
1	7	1	1.000000
1	8	0	0.295979
1	8	1	0.704021
1	9	0	1.000000
1	9	1	0.000000
1	10	0	0.000002
1	10	1	0.999998
1	11	0	0.342328
1	11	1	0.657672
1	12	0	0.113466
1	12	1	0.886534
1	13	0	0.657672
1	13	1	0.342328

