k	l	m	KLM
0	0	0	0.000000
0	0	1	1.000000
0	1	0	1.000000
0	1	1	0.000000
0	2	0	0.062500
0	2	1	0.937500
0	3	0	1.000000
0	3	1	0.000000
0	4	0	0.000000
0	4	1	1.000000
0	5	0	0.967748
0	5	1	0.032252
0	6	0	1.000000
0	6	1	0.000000
0	7	0	0.000000
0	7	1	1.000000
0	8	0	0.495841
0	8	1	0.504159
0	9	0	1.000000
0	9	1	0.000000
0	10	0	0.000000
0	10	1	1.000000
0	11	0	1.000000
0	11	1	0.000000
1	0	0	1.000000
1	0	1	0.000000
1	1	0	0.713847
1	1	1	0.286153
1	2	0	0.000000
1	2	1	1.000000
1	3	0	0.985454
1	3	1	0.014546
1	4	0	0.029144
1	4	1	0.970856
1	5	0	1.000000
1	5	1	0.000000
1	6	0	0.970856
1	6	1	0.029144
1	7	0	1.000000
1	7	1	0.000000
1	8	0	1.000000
1	8	1	0.000000
1	9	0	0.000000
1	9	1	1.000000
1	10	0	0.029020
1	10	1	0.970980
1	11	0	0.971135
1	11	1	0.028865

