File,BIC
ILM5_replicate0_0.str.admix.K=3.out,574.990594
ILM5_replicate0_10.str.admix.K=3.out,1304.121649
ILM5_replicate0_11.str.admix.K=3.out,982.319283
ILM5_replicate0_12.str.admix.K=3.out,932.549810
ILM5_replicate0_13.str.admix.K=3.out,794.515286
ILM5_replicate0_14.str.admix.K=3.out,585.136351
ILM5_replicate0_15.str.admix.K=3.out,788.367601
ILM5_replicate0_16.str.admix.K=3.out,532.197348
ILM5_replicate0_17.str.admix.K=3.out,825.271467
ILM5_replicate0_18.str.admix.K=3.out,521.996457
ILM5_replicate0_19.str.admix.K=3.out,764.895936
ILM5_replicate0_1.str.admix.K=3.out,1225.022422
ILM5_replicate0_2.str.admix.K=3.out,975.307100
ILM5_replicate0_3.str.admix.K=3.out,952.011663
ILM5_replicate0_4.str.admix.K=3.out,1116.866620
ILM5_replicate0_5.str.admix.K=3.out,1329.272774
ILM5_replicate0_6.str.admix.K=3.out,827.094284
ILM5_replicate0_7.str.admix.K=3.out,651.727052
ILM5_replicate0_8.str.admix.K=3.out,828.479640
ILM5_replicate0_9.str.admix.K=3.out,711.608453
ILM5_replicate1_0.str.admix.K=3.out,691.595305
ILM5_replicate1_10.str.admix.K=3.out,1315.581338
ILM5_replicate1_11.str.admix.K=3.out,1086.436771
ILM5_replicate1_12.str.admix.K=3.out,771.131278
ILM5_replicate1_13.str.admix.K=3.out,1297.894450
ILM5_replicate1_14.str.admix.K=3.out,732.920330
ILM5_replicate1_15.str.admix.K=3.out,967.288099
ILM5_replicate1_16.str.admix.K=3.out,1107.705348
ILM5_replicate1_17.str.admix.K=3.out,800.625639
ILM5_replicate1_18.str.admix.K=3.out,2183.945074
ILM5_replicate1_19.str.admix.K=3.out,926.424621
ILM5_replicate1_1.str.admix.K=3.out,798.716436
ILM5_replicate1_2.str.admix.K=3.out,1071.516714
ILM5_replicate1_3.str.admix.K=3.out,617.164135
ILM5_replicate1_4.str.admix.K=3.out,475.390076
ILM5_replicate1_5.str.admix.K=3.out,1249.916267
ILM5_replicate1_6.str.admix.K=3.out,811.758047
ILM5_replicate1_7.str.admix.K=3.out,1013.928520
ILM5_replicate1_8.str.admix.K=3.out,814.131551
ILM5_replicate1_9.str.admix.K=3.out,1208.327377
ILM5_replicate2_0.str.admix.K=3.out,1320.897036
ILM5_replicate2_10.str.admix.K=3.out,1045.810652
ILM5_replicate2_11.str.admix.K=3.out,1265.014159
ILM5_replicate2_12.str.admix.K=3.out,617.818841
ILM5_replicate2_13.str.admix.K=3.out,856.722247
ILM5_replicate2_14.str.admix.K=3.out,979.169251
ILM5_replicate2_15.str.admix.K=3.out,1075.077124
ILM5_replicate2_16.str.admix.K=3.out,1093.030898
ILM5_replicate2_17.str.admix.K=3.out,825.705412
ILM5_replicate2_18.str.admix.K=3.out,847.583457
ILM5_replicate2_19.str.admix.K=3.out,904.175812
ILM5_replicate2_1.str.admix.K=3.out,871.264202
ILM5_replicate2_2.str.admix.K=3.out,2013.757312
ILM5_replicate2_3.str.admix.K=3.out,989.763547
ILM5_replicate2_4.str.admix.K=3.out,1240.754706
ILM5_replicate2_5.str.admix.K=3.out,848.185669
ILM5_replicate2_6.str.admix.K=3.out,622.055982
ILM5_replicate2_7.str.admix.K=3.out,1895.880646
ILM5_replicate2_8.str.admix.K=3.out,690.801704
ILM5_replicate2_9.str.admix.K=3.out,699.750422
ILM5_replicate3_0.str.admix.K=3.out,1854.145597
ILM5_replicate3_10.str.admix.K=3.out,972.947104
ILM5_replicate3_11.str.admix.K=3.out,1092.464283
ILM5_replicate3_12.str.admix.K=3.out,1296.830755
ILM5_replicate3_13.str.admix.K=3.out,912.944038
ILM5_replicate3_14.str.admix.K=3.out,1009.225716
ILM5_replicate3_15.str.admix.K=3.out,1173.424602
ILM5_replicate3_16.str.admix.K=3.out,591.262462
ILM5_replicate3_17.str.admix.K=3.out,768.002687
ILM5_replicate3_18.str.admix.K=3.out,892.315626
ILM5_replicate3_19.str.admix.K=3.out,932.921997
ILM5_replicate3_1.str.admix.K=3.out,1370.590535
ILM5_replicate3_2.str.admix.K=3.out,1581.347639
ILM5_replicate3_3.str.admix.K=3.out,1004.051383
ILM5_replicate3_4.str.admix.K=3.out,821.999038
ILM5_replicate3_5.str.admix.K=3.out,1080.277176
ILM5_replicate3_6.str.admix.K=3.out,1249.281184
ILM5_replicate3_7.str.admix.K=3.out,771.900731
ILM5_replicate3_8.str.admix.K=3.out,646.277083
ILM5_replicate3_9.str.admix.K=3.out,795.414693
ILM5_replicate4_0.str.admix.K=3.out,844.251796
ILM5_replicate4_10.str.admix.K=3.out,643.397377
ILM5_replicate4_11.str.admix.K=3.out,1224.258393
ILM5_replicate4_12.str.admix.K=3.out,662.449666
ILM5_replicate4_13.str.admix.K=3.out,547.825346
ILM5_replicate4_14.str.admix.K=3.out,746.990368
ILM5_replicate4_15.str.admix.K=3.out,907.437958
ILM5_replicate4_16.str.admix.K=3.out,890.675743
ILM5_replicate4_17.str.admix.K=3.out,577.605738
ILM5_replicate4_18.str.admix.K=3.out,904.175812
ILM5_replicate4_19.str.admix.K=3.out,983.958457
ILM5_replicate4_1.str.admix.K=3.out,1164.946808
ILM5_replicate4_2.str.admix.K=3.out,880.036998
ILM5_replicate4_3.str.admix.K=3.out,739.347693
ILM5_replicate4_4.str.admix.K=3.out,739.127765
ILM5_replicate4_5.str.admix.K=3.out,662.864986
ILM5_replicate4_6.str.admix.K=3.out,769.457735
ILM5_replicate4_7.str.admix.K=3.out,662.018934
ILM5_replicate4_8.str.admix.K=3.out,895.943429
ILM5_replicate4_9.str.admix.K=3.out,710.318148
ILM5_replicate5_0.str.admix.K=3.out,890.217640
ILM5_replicate5_10.str.admix.K=3.out,1124.793230
ILM5_replicate5_11.str.admix.K=3.out,884.647324
ILM5_replicate5_12.str.admix.K=3.out,899.038782
ILM5_replicate5_13.str.admix.K=3.out,862.936869
ILM5_replicate5_14.str.admix.K=3.out,967.896561
ILM5_replicate5_15.str.admix.K=3.out,674.069164
ILM5_replicate5_16.str.admix.K=3.out,707.372569
ILM5_replicate5_17.str.admix.K=3.out,637.209172
ILM5_replicate5_18.str.admix.K=3.out,1007.893481
ILM5_replicate5_19.str.admix.K=3.out,1144.750853
ILM5_replicate5_1.str.admix.K=3.out,1292.517019
ILM5_replicate5_2.str.admix.K=3.out,1230.235797
ILM5_replicate5_3.str.admix.K=3.out,777.073035
ILM5_replicate5_4.str.admix.K=3.out,467.141713
ILM5_replicate5_5.str.admix.K=3.out,898.215165
ILM5_replicate5_6.str.admix.K=3.out,879.286966
ILM5_replicate5_7.str.admix.K=3.out,835.584438
ILM5_replicate5_8.str.admix.K=3.out,814.965033
ILM5_replicate5_9.str.admix.K=3.out,1058.241337
ILM5_replicate6_0.str.admix.K=3.out,1092.103656
ILM5_replicate6_10.str.admix.K=3.out,1108.866364
ILM5_replicate6_11.str.admix.K=3.out,1231.004553
ILM5_replicate6_12.str.admix.K=3.out,931.160521
ILM5_replicate6_13.str.admix.K=3.out,878.430984
ILM5_replicate6_14.str.admix.K=3.out,808.662620
ILM5_replicate6_15.str.admix.K=3.out,813.803174
ILM5_replicate6_16.str.admix.K=3.out,766.449940
ILM5_replicate6_17.str.admix.K=3.out,916.654652
ILM5_replicate6_18.str.admix.K=3.out,1068.462159
ILM5_replicate6_19.str.admix.K=3.out,804.349215
ILM5_replicate6_1.str.admix.K=3.out,1485.440066
ILM5_replicate6_2.str.admix.K=3.out,949.400720
ILM5_replicate6_3.str.admix.K=3.out,1039.194623
ILM5_replicate6_4.str.admix.K=3.out,1206.061681
ILM5_replicate6_5.str.admix.K=3.out,622.413070
ILM5_replicate6_6.str.admix.K=3.out,863.020267
ILM5_replicate6_7.str.admix.K=3.out,832.409501
ILM5_replicate6_8.str.admix.K=3.out,1226.630097
ILM5_replicate6_9.str.admix.K=3.out,841.677098
ILM5_replicate7_0.str.admix.K=3.out,679.997748
ILM5_replicate7_10.str.admix.K=3.out,1153.145261
ILM5_replicate7_11.str.admix.K=3.out,477.816053
ILM5_replicate7_12.str.admix.K=3.out,846.339621
ILM5_replicate7_13.str.admix.K=3.out,1127.889258
ILM5_replicate7_14.str.admix.K=3.out,1411.920930
ILM5_replicate7_15.str.admix.K=3.out,1137.473689
ILM5_replicate7_16.str.admix.K=3.out,1005.125609
ILM5_replicate7_17.str.admix.K=3.out,836.079801
ILM5_replicate7_18.str.admix.K=3.out,823.343860
ILM5_replicate7_19.str.admix.K=3.out,975.509118
ILM5_replicate7_1.str.admix.K=3.out,1287.397109
ILM5_replicate7_2.str.admix.K=3.out,1179.144382
ILM5_replicate7_3.str.admix.K=3.out,1236.706676
ILM5_replicate7_4.str.admix.K=3.out,748.552160
ILM5_replicate7_5.str.admix.K=3.out,1018.948261
ILM5_replicate7_6.str.admix.K=3.out,959.233956
ILM5_replicate7_7.str.admix.K=3.out,1173.424602
ILM5_replicate7_8.str.admix.K=3.out,540.105894
ILM5_replicate7_9.str.admix.K=3.out,1084.562480
ILM5_replicate8_0.str.admix.K=3.out,763.969712
ILM5_replicate8_10.str.admix.K=3.out,1025.804773
ILM5_replicate8_11.str.admix.K=3.out,596.801569
ILM5_replicate8_12.str.admix.K=3.out,1305.977086
ILM5_replicate8_13.str.admix.K=3.out,1313.623852
ILM5_replicate8_14.str.admix.K=3.out,1581.228521
ILM5_replicate8_15.str.admix.K=3.out,1099.064208
ILM5_replicate8_16.str.admix.K=3.out,947.062254
ILM5_replicate8_17.str.admix.K=3.out,1148.242113
ILM5_replicate8_18.str.admix.K=3.out,932.469050
ILM5_replicate8_19.str.admix.K=3.out,1007.038890
ILM5_replicate8_1.str.admix.K=3.out,855.290536
