i	k	etaik
0	0	0.000000
0	1	0.000000
0	2	0.001760
0	3	0.996574
0	4	0.001666
1	0	0.000000
1	1	0.000000
1	2	0.000029
1	3	0.999940
1	4	0.000031
2	0	0.000000
2	1	0.000000
2	2	0.001911
2	3	0.996244
2	4	0.001845
3	0	0.000000
3	1	0.000000
3	2	0.000038
3	3	0.999922
3	4	0.000040
4	0	0.000000
4	1	0.000000
4	2	0.000020
4	3	0.999980
4	4	0.000000
5	0	0.000000
5	1	0.000000
5	2	0.001739
5	3	0.996578
5	4	0.001683
6	0	0.000000
6	1	0.000000
6	2	0.000035
6	3	0.999922
6	4	0.000044
7	0	0.000000
7	1	0.000000
7	2	0.000032
7	3	0.999940
7	4	0.000029
8	0	0.000000
8	1	0.000000
8	2	0.000035
8	3	0.999939
8	4	0.000025
9	0	0.000000
9	1	0.000000
9	2	0.000035
9	3	0.999940
9	4	0.000025
10	0	0.000000
10	1	0.000000
10	2	0.000000
10	3	0.000000
10	4	1.000000
11	0	0.000000
11	1	0.000000
11	2	0.000000
11	3	0.000000
11	4	1.000000
12	0	0.000000
12	1	0.000000
12	2	0.000000
12	3	0.000000
12	4	1.000000
13	0	0.000000
13	1	0.000000
13	2	0.000000
13	3	0.000000
13	4	1.000000
14	0	0.000000
14	1	0.000000
14	2	0.000037
14	3	0.487862
14	4	0.512102
15	0	0.000000
15	1	0.000000
15	2	0.000000
15	3	0.000000
15	4	1.000000
16	0	0.000000
16	1	0.000000
16	2	0.000000
16	3	0.000000
16	4	1.000000
17	0	0.000000
17	1	0.000000
17	2	0.000000
17	3	0.000000
17	4	1.000000
18	0	0.000000
18	1	0.000000
18	2	0.000000
18	3	0.000000
18	4	1.000000
19	0	0.000000
19	1	0.000000
19	2	0.000000
19	3	0.999666
19	4	0.000334
20	0	0.000000
20	1	0.000000
20	2	0.000000
20	3	1.000000
20	4	0.000000
21	0	0.000000
21	1	0.000000
21	2	0.000037
21	3	0.487862
21	4	0.512101
22	0	0.000000
22	1	0.000000
22	2	0.000000
