i	k	etaik
0	0	0.000000
0	1	0.000000
0	2	1.000000
1	0	0.000000
1	1	0.000000
1	2	1.000000
2	0	0.000006
2	1	0.506249
2	2	0.493745
3	0	0.000000
3	1	0.000000
3	2	1.000000
4	0	0.257479
4	1	0.000000
4	2	0.742520
5	0	0.000000
5	1	0.000000
5	2	1.000000
6	0	0.000000
6	1	0.000000
6	2	1.000000
7	0	0.000000
7	1	0.000000
7	2	1.000000
8	0	0.257479
8	1	0.000000
8	2	0.742520
9	0	0.000025
9	1	0.671373
9	2	0.328603
10	0	0.000000
10	1	1.000000
10	2	0.000000
11	0	0.000001
11	1	0.999999
11	2	0.000000
12	0	0.000001
12	1	0.999999
12	2	0.000000
13	0	0.000019
13	1	0.514831
13	2	0.485150
14	0	0.000000
14	1	1.000000
14	2	0.000000
15	0	0.000001
15	1	0.999999
15	2	0.000000
16	0	0.000000
16	1	1.000000
16	2	0.000000
17	0	0.000001
17	1	0.999999
17	2	0.000000
18	0	0.000001
18	1	0.999999
18	2	0.000000
19	0	0.000000
19	1	1.000000
19	2	0.000000
20	0	0.000002
20	1	0.999998
20	2	0.000000
21	0	0.000001
21	1	0.999999
21	2	0.000000
22	0	0.000001
22	1	0.999999
22	2	0.000000
23	0	0.000001
23	1	0.999999
23	2	0.000000
24	0	0.000000
24	1	1.000000
24	2	0.000000
25	0	0.000000
25	1	1.000000
25	2	0.000000
26	0	0.000001
26	1	0.999999
26	2	0.000000
27	0	0.000001
27	1	0.999999
27	2	0.000000
28	0	0.000000
28	1	1.000000
28	2	0.000000
29	0	0.000001
29	1	0.999999
29	2	0.000000
30	0	0.000000
30	1	1.000000
30	2	0.000000
31	0	0.000000
31	1	1.000000
31	2	0.000000
32	0	0.000000
32	1	1.000000
32	2	0.000000
33	0	0.000000
33	1	1.000000
33	2	0.000000
34	0	0.000000
34	1	1.000000
34	2	0.000000
35	0	0.000000
35	1	1.000000
35	2	0.000000
36	0	0.000000
36	1	1.000000
36	2	0.000000
37	0	0.000000
37	1	1.000000
37	2	0.000000
38	0	0.000000
38	1	1.000000
38	2	0.000000
39	0	0.000000
39	1	1.000000
39	2	0.000000
40	0	1.000000
40	1	0.000000
40	2	0.000000
41	0	1.000000
41	1	0.000000
41	2	0.000000
42	0	1.000000
42	1	0.000000
42	2	0.000000
43	0	1.000000
43	1	0.000000
43	2	0.000000
44	0	1.000000
44	1	0.000000
44	2	0.000000
45	0	1.000000
45	1	0.000000
45	2	0.000000
46	0	1.000000
46	1	0.000000
46	2	0.000000
47	0	1.000000
47	1	0.000000
47	2	0.000000
48	0	1.000000
48	1	0.000000
48	2	0.000000
49	0	1.000000
49	1	0.000000
49	2	0.000000
50	0	1.000000
50	1	0.000000
50	2	0.000000
51	0	1.000000
51	1	0.000000
51	2	0.000000
52	0	1.000000
52	1	0.000000
52	2	0.000000
53	0	1.000000
53	1	0.000000
53	2	0.000000
54	0	0.910449
54	1	0.089551
54	2	0.000000
55	0	1.000000
55	1	0.000000
55	2	0.000000
56	0	1.000000
56	1	0.000000
56	2	0.000000
57	0	1.000000
57	1	0.000000
57	2	0.000000
58	0	1.000000
58	1	0.000000
58	2	0.000000
59	0	1.000000
59	1	0.000000
59	2	0.000000
60	0	0.000055
60	1	0.999945
60	2	0.000000
61	0	0.008305
61	1	0.991695
61	2	0.000000
62	0	0.000054
62	1	0.999946
62	2	0.000000
63	0	0.008331
63	1	0.991669
63	2	0.000000
64	0	0.008333
64	1	0.991667
64	2	0.000000
65	0	0.000055
65	1	0.999945
65	2	0.000000
66	0	0.008290
66	1	0.991710
66	2	0.000000
67	0	0.000055
67	1	0.999945
67	2	0.000000
68	0	0.008320
68	1	0.991680
68	2	0.000000
69	0	0.403442
69	1	0.596558
69	2	0.000000
70	0	1.000000
70	1	0.000000
70	2	0.000000
71	0	1.000000
71	1	0.000000
71	2	0.000000
72	0	1.000000
72	1	0.000000
72	2	0.000000
73	0	1.000000
73	1	0.000000
73	2	0.000000
74	0	1.000000
74	1	0.000000
74	2	0.000000
75	0	1.000000
75	1	0.000000
75	2	0.000000
76	0	1.000000
76	1	0.000000
76	2	0.000000
77	0	1.000000
77	1	0.000000
77	2	0.000000
78	0	1.000000
78	1	0.000000
78	2	0.000000
79	0	1.000000
79	1	0.000000
79	2	0.000000
80	0	0.641204
80	1	0.358796
80	2	0.000000
81	0	1.000000
81	1	0.000000
81	2	0.000000
82	0	0.641204
82	1	0.358796
82	2	0.000000
83	0	1.000000
83	1	0.000000
83	2	0.000000
84	0	1.000000
84	1	0.000000
84	2	0.000000
85	0	0.678691
85	1	0.321309
85	2	0.000000
86	0	1.000000
86	1	0.000000
86	2	0.000000
87	0	1.000000
87	1	0.000000
87	2	0.000000
88	0	1.000000
88	1	0.000000
88	2	0.000000
89	0	1.000000
89	1	0.000000
89	2	0.000000
90	0	0.251441
90	1	0.748559
90	2	0.000000
91	0	0.251441
91	1	0.748559
91	2	0.000000
92	0	0.251441
92	1	0.748559
92	2	0.000000
93	0	0.251441
93	1	0.748559
93	2	0.000000
94	0	0.251441
94	1	0.748559
94	2	0.000000
95	0	0.251441
95	1	0.748559
95	2	0.000000
96	0	0.251441
96	1	0.748559
96	2	0.000000
97	0	0.251441
97	1	0.748559
97	2	0.000000
98	0	0.251441
98	1	0.748559
98	2	0.000000
99	0	0.251441
99	1	0.748559
99	2	0.000000

