File,AIC
SS10_replicate0_0.str.admix.K=3.out,6671.009089
SS10_replicate0_10.str.admix.K=3.out,3203.357265
SS10_replicate0_11.str.admix.K=3.out,4587.037443
SS10_replicate0_12.str.admix.K=3.out,3093.562203
SS10_replicate0_13.str.admix.K=3.out,2526.374300
SS10_replicate0_14.str.admix.K=3.out,5401.141220
SS10_replicate0_15.str.admix.K=3.out,3696.511348
SS10_replicate0_16.str.admix.K=3.out,2467.645398
SS10_replicate0_17.str.admix.K=3.out,2424.557675
SS10_replicate0_18.str.admix.K=3.out,3621.333628
SS10_replicate0_19.str.admix.K=3.out,4444.211598
SS10_replicate0_1.str.admix.K=3.out,2264.912948
SS10_replicate0_2.str.admix.K=3.out,2176.238775
SS10_replicate0_3.str.admix.K=3.out,5429.738746
SS10_replicate0_4.str.admix.K=3.out,6257.959844
SS10_replicate0_5.str.admix.K=3.out,3803.666664
SS10_replicate0_6.str.admix.K=3.out,2553.296397
SS10_replicate0_7.str.admix.K=3.out,2653.407439
SS10_replicate0_8.str.admix.K=3.out,5118.085870
SS10_replicate0_9.str.admix.K=3.out,3331.920820
SS10_replicate1_0.str.admix.K=3.out,2808.914372
SS10_replicate1_10.str.admix.K=3.out,1880.332268
SS10_replicate1_11.str.admix.K=3.out,1595.179401
SS10_replicate1_12.str.admix.K=3.out,4569.068442
SS10_replicate1_13.str.admix.K=3.out,3053.939386
SS10_replicate1_14.str.admix.K=3.out,3271.106897
SS10_replicate1_15.str.admix.K=3.out,2115.782220
SS10_replicate1_16.str.admix.K=3.out,3929.968949
SS10_replicate1_17.str.admix.K=3.out,2475.615080
SS10_replicate1_18.str.admix.K=3.out,3549.860188
SS10_replicate1_19.str.admix.K=3.out,2622.126681
SS10_replicate1_1.str.admix.K=3.out,3097.842378
SS10_replicate1_2.str.admix.K=3.out,2684.434792
SS10_replicate1_3.str.admix.K=3.out,3430.695607
SS10_replicate1_4.str.admix.K=3.out,1299.382045
SS10_replicate1_5.str.admix.K=3.out,4900.745825
SS10_replicate1_6.str.admix.K=3.out,3702.361431
SS10_replicate1_7.str.admix.K=3.out,2726.036882
SS10_replicate1_8.str.admix.K=3.out,4087.584127
SS10_replicate1_9.str.admix.K=3.out,2469.882277
SS10_replicate2_0.str.admix.K=3.out,3048.804750
SS10_replicate2_10.str.admix.K=3.out,1997.150862
SS10_replicate2_11.str.admix.K=3.out,2906.119314
SS10_replicate2_12.str.admix.K=3.out,2403.876003
SS10_replicate2_13.str.admix.K=3.out,3590.674188
SS10_replicate2_14.str.admix.K=3.out,5380.575018
SS10_replicate2_15.str.admix.K=3.out,4597.902271
SS10_replicate2_16.str.admix.K=3.out,2344.391056
SS10_replicate2_17.str.admix.K=3.out,3177.091562
SS10_replicate2_18.str.admix.K=3.out,2561.391118
SS10_replicate2_19.str.admix.K=3.out,2253.757186
SS10_replicate2_1.str.admix.K=3.out,3009.520033
SS10_replicate2_2.str.admix.K=3.out,2653.181422
SS10_replicate2_3.str.admix.K=3.out,2848.654980
SS10_replicate2_4.str.admix.K=3.out,3564.355116
SS10_replicate2_5.str.admix.K=3.out,3026.105390
SS10_replicate2_6.str.admix.K=3.out,1644.208322
SS10_replicate2_7.str.admix.K=3.out,6706.177441
SS10_replicate2_8.str.admix.K=3.out,1709.732837
SS10_replicate2_9.str.admix.K=3.out,1866.513592
SS10_replicate3_0.str.admix.K=3.out,2179.788227
SS10_replicate3_10.str.admix.K=3.out,5541.702258
SS10_replicate3_11.str.admix.K=3.out,4740.782676
SS10_replicate3_12.str.admix.K=3.out,3306.727507
SS10_replicate3_13.str.admix.K=3.out,3100.139206
SS10_replicate3_14.str.admix.K=3.out,3612.425421
SS10_replicate3_15.str.admix.K=3.out,4043.677327
SS10_replicate3_16.str.admix.K=3.out,2903.967482
SS10_replicate3_17.str.admix.K=3.out,2625.046454
SS10_replicate3_18.str.admix.K=3.out,3309.424489
SS10_replicate3_19.str.admix.K=3.out,5389.115567
SS10_replicate3_1.str.admix.K=3.out,2362.619969
SS10_replicate3_2.str.admix.K=3.out,2408.667695
SS10_replicate3_3.str.admix.K=3.out,2960.797217
SS10_replicate3_4.str.admix.K=3.out,4171.080404
SS10_replicate3_5.str.admix.K=3.out,3598.227378
SS10_replicate3_6.str.admix.K=3.out,3546.758035
SS10_replicate3_7.str.admix.K=3.out,4476.186160
SS10_replicate3_8.str.admix.K=3.out,3706.468216
