i	k	etaik
0	0	1.000000
0	1	0.000000
0	2	0.000000
0	3	0.000000
0	4	0.000000
1	0	0.000000
1	1	0.000000
1	2	0.000000
1	3	0.000004
1	4	0.999996
2	0	1.000000
2	1	0.000000
2	2	0.000000
2	3	0.000000
2	4	0.000000
3	0	0.509935
3	1	0.000000
3	2	0.000000
3	3	0.002326
3	4	0.487738
4	0	0.000000
4	1	0.000000
4	2	0.000000
4	3	0.000004
4	4	0.999996
5	0	1.000000
5	1	0.000000
5	2	0.000000
5	3	0.000000
5	4	0.000000
6	0	1.000000
6	1	0.000000
6	2	0.000000
6	3	0.000000
6	4	0.000000
7	0	1.000000
7	1	0.000000
7	2	0.000000
7	3	0.000000
7	4	0.000000
8	0	1.000000
8	1	0.000000
8	2	0.000000
8	3	0.000000
8	4	0.000000
9	0	0.509822
9	1	0.000000
9	2	0.000000
9	3	0.002551
9	4	0.487628
10	0	1.000000
10	1	0.000000
10	2	0.000000
10	3	0.000000
10	4	0.000000
11	0	0.000000
11	1	0.000000
11	2	0.000000
11	3	0.000004
11	4	0.999996
12	0	0.642532
12	1	0.000000
12	2	0.000000
12	3	0.357430
12	4	0.000037
13	0	0.509722
13	1	0.000000
13	2	0.000000
13	3	0.002748
13	4	0.487531
14	0	1.000000
14	1	0.000000
14	2	0.000000
14	3	0.000000
14	4	0.000000
15	0	1.000000
15	1	0.000000
15	2	0.000000
15	3	0.000000
15	4	0.000000
16	0	0.642534
16	1	0.000000
16	2	0.000000
16	3	0.357426
16	4	0.000040
17	0	0.233637
17	1	0.000000
17	2	0.000000
17	3	0.246177
17	4	0.520185
18	0	0.572359
18	1	0.000000
18	2	0.000000
18	3	0.000122
18	4	0.427519
19	0	0.000000
19	1	0.000000
19	2	0.000000
19	3	0.000004
19	4	0.999996
20	0	0.599715
20	1	0.000000
20	2	0.000000
20	3	0.400285
20	4	0.000000
21	0	1.000000
21	1	0.000000
21	2	0.000000
21	3	0.000000
21	4	0.000000
22	0	0.388031
22	1	0.000000
22	2	0.000000
22	3	0.611941
22	4	0.000027
23	0	0.999995
23	1	0.000000
23	2	0.000000
23	3	0.000000
23	4	0.000005
24	0	0.535555
24	1	0.000000
24	2	0.000000
24	3	0.464445
24	4	0.000000
25	0	1.000000
25	1	0.000000
25	2	0.000000
25	3	0.000000
25	4	0.000000
26	0	0.195541
26	1	0.000000
26	2	0.000000
26	3	0.804457
26	4	0.000002
27	0	0.707927
27	1	0.000000
27	2	0.000000
27	3	0.292029
27	4	0.000044
28	0	1.000000
28	1	0.000000
28	2	0.000000
28	3	0.000000
28	4	0.000000
29	0	0.999995
29	1	0.000000
29	2	0.000000
29	3	0.000000
29	4	0.000005
30	0	0.000000
30	1	0.000000
30	2	0.000000
30	3	0.000000
30	4	1.000000
31	0	0.000000
31	1	0.000000
31	2	0.000000
31	3	1.000000
31	4	0.000000
32	0	0.000000
32	1	0.000000
32	2	0.000000
32	3	1.000000
32	4	0.000000
33	0	0.000015
33	1	0.000000
33	2	0.000000
33	3	0.999962
33	4	0.000023
