k	l	m	KLM
0	0	0	0.000000
0	0	1	1.000000
0	1	0	0.983463
0	1	1	0.016537
0	2	0	0.859345
0	2	1	0.140655
0	3	0	0.000000
0	3	1	1.000000
0	4	0	1.000000
0	4	1	0.000000
0	5	0	0.000000
0	5	1	1.000000
0	6	0	0.140655
0	6	1	0.859345
0	7	0	0.033077
0	7	1	0.966923
0	8	0	0.859345
0	8	1	0.140655
0	9	0	0.000000
0	9	1	1.000000
0	10	0	0.622364
0	10	1	0.377636
0	11	0	1.000000
0	11	1	0.000000
0	12	0	0.577412
0	12	1	0.422588
0	13	0	0.577412
0	13	1	0.422588
0	14	0	0.000000
0	14	1	1.000000
0	15	0	0.925898
0	15	1	0.074102
0	16	0	0.859345
0	16	1	0.140655
0	17	0	1.000000
0	17	1	0.000000
0	18	0	0.000000
0	18	1	1.000000
0	19	0	0.801388
0	19	1	0.198612
0	20	0	0.307023
0	20	1	0.692977
0	21	0	0.074102
0	21	1	0.925898
0	22	0	0.307023
0	22	1	0.692977
0	23	0	0.991732
0	23	1	0.008268
0	24	0	0.066163
0	24	1	0.933837
0	25	0	0.008268
0	25	1	0.991732
0	26	0	0.834517
0	26	1	0.165483
0	27	0	0.000000
0	27	1	1.000000
0	28	0	0.859345
0	28	1	0.140655
0	29	0	0.140655
0	29	1	0.859345
0	30	0	1.000000
0	30	1	0.000000
0	31	0	0.000000
0	31	1	1.000000
0	32	0	1.000000
0	32	1	0.000000
0	33	0	1.000000
0	33	1	0.000000
0	34	0	0.024807
0	34	1	0.975193
0	35	0	0.107468
0	35	1	0.892532
0	36	0	0.198612
0	36	1	0.801388
0	37	0	1.000000
0	37	1	0.000000
0	38	0	0.165483
0	38	1	0.834517
0	39	0	0.000000
0	39	1	1.000000
1	0	0	0.012651
1	0	1	0.987349
1	1	0	1.000000
1	1	1	0.000000
1	2	0	1.000000
1	2	1	0.000000
1	3	0	1.000000
1	3	1	0.000000
1	4	0	0.000000
1	4	1	1.000000
1	5	0	0.139281
1	5	1	0.860719
1	6	0	0.000000
1	6	1	1.000000
1	7	0	0.000000
1	7	1	1.000000
1	8	0	1.000000
1	8	1	0.000000
1	9	0	1.000000
1	9	1	0.000000
1	10	0	0.000000
1	10	1	1.000000
1	11	0	0.760880
1	11	1	0.239120
1	12	0	1.000000
1	12	1	0.000000
1	13	0	1.000000
1	13	1	0.000000
1	14	0	0.101268
1	14	1	0.898732
1	15	0	1.000000
1	15	1	0.000000
1	16	0	1.000000
1	16	1	0.000000
1	17	0	0.000000
1	17	1	1.000000
1	18	0	0.025304
1	18	1	0.974696
1	19	0	1.000000
1	19	1	0.000000
1	20	0	1.000000
1	20	1	0.000000
1	21	0	0.000000
1	21	1	1.000000
1	22	0	1.000000
1	22	1	0.000000
1	23	0	1.000000
1	23	1	0.000000
1	24	0	0.000000
1	24	1	1.000000
1	25	0	0.000000
1	25	1	1.000000
1	26	0	1.000000
1	26	1	0.000000
1	27	0	0.139281
1	27	1	0.860719
1	28	0	1.000000
1	28	1	0.000000
1	29	0	0.000000
1	29	1	1.000000
1	30	0	0.911399
1	30	1	0.088601
1	31	0	1.000000
1	31	1	0.000000
1	32	0	0.000000
1	32	1	1.000000
1	33	0	0.000000
1	33	1	1.000000
1	34	0	0.000000
1	34	1	1.000000
1	35	0	0.139181
1	35	1	0.860819
1	36	0	0.000000
1	36	1	1.000000
1	37	0	0.000000
1	37	1	1.000000
1	38	0	0.000000
1	38	1	1.000000
1	39	0	1.000000
1	39	1	0.000000

