File,AIC
SS10_replicate0_0.str.admix.K=1.out,15460.383818
SS10_replicate0_10.str.admix.K=1.out,9397.409603
SS10_replicate0_11.str.admix.K=1.out,10593.740472
SS10_replicate0_12.str.admix.K=1.out,10957.664355
SS10_replicate0_13.str.admix.K=1.out,12942.393375
SS10_replicate0_14.str.admix.K=1.out,25364.668708
SS10_replicate0_15.str.admix.K=1.out,9419.889452
SS10_replicate0_16.str.admix.K=1.out,7120.679930
SS10_replicate0_17.str.admix.K=1.out,12412.915992
SS10_replicate0_18.str.admix.K=1.out,10383.625066
SS10_replicate0_19.str.admix.K=1.out,10687.735802
SS10_replicate0_1.str.admix.K=1.out,18085.183628
SS10_replicate0_2.str.admix.K=1.out,5132.309084
SS10_replicate0_3.str.admix.K=1.out,21624.509756
SS10_replicate0_4.str.admix.K=1.out,26647.537668
SS10_replicate0_5.str.admix.K=1.out,11497.418506
SS10_replicate0_6.str.admix.K=1.out,5781.335611
SS10_replicate0_7.str.admix.K=1.out,11782.228055
SS10_replicate0_8.str.admix.K=1.out,15440.537826
SS10_replicate0_9.str.admix.K=1.out,7987.601508
SS10_replicate1_0.str.admix.K=1.out,10930.717034
SS10_replicate1_10.str.admix.K=1.out,4398.490669
SS10_replicate1_11.str.admix.K=1.out,6092.408634
SS10_replicate1_12.str.admix.K=1.out,10884.570664
SS10_replicate1_13.str.admix.K=1.out,6344.118046
SS10_replicate1_14.str.admix.K=1.out,9156.618098
SS10_replicate1_15.str.admix.K=1.out,7034.661203
SS10_replicate1_16.str.admix.K=1.out,10710.152233
SS10_replicate1_17.str.admix.K=1.out,5018.869072
SS10_replicate1_18.str.admix.K=1.out,10921.040286
SS10_replicate1_19.str.admix.K=1.out,9465.521561
SS10_replicate1_1.str.admix.K=1.out,7262.281380
SS10_replicate1_2.str.admix.K=1.out,15493.546569
SS10_replicate1_3.str.admix.K=1.out,11895.767273
SS10_replicate1_4.str.admix.K=1.out,2341.759395
SS10_replicate1_5.str.admix.K=1.out,30876.087002
SS10_replicate1_6.str.admix.K=1.out,6964.965419
SS10_replicate1_7.str.admix.K=1.out,9629.941869
SS10_replicate1_8.str.admix.K=1.out,12403.609682
SS10_replicate1_9.str.admix.K=1.out,6777.026814
SS10_replicate2_0.str.admix.K=1.out,15881.750218
SS10_replicate2_10.str.admix.K=1.out,4071.412164
SS10_replicate2_11.str.admix.K=1.out,6907.255470
SS10_replicate2_12.str.admix.K=1.out,6155.450714
SS10_replicate2_13.str.admix.K=1.out,7715.525448
SS10_replicate2_14.str.admix.K=1.out,24323.708285
SS10_replicate2_15.str.admix.K=1.out,14301.052102
SS10_replicate2_16.str.admix.K=1.out,11809.720165
SS10_replicate2_17.str.admix.K=1.out,24023.890642
SS10_replicate2_18.str.admix.K=1.out,12372.790313
SS10_replicate2_19.str.admix.K=1.out,13401.106408
SS10_replicate2_1.str.admix.K=1.out,12094.357857
SS10_replicate2_2.str.admix.K=1.out,9206.006593
SS10_replicate2_3.str.admix.K=1.out,11275.109326
SS10_replicate2_4.str.admix.K=1.out,7083.059704
SS10_replicate2_5.str.admix.K=1.out,6778.909828
SS10_replicate2_6.str.admix.K=1.out,6783.794865
SS10_replicate2_7.str.admix.K=1.out,17068.562635
SS10_replicate2_8.str.admix.K=1.out,4707.885816
SS10_replicate2_9.str.admix.K=1.out,3175.723660
SS10_replicate3_0.str.admix.K=1.out,4193.088035
SS10_replicate3_10.str.admix.K=1.out,27152.334469
SS10_replicate3_11.str.admix.K=1.out,26843.884439
SS10_replicate3_12.str.admix.K=1.out,9086.130817
SS10_replicate3_13.str.admix.K=1.out,8348.385490
SS10_replicate3_14.str.admix.K=1.out,7709.418473
SS10_replicate3_15.str.admix.K=1.out,8272.265215
SS10_replicate3_16.str.admix.K=1.out,8792.852709
SS10_replicate3_17.str.admix.K=1.out,7789.259446
SS10_replicate3_18.str.admix.K=1.out,9901.985901
SS10_replicate3_19.str.admix.K=1.out,24074.289443
SS10_replicate3_1.str.admix.K=1.out,7536.985915
SS10_replicate3_2.str.admix.K=1.out,5559.542795
SS10_replicate3_3.str.admix.K=1.out,16538.616054
SS10_replicate3_4.str.admix.K=1.out,18459.816136
SS10_replicate3_5.str.admix.K=1.out,16806.078840
SS10_replicate3_6.str.admix.K=1.out,7744.092978
SS10_replicate3_7.str.admix.K=1.out,8418.140394
SS10_replicate3_8.str.admix.K=1.out,11076.649535
SS10_replicate3_9.str.admix.K=1.out,11065.620754
SS10_replicate4_0.str.admix.K=1.out,7232.407447
SS10_replicate4_10.str.admix.K=1.out,11767.813365
SS10_replicate4_11.str.admix.K=1.out,10004.184667
SS10_replicate4_12.str.admix.K=1.out,10584.796802
SS10_replicate4_13.str.admix.K=1.out,7376.791897
SS10_replicate4_14.str.admix.K=1.out,14480.025447
SS10_replicate4_15.str.admix.K=1.out,7534.739084
SS10_replicate4_16.str.admix.K=1.out,6822.309660
SS10_replicate4_17.str.admix.K=1.out,9572.600399
SS10_replicate4_18.str.admix.K=1.out,10199.723543
SS10_replicate4_19.str.admix.K=1.out,13797.978383
SS10_replicate4_1.str.admix.K=1.out,15524.676710
SS10_replicate4_2.str.admix.K=1.out,7863.174297
SS10_replicate4_3.str.admix.K=1.out,10116.162480
SS10_replicate4_4.str.admix.K=1.out,31216.395546
SS10_replicate4_5.str.admix.K=1.out,13139.991319
SS10_replicate4_6.str.admix.K=1.out,8476.817858
SS10_replicate4_7.str.admix.K=1.out,8089.886548
SS10_replicate4_8.str.admix.K=1.out,6708.740254
SS10_replicate4_9.str.admix.K=1.out,12145.591177
SS10_replicate5_0.str.admix.K=1.out,6328.640086
SS10_replicate5_10.str.admix.K=1.out,14158.437986
SS10_replicate5_11.str.admix.K=1.out,6150.220687
SS10_replicate5_12.str.admix.K=1.out,13176.022483
SS10_replicate5_13.str.admix.K=1.out,4802.003368
SS10_replicate5_14.str.admix.K=1.out,13591.140392
SS10_replicate5_15.str.admix.K=1.out,10527.847887
SS10_replicate5_16.str.admix.K=1.out,7800.957508
SS10_replicate5_17.str.admix.K=1.out,13836.304315
SS10_replicate5_18.str.admix.K=1.out,30986.991370
SS10_replicate5_19.str.admix.K=1.out,6225.291908
SS10_replicate5_1.str.admix.K=1.out,6515.696462
SS10_replicate5_2.str.admix.K=1.out,5559.347997
SS10_replicate5_3.str.admix.K=1.out,7758.062134
