k	l	m	KLM
0	0	0	0.000000
0	0	1	1.000000
0	1	0	1.000000
0	1	1	0.000000
0	2	0	1.000000
0	2	1	0.000000
0	3	0	0.000000
0	3	1	1.000000
0	4	0	1.000000
0	4	1	0.000000
0	5	0	1.000000
0	5	1	0.000000
0	6	0	0.000000
0	6	1	1.000000
0	7	0	0.000000
0	7	1	1.000000
0	8	0	0.000000
0	8	1	1.000000
0	9	0	0.000000
0	9	1	1.000000
0	10	0	0.000000
0	10	1	1.000000
0	11	0	1.000000
0	11	1	0.000000
0	12	0	1.000000
0	12	1	0.000000
0	13	0	1.000000
0	13	1	0.000000
0	14	0	1.000000
0	14	1	0.000000
0	15	0	0.000000
0	15	1	1.000000
0	16	0	0.000000
0	16	1	1.000000
0	17	0	1.000000
0	17	1	0.000000
0	18	0	0.000000
0	18	1	1.000000
0	19	0	0.000000
0	19	1	1.000000
0	20	0	1.000000
0	20	1	0.000000
0	21	0	0.000000
0	21	1	1.000000
0	22	0	0.000000
0	22	1	1.000000
0	23	0	0.939688
0	23	1	0.060312
0	24	0	0.000000
0	24	1	1.000000
0	25	0	1.000000
0	25	1	0.000000
0	26	0	1.000000
0	26	1	0.000000
0	27	0	0.000000
0	27	1	1.000000
0	28	0	1.000000
0	28	1	0.000000
0	29	0	1.000000
0	29	1	0.000000
0	30	0	0.000000
0	30	1	1.000000
0	31	0	0.015125
0	31	1	0.984875
0	32	0	1.000000
0	32	1	0.000000
0	33	0	0.000000
0	33	1	1.000000
0	34	0	1.000000
0	34	1	0.000000
0	35	0	0.000000
0	35	1	1.000000
0	36	0	1.000000
0	36	1	0.000000
0	37	0	0.000000
0	37	1	1.000000
0	38	0	1.000000
0	38	1	0.000000
0	39	0	1.000000
0	39	1	0.000000
0	40	0	1.000000
0	40	1	0.000000
0	41	0	0.000000
0	41	1	1.000000
1	0	0	0.272284
1	0	1	0.727716
1	1	0	0.000000
1	1	1	1.000000
1	2	0	0.904475
1	2	1	0.095525
1	3	0	1.000000
1	3	1	0.000000
1	4	0	0.306792
1	4	1	0.693208
1	5	0	0.970104
1	5	1	0.029896
1	6	0	0.097501
1	6	1	0.902499
1	7	0	0.059617
1	7	1	0.940383
1	8	0	1.000000
1	8	1	0.000000
1	9	0	0.693208
1	9	1	0.306792
1	10	0	1.000000
1	10	1	0.000000
1	11	0	0.727716
1	11	1	0.272284
1	12	0	0.904475
1	12	1	0.095525
1	13	0	0.904475
1	13	1	0.095525
1	14	0	0.970072
1	14	1	0.029928
1	15	0	0.272284
1	15	1	0.727716
1	16	0	0.124907
1	16	1	0.875093
1	17	0	0.992521
1	17	1	0.007479
1	18	0	0.272284
1	18	1	0.727716
1	19	0	0.272284
1	19	1	0.727716
1	20	0	0.812959
1	20	1	0.187041
1	21	0	0.095525
1	21	1	0.904475
1	22	0	0.187041
1	22	1	0.812959
1	23	0	1.000000
1	23	1	0.000000
1	24	0	0.693208
1	24	1	0.306792
1	25	0	0.727716
1	25	1	0.272284
1	26	0	0.872413
1	26	1	0.127587
1	27	0	0.095525
1	27	1	0.904475
1	28	0	0.000000
1	28	1	1.000000
1	29	0	0.856714
1	29	1	0.143286
1	30	0	0.203782
1	30	1	0.796218
1	31	0	0.000000
1	31	1	1.000000
1	32	0	0.904475
1	32	1	0.095525
1	33	0	0.693208
1	33	1	0.306792
1	34	0	0.904475
1	34	1	0.095525
1	35	0	0.187041
1	35	1	0.812959
1	36	0	0.306792
1	36	1	0.693208
1	37	0	1.000000
1	37	1	0.000000
1	38	0	0.940383
1	38	1	0.059617
1	39	0	0.904475
1	39	1	0.095525
1	40	0	0.306792
1	40	1	0.693208
1	41	0	0.272284
1	41	1	0.727716

