i	k	etaik
0	0	0.000000
0	1	0.000000
0	2	0.000000
0	3	0.000000
0	4	1.000000
1	0	0.000000
1	1	0.000000
1	2	0.499999
1	3	0.000000
1	4	0.500001
2	0	0.000000
2	1	0.000000
2	2	0.499999
2	3	0.000000
2	4	0.500001
3	0	0.000000
3	1	0.000000
3	2	0.000000
3	3	0.000000
3	4	1.000000
4	0	0.000000
4	1	0.000000
4	2	0.499999
4	3	0.000000
4	4	0.500001
5	0	0.000000
5	1	0.000000
5	2	0.000000
5	3	0.000000
5	4	1.000000
6	0	0.000000
6	1	0.000000
6	2	0.000000
6	3	0.000000
6	4	1.000000
7	0	0.000000
7	1	0.000000
7	2	0.499999
7	3	0.000000
7	4	0.500001
8	0	0.000000
8	1	0.000000
8	2	0.000000
8	3	0.000000
8	4	1.000000
9	0	0.000000
9	1	0.000000
9	2	0.499999
9	3	0.000000
9	4	0.500001
10	0	0.473695
10	1	0.000000
10	2	0.028079
10	3	0.000028
10	4	0.498198
11	0	0.000000
11	1	0.000000
11	2	0.499999
11	3	0.000000
11	4	0.500001
12	0	0.000000
12	1	0.000000
12	2	0.000000
12	3	0.000000
12	4	1.000000
13	0	0.541134
13	1	0.000000
13	2	0.000000
13	3	0.000004
13	4	0.458862
14	0	0.000000
14	1	0.000000
14	2	0.499999
14	3	0.000000
14	4	0.500001
15	0	0.473990
15	1	0.000000
15	2	0.027557
15	3	0.000044
15	4	0.498408
16	0	0.476327
16	1	0.000000
16	2	0.523633
16	3	0.000039
16	4	0.000000
17	0	0.000000
17	1	0.000000
17	2	0.499999
17	3	0.000000
17	4	0.500001
18	0	0.473971
18	1	0.000000
18	2	0.027576
18	3	0.000051
18	4	0.498402
19	0	0.474009
19	1	0.000000
19	2	0.027571
19	3	0.000020
19	4	0.498400
20	0	0.000017
20	1	0.000000
20	2	0.000000
20	3	0.999983
20	4	0.000000
21	0	0.000000
21	1	0.504539
21	2	0.000000
21	3	0.495461
21	4	0.000000
22	0	0.000000
22	1	0.504539
22	2	0.000000
22	3	0.495461
22	4	0.000000
23	0	0.000017
23	1	0.000000
23	2	0.000000
23	3	0.999983
23	4	0.000000
24	0	0.000014
24	1	0.000000
24	2	0.000000
24	3	0.999986
24	4	0.000000
25	0	0.000019
25	1	0.000000
25	2	0.000000
25	3	0.999981
25	4	0.000000
26	0	0.000000
26	1	1.000000
26	2	0.000000
26	3	0.000000
26	4	0.000000
27	0	0.000020
27	1	0.000000
27	2	0.000000
27	3	0.999979
27	4	0.000000
28	0	0.000000
28	1	0.504539
28	2	0.000000
28	3	0.495461
28	4	0.000000
29	0	0.000010
29	1	0.000000
29	2	0.000000
29	3	0.999990
29	4	0.000000

