File,AIC
SS3_replicate0_0.str.admix.K=3.out,316.703452
SS3_replicate0_10.str.admix.K=3.out,342.859700
SS3_replicate0_11.str.admix.K=3.out,270.123787
SS3_replicate0_12.str.admix.K=3.out,334.183898
SS3_replicate0_13.str.admix.K=3.out,196.009496
SS3_replicate0_14.str.admix.K=3.out,404.822266
SS3_replicate0_15.str.admix.K=3.out,589.510238
SS3_replicate0_16.str.admix.K=3.out,384.540076
SS3_replicate0_17.str.admix.K=3.out,226.498705
SS3_replicate0_18.str.admix.K=3.out,410.301866
SS3_replicate0_19.str.admix.K=3.out,314.840886
SS3_replicate0_1.str.admix.K=3.out,341.470430
SS3_replicate0_2.str.admix.K=3.out,148.180712
SS3_replicate0_3.str.admix.K=3.out,210.687279
SS3_replicate0_4.str.admix.K=3.out,259.594405
SS3_replicate0_5.str.admix.K=3.out,261.591219
SS3_replicate0_6.str.admix.K=3.out,367.465175
SS3_replicate0_7.str.admix.K=3.out,315.744382
SS3_replicate0_8.str.admix.K=3.out,272.586247
SS3_replicate0_9.str.admix.K=3.out,454.050231
SS3_replicate1_0.str.admix.K=3.out,383.986957
SS3_replicate1_10.str.admix.K=3.out,172.728294
SS3_replicate1_11.str.admix.K=3.out,292.549000
SS3_replicate1_12.str.admix.K=3.out,483.040317
SS3_replicate1_13.str.admix.K=3.out,235.932811
SS3_replicate1_14.str.admix.K=3.out,316.989693
SS3_replicate1_15.str.admix.K=3.out,331.649022
SS3_replicate1_16.str.admix.K=3.out,569.788849
SS3_replicate1_17.str.admix.K=3.out,210.869034
SS3_replicate1_18.str.admix.K=3.out,291.065676
SS3_replicate1_19.str.admix.K=3.out,132.501657
SS3_replicate1_1.str.admix.K=3.out,435.280610
SS3_replicate1_2.str.admix.K=3.out,166.180980
SS3_replicate1_3.str.admix.K=3.out,189.494145
SS3_replicate1_4.str.admix.K=3.out,213.998482
SS3_replicate1_5.str.admix.K=3.out,679.244739
SS3_replicate1_6.str.admix.K=3.out,329.148165
SS3_replicate1_7.str.admix.K=3.out,211.373919
SS3_replicate1_8.str.admix.K=3.out,267.150518
SS3_replicate1_9.str.admix.K=3.out,292.549000
SS3_replicate2_0.str.admix.K=3.out,350.995224
SS3_replicate2_10.str.admix.K=3.out,319.684543
SS3_replicate2_11.str.admix.K=3.out,566.243036
SS3_replicate2_12.str.admix.K=3.out,176.790001
SS3_replicate2_13.str.admix.K=3.out,230.753454
SS3_replicate2_14.str.admix.K=3.out,275.984620
SS3_replicate2_15.str.admix.K=3.out,420.194424
SS3_replicate2_16.str.admix.K=3.out,249.088140
SS3_replicate2_17.str.admix.K=3.out,296.064376
SS3_replicate2_18.str.admix.K=3.out,466.942625
SS3_replicate2_19.str.admix.K=3.out,291.757980
SS3_replicate2_1.str.admix.K=3.out,279.479121
SS3_replicate2_2.str.admix.K=3.out,560.481780
SS3_replicate2_3.str.admix.K=3.out,259.040660
SS3_replicate2_4.str.admix.K=3.out,234.652269
SS3_replicate2_5.str.admix.K=3.out,520.043214
SS3_replicate2_6.str.admix.K=3.out,418.995763
SS3_replicate2_7.str.admix.K=3.out,304.335343
SS3_replicate2_8.str.admix.K=3.out,461.921328
SS3_replicate2_9.str.admix.K=3.out,232.208343
SS3_replicate3_0.str.admix.K=3.out,305.235327
SS3_replicate3_10.str.admix.K=3.out,357.503994
SS3_replicate3_11.str.admix.K=3.out,266.178926
SS3_replicate3_12.str.admix.K=3.out,184.885151
SS3_replicate3_13.str.admix.K=3.out,244.766680
SS3_replicate3_14.str.admix.K=3.out,319.776692
SS3_replicate3_15.str.admix.K=3.out,319.143398
SS3_replicate3_16.str.admix.K=3.out,250.233151
SS3_replicate3_17.str.admix.K=3.out,381.866681
SS3_replicate3_18.str.admix.K=3.out,422.914273
SS3_replicate3_19.str.admix.K=3.out,265.510948
SS3_replicate3_1.str.admix.K=3.out,137.545182
SS3_replicate3_2.str.admix.K=3.out,182.832456
SS3_replicate3_3.str.admix.K=3.out,495.205824
SS3_replicate3_4.str.admix.K=3.out,315.406052
SS3_replicate3_5.str.admix.K=3.out,222.205087
SS3_replicate3_6.str.admix.K=3.out,161.540218
SS3_replicate3_7.str.admix.K=3.out,208.068799
