File,AIC
SS3_replicate0_0.str.admix.K=4.out,390.674670
SS3_replicate0_10.str.admix.K=4.out,414.690840
SS3_replicate0_11.str.admix.K=4.out,331.841733
SS3_replicate0_12.str.admix.K=4.out,394.045179
SS3_replicate0_13.str.admix.K=4.out,260.938924
SS3_replicate0_14.str.admix.K=4.out,497.674980
SS3_replicate0_15.str.admix.K=4.out,645.658147
SS3_replicate0_16.str.admix.K=4.out,418.318240
SS3_replicate0_17.str.admix.K=4.out,286.367848
SS3_replicate0_18.str.admix.K=4.out,484.951353
SS3_replicate0_19.str.admix.K=4.out,342.955110
SS3_replicate0_1.str.admix.K=4.out,410.181509
SS3_replicate0_2.str.admix.K=4.out,210.180712
SS3_replicate0_3.str.admix.K=4.out,272.401292
SS3_replicate0_4.str.admix.K=4.out,307.515834
SS3_replicate0_5.str.admix.K=4.out,342.611696
SS3_replicate0_6.str.admix.K=4.out,433.324916
SS3_replicate0_7.str.admix.K=4.out,384.779572
SS3_replicate0_8.str.admix.K=4.out,366.586332
SS3_replicate0_9.str.admix.K=4.out,505.069496
SS3_replicate1_0.str.admix.K=4.out,439.300557
SS3_replicate1_10.str.admix.K=4.out,236.500306
SS3_replicate1_11.str.admix.K=4.out,345.791650
SS3_replicate1_12.str.admix.K=4.out,472.771342
SS3_replicate1_13.str.admix.K=4.out,287.743172
SS3_replicate1_14.str.admix.K=4.out,385.159646
SS3_replicate1_15.str.admix.K=4.out,410.337662
SS3_replicate1_16.str.admix.K=4.out,652.109927
SS3_replicate1_17.str.admix.K=4.out,285.074385
SS3_replicate1_18.str.admix.K=4.out,309.965933
SS3_replicate1_19.str.admix.K=4.out,192.498786
SS3_replicate1_1.str.admix.K=4.out,504.709438
SS3_replicate1_2.str.admix.K=4.out,235.179556
SS3_replicate1_3.str.admix.K=4.out,252.544402
SS3_replicate1_4.str.admix.K=4.out,285.237895
SS3_replicate1_5.str.admix.K=4.out,727.191370
SS3_replicate1_6.str.admix.K=4.out,395.760331
SS3_replicate1_7.str.admix.K=4.out,283.091211
SS3_replicate1_8.str.admix.K=4.out,327.555915
SS3_replicate1_9.str.admix.K=4.out,345.791650
SS3_replicate2_0.str.admix.K=4.out,408.914345
SS3_replicate2_10.str.admix.K=4.out,359.330433
SS3_replicate2_11.str.admix.K=4.out,630.531554
SS3_replicate2_12.str.admix.K=4.out,236.643141
SS3_replicate2_13.str.admix.K=4.out,294.224469
SS3_replicate2_14.str.admix.K=4.out,333.319340
SS3_replicate2_15.str.admix.K=4.out,509.473071
SS3_replicate2_16.str.admix.K=4.out,313.910754
SS3_replicate2_17.str.admix.K=4.out,355.316708
SS3_replicate2_18.str.admix.K=4.out,552.944934
SS3_replicate2_19.str.admix.K=4.out,377.757332
SS3_replicate2_1.str.admix.K=4.out,324.686247
SS3_replicate2_2.str.admix.K=4.out,635.114184
SS3_replicate2_3.str.admix.K=4.out,333.040692
SS3_replicate2_4.str.admix.K=4.out,288.772613
SS3_replicate2_5.str.admix.K=4.out,583.432270
SS3_replicate2_6.str.admix.K=4.out,439.654430
SS3_replicate2_7.str.admix.K=4.out,373.740456
SS3_replicate2_8.str.admix.K=4.out,551.921374
SS3_replicate2_9.str.admix.K=4.out,293.552976
SS3_replicate3_0.str.admix.K=4.out,380.823178
SS3_replicate3_10.str.admix.K=4.out,427.833988
SS3_replicate3_11.str.admix.K=4.out,326.607249
SS3_replicate3_12.str.admix.K=4.out,251.775064
SS3_replicate3_13.str.admix.K=4.out,309.455559
SS3_replicate3_14.str.admix.K=4.out,386.771675
SS3_replicate3_15.str.admix.K=4.out,378.154799
SS3_replicate3_16.str.admix.K=4.out,334.520252
SS3_replicate3_17.str.admix.K=4.out,441.398297
SS3_replicate3_18.str.admix.K=4.out,505.153607
SS3_replicate3_19.str.admix.K=4.out,334.376142
SS3_replicate3_1.str.admix.K=4.out,201.545691
SS3_replicate3_2.str.admix.K=4.out,241.492479
SS3_replicate3_3.str.admix.K=4.out,533.315555
SS3_replicate3_4.str.admix.K=4.out,407.405935
SS3_replicate3_5.str.admix.K=4.out,315.266977
SS3_replicate3_6.str.admix.K=4.out,233.953034
