i	k	etaik
0	0	1.000000
0	1	0.000000
1	0	1.000000
1	1	0.000000
2	0	1.000000
2	1	0.000000
3	0	0.720439
3	1	0.279561
4	0	0.997602
4	1	0.002398
5	0	1.000000
5	1	0.000000
6	0	1.000000
6	1	0.000000
7	0	0.997241
7	1	0.002759
8	0	1.000000
8	1	0.000000
9	0	0.580233
9	1	0.419767
10	0	0.928644
10	1	0.071356
11	0	0.000000
11	1	1.000000
12	0	0.472917
12	1	0.527083
13	0	1.000000
13	1	0.000000
14	0	0.000000
14	1	1.000000
15	0	0.928645
15	1	0.071355
16	0	1.000000
16	1	0.000000
17	0	0.501764
17	1	0.498236
18	0	1.000000
18	1	0.000000
19	0	0.472917
19	1	0.527083
20	0	0.499034
20	1	0.500966
21	0	0.000000
21	1	1.000000
22	0	0.000000
22	1	1.000000
23	0	0.499034
23	1	0.500966
24	0	0.000000
24	1	1.000000
25	0	0.000000
25	1	1.000000
26	0	0.000000
26	1	1.000000
27	0	0.000000
27	1	1.000000
28	0	0.580233
28	1	0.419767
29	0	0.499034
29	1	0.500966

