i	k	etaik
0	0	0.000000
0	1	0.174032
0	2	0.000000
0	3	0.000000
0	4	0.381274
0	5	0.444694
1	0	0.000000
1	1	0.156512
1	2	0.000000
1	3	0.000000
1	4	0.260193
1	5	0.583295
2	0	0.000000
2	1	0.123476
2	2	0.000000
2	3	0.000000
2	4	0.272423
2	5	0.604101
3	0	0.000000
3	1	0.136476
3	2	0.000000
3	3	0.000000
3	4	0.216462
3	5	0.647062
4	0	0.000000
4	1	0.064998
4	2	0.000000
4	3	0.000000
4	4	0.431756
4	5	0.503246
5	0	0.000000
5	1	0.108828
5	2	0.000000
5	3	0.000000
5	4	0.353820
5	5	0.537352
6	0	0.000000
6	1	0.000000
6	2	0.000000
6	3	0.000000
6	4	0.247031
6	5	0.752969
7	0	0.000000
7	1	0.125583
7	2	0.000000
7	3	0.000000
7	4	0.404252
7	5	0.470166
8	0	0.000000
8	1	0.122761
8	2	0.000000
8	3	0.000000
8	4	0.250349
8	5	0.626890
9	0	0.000000
9	1	0.034208
9	2	0.000000
9	3	0.000000
9	4	0.380431
9	5	0.585361
10	0	0.000000
10	1	0.013334
10	2	0.358769
10	3	0.495989
10	4	0.081826
10	5	0.050081
11	0	0.000000
11	1	0.000094
11	2	0.522119
11	3	0.477247
11	4	0.000405
11	5	0.000135
12	0	0.000111
12	1	0.000000
12	2	0.000000
12	3	0.999889
12	4	0.000000
12	5	0.000000
13	0	0.000000
13	1	0.060764
13	2	0.358393
13	3	0.495933
13	4	0.056803
13	5	0.028107
14	0	0.000000
14	1	0.000000
14	2	0.000000
14	3	1.000000
14	4	0.000000
14	5	0.000000
15	0	0.499758
15	1	0.025834
15	2	0.358229
15	3	0.000000
15	4	0.080631
15	5	0.035549
16	0	0.000000
16	1	0.000000
16	2	0.000000
16	3	1.000000
16	4	0.000000
16	5	0.000000
17	0	0.000000
17	1	0.000269
17	2	0.522108
17	3	0.477244
17	4	0.000321
17	5	0.000058
18	0	0.000000
18	1	0.000000
18	2	0.000000
18	3	1.000000
18	4	0.000000
18	5	0.000000
19	0	0.000000
19	1	0.000000
19	2	1.000000
19	3	0.000000
19	4	0.000000
19	5	0.000000
20	0	0.526737
20	1	0.000000
20	2	0.000000
20	3	0.473263
20	4	0.000000
20	5	0.000000
21	0	0.526726
21	1	0.000000
21	2	0.000000
21	3	0.473274
21	4	0.000000
21	5	0.000000
22	0	0.526738
22	1	0.000000
22	2	0.000000
22	3	0.473262
22	4	0.000000
22	5	0.000000
23	0	0.526729
23	1	0.000000
23	2	0.000000
23	3	0.473271
23	4	0.000000
23	5	0.000000
24	0	1.000000
24	1	0.000000
24	2	0.000000
24	3	0.000000
24	4	0.000000
24	5	0.000000
25	0	0.526762
25	1	0.000000
25	2	0.000000
25	3	0.473238
25	4	0.000000
25	5	0.000000
26	0	0.526735
26	1	0.000000
26	2	0.000000
26	3	0.473265
26	4	0.000000
26	5	0.000000
27	0	0.526726
27	1	0.000000
27	2	0.000000
27	3	0.473274
27	4	0.000000
27	5	0.000000
28	0	0.526755
28	1	0.000000
28	2	0.000000
28	3	0.473245
28	4	0.000000
28	5	0.000000
29	0	0.526743
29	1	0.000000
29	2	0.000000
29	3	0.473257
29	4	0.000000
29	5	0.000000

