i	k	etaik
0	0	0.006336
0	1	0.000000
0	2	0.495770
0	3	0.497894
0	4	0.000000
1	0	0.003757
1	1	0.000000
1	2	0.496099
1	3	0.495954
1	4	0.004190
2	0	0.000000
2	1	0.000000
2	2	0.000000
2	3	0.500000
2	4	0.500000
3	0	0.000000
3	1	0.000000
3	2	0.000000
3	3	1.000000
3	4	0.000000
4	0	0.000000
4	1	0.000000
4	2	0.000000
4	3	1.000000
4	4	0.000000
5	0	0.000000
5	1	0.000000
5	2	0.000000
5	3	1.000000
5	4	0.000000
6	0	0.003539
6	1	0.000423
6	2	0.497915
6	3	0.000000
6	4	0.498122
7	0	0.000000
7	1	0.000000
7	2	0.000000
7	3	0.000000
7	4	1.000000
8	0	0.000000
8	1	0.000000
8	2	0.000000
8	3	1.000000
8	4	0.000000
9	0	0.005941
9	1	0.000000
9	2	0.497029
9	3	0.000000
9	4	0.497029
10	0	0.000000
10	1	0.000000
10	2	0.497964
10	3	0.495911
10	4	0.006125
11	0	0.000000
11	1	0.000000
11	2	0.000000
11	3	1.000000
11	4	0.000000
12	0	0.000000
12	1	0.000000
12	2	0.000000
12	3	1.000000
12	4	0.000000
13	0	0.000000
13	1	0.000000
13	2	1.000000
13	3	0.000000
13	4	0.000000
14	0	0.000087
14	1	0.000000
14	2	0.499389
14	3	0.498863
14	4	0.001661
15	0	0.008893
15	1	0.000000
15	2	0.495554
15	3	0.000000
15	4	0.495554
16	0	0.003848
16	1	0.000000
16	2	0.496144
16	3	0.496136
16	4	0.003873
17	0	0.000000
17	1	0.000000
17	2	0.000000
17	3	1.000000
17	4	0.000000
18	0	0.007128
18	1	0.000000
18	2	0.495204
18	3	0.497558
18	4	0.000110
19	0	0.000000
19	1	0.000000
19	2	0.500000
19	3	0.500000
19	4	0.000000
20	0	1.000000
20	1	0.000000
20	2	0.000000
20	3	0.000000
20	4	0.000000
21	0	0.000000
21	1	1.000000
21	2	0.000000
21	3	0.000000
21	4	0.000000
22	0	1.000000
22	1	0.000000
22	2	0.000000
22	3	0.000000
22	4	0.000000
23	0	0.500000
23	1	0.000000
23	2	0.500000
23	3	0.000000
23	4	0.000000
24	0	1.000000
24	1	0.000000
24	2	0.000000
24	3	0.000000
24	4	0.000000
25	0	0.430055
25	1	0.569945
25	2	0.000000
25	3	0.000000
25	4	0.000000
26	0	0.500000
26	1	0.000000
26	2	0.500000
26	3	0.000000
26	4	0.000000
27	0	0.500000
27	1	0.000000
27	2	0.500000
27	3	0.000000
27	4	0.000000
28	0	1.000000
28	1	0.000000
28	2	0.000000
28	3	0.000000
28	4	0.000000
29	0	1.000000
29	1	0.000000
29	2	0.000000
29	3	0.000000
29	4	0.000000

