i	k	etaik
0	0	0.426639
0	1	0.371659
0	2	0.201701
0	3	0.000000
0	4	0.000000
1	0	0.000000
1	1	0.648271
1	2	0.351729
1	3	0.000000
1	4	0.000000
2	0	0.399427
2	1	0.052241
2	2	0.000000
2	3	0.000000
2	4	0.548332
3	0	0.000000
3	1	0.000000
3	2	0.000013
3	3	0.451456
3	4	0.548531
4	0	0.403814
4	1	0.000000
4	2	0.596186
4	3	0.000000
4	4	0.000000
5	0	0.000000
5	1	0.000000
5	2	1.000000
5	3	0.000000
5	4	0.000000
6	0	0.000000
6	1	0.794111
6	2	0.205889
6	3	0.000000
6	4	0.000000
7	0	0.000000
7	1	0.658594
7	2	0.341406
7	3	0.000000
7	4	0.000000
8	0	0.359659
8	1	0.640341
8	2	0.000000
8	3	0.000000
8	4	0.000000
9	0	0.178834
9	1	0.645200
9	2	0.175966
9	3	0.000000
9	4	0.000000
10	0	0.295191
10	1	0.025546
10	2	0.130931
10	3	0.000000
10	4	0.548332
11	0	0.214676
11	1	0.042702
11	2	0.194291
11	3	0.000000
11	4	0.548332
12	0	0.338840
12	1	0.000000
12	2	0.661160
12	3	0.000000
12	4	0.000000
13	0	0.266757
13	1	0.474874
13	2	0.258368
13	3	0.000000
13	4	0.000000
14	0	0.000000
14	1	1.000000
14	2	0.000000
14	3	0.000000
14	4	0.000000
15	0	0.208271
15	1	0.378358
15	2	0.413370
15	3	0.000000
15	4	0.000000
16	0	0.355044
16	1	0.644956
16	2	0.000000
16	3	0.000000
16	4	0.000000
17	0	0.000000
17	1	0.023752
17	2	0.427916
17	3	0.000000
17	4	0.548332
18	0	0.151339
18	1	0.549300
18	2	0.299361
18	3	0.000000
18	4	0.000000
19	0	0.356532
19	1	0.095136
19	2	0.000000
19	3	0.000000
19	4	0.548332
20	0	0.151222
20	1	0.550586
20	2	0.298193
20	3	0.000000
20	4	0.000000
21	0	0.151222
21	1	0.550586
21	2	0.298193
21	3	0.000000
21	4	0.000000
22	0	0.069467
22	1	0.300547
22	2	0.069715
22	3	0.560272
22	4	0.000000
23	0	0.000000
23	1	0.654650
23	2	0.345350
23	3	0.000000
23	4	0.000000
24	0	1.000000
24	1	0.000000
24	2	0.000000
24	3	0.000000
24	4	0.000000
25	0	0.535259
25	1	0.464741
25	2	0.000000
25	3	0.000000
25	4	0.000000
26	0	0.215267
26	1	0.784733
26	2	0.000000
26	3	0.000000
26	4	0.000000
27	0	0.211988
27	1	0.227152
27	2	0.000000
27	3	0.560860
27	4	0.000000
28	0	0.000000
28	1	0.651383
28	2	0.348617
28	3	0.000000
28	4	0.000000
29	0	0.178254
29	1	0.646785
29	2	0.174962
29	3	0.000000
29	4	0.000000

