k	l	m	KLM
0	0	0	0.000000
0	0	1	1.000000
0	1	0	0.000000
0	1	1	1.000000
0	2	0	0.000000
0	2	1	1.000000
0	3	0	0.000000
0	3	1	1.000000
0	4	0	0.000000
0	4	1	1.000000
0	5	0	0.000000
0	5	1	1.000000
0	6	0	1.000000
0	6	1	0.000000
0	6	2	0.000000
0	7	0	0.000000
0	7	1	1.000000
0	8	0	1.000000
0	8	1	0.000000
1	0	0	1.000000
1	0	1	0.000000
1	1	0	1.000000
1	1	1	0.000000
1	2	0	0.231449
1	2	1	0.768551
1	3	0	0.000000
1	3	1	1.000000
1	4	0	0.000000
1	4	1	1.000000
1	5	0	0.000000
1	5	1	1.000000
1	6	0	1.000000
1	6	1	0.000000
1	6	2	0.000000
1	7	0	0.000000
1	7	1	1.000000
1	8	0	0.000000
1	8	1	1.000000
2	0	0	0.000001
2	0	1	0.999999
2	1	0	0.000001
2	1	1	0.999999
2	2	0	0.000000
2	2	1	1.000000
2	3	0	0.000000
2	3	1	1.000000
2	4	0	0.000008
2	4	1	0.999992
2	5	0	0.000000
2	5	1	1.000000
2	6	0	0.045985
2	6	1	0.954014
2	6	2	0.000000
2	7	0	0.000000
2	7	1	1.000000
2	8	0	0.999999
2	8	1	0.000001
3	0	0	0.513427
3	0	1	0.486573
3	1	0	0.513427
3	1	1	0.486573
3	2	0	0.000000
3	2	1	1.000000
3	3	0	0.000000
3	3	1	1.000000
3	4	0	0.513317
3	4	1	0.486683
3	5	0	0.513316
3	5	1	0.486684
3	6	0	0.486526
3	6	1	0.000000
3	6	2	0.513474
3	7	0	0.513316
3	7	1	0.486684
3	8	0	1.000000
3	8	1	0.000000
4	0	0	0.000000
4	0	1	1.000000
4	1	0	0.000000
4	1	1	1.000000
4	2	0	0.000000
4	2	1	1.000000
4	3	0	1.000000
4	3	1	0.000000
4	4	0	0.000000
4	4	1	1.000000
4	5	0	0.000000
4	5	1	1.000000
4	6	0	1.000000
4	6	1	0.000000
4	6	2	0.000000
4	7	0	0.000000
4	7	1	1.000000
4	8	0	1.000000
4	8	1	0.000000
5	0	0	0.000000
5	0	1	1.000000
5	1	0	0.000000
5	1	1	1.000000
5	2	0	0.000000
5	2	1	1.000000
5	3	0	0.000000
5	3	1	1.000000
5	4	0	0.000000
5	4	1	1.000000
5	5	0	0.000000
5	5	1	1.000000
5	6	0	1.000000
5	6	1	0.000000
5	6	2	0.000000
5	7	0	0.000000
5	7	1	1.000000
5	8	0	1.000000
5	8	1	0.000000

