i	k	etaik
0	0	0.000000
0	1	1.000000
0	2	0.000000
1	0	0.000000
1	1	0.504980
1	2	0.495020
2	0	0.000000
2	1	1.000000
2	2	0.000000
3	0	0.000000
3	1	0.000000
3	2	1.000000
4	0	0.000000
4	1	0.339328
4	2	0.660672
5	0	0.000000
5	1	1.000000
5	2	0.000000
6	0	0.000000
6	1	1.000000
6	2	0.000000
7	0	0.000000
7	1	0.339329
7	2	0.660671
8	0	0.000000
8	1	1.000000
8	2	0.000000
9	0	0.494186
9	1	0.438026
9	2	0.067788
10	0	0.000000
10	1	0.000000
10	2	1.000000
11	0	1.000000
11	1	0.000000
11	2	0.000000
12	0	0.449630
12	1	0.000008
12	2	0.550362
13	0	0.000000
13	1	0.000000
13	2	1.000000
14	0	1.000000
14	1	0.000000
14	2	0.000000
15	0	0.000000
15	1	0.000000
15	2	1.000000
16	0	0.000000
16	1	0.000000
16	2	1.000000
17	0	0.356612
17	1	0.236994
17	2	0.406394
18	0	0.000000
18	1	0.000000
18	2	1.000000
19	0	0.449631
19	1	0.000008
19	2	0.550361
20	0	0.455676
20	1	0.544323
20	2	0.000001
21	0	1.000000
21	1	0.000000
21	2	0.000000
22	0	1.000000
22	1	0.000000
22	2	0.000000
23	0	0.455677
23	1	0.544323
23	2	0.000000
24	0	1.000000
24	1	0.000000
24	2	0.000000
25	0	1.000000
25	1	0.000000
25	2	0.000000
26	0	1.000000
26	1	0.000000
26	2	0.000000
27	0	1.000000
27	1	0.000000
27	2	0.000000
28	0	0.494077
28	1	0.437821
28	2	0.068102
29	0	0.455675
29	1	0.544322
29	2	0.000003

