File,BIC
SS3_replicate0_0.str.admix.K=3.out,442.811216
SS3_replicate0_10.str.admix.K=3.out,464.763872
SS3_replicate0_11.str.admix.K=3.out,383.620775
SS3_replicate0_12.str.admix.K=3.out,451.884478
SS3_replicate0_13.str.admix.K=3.out,292.692115
SS3_replicate0_14.str.admix.K=3.out,543.540806
SS3_replicate0_15.str.admix.K=3.out,736.635963
SS3_replicate0_16.str.admix.K=3.out,510.647841
SS3_replicate0_17.str.admix.K=3.out,331.588508
SS3_replicate0_18.str.admix.K=3.out,553.223999
SS3_replicate0_19.str.admix.K=3.out,419.930690
SS3_replicate0_1.str.admix.K=3.out,492.799747
SS3_replicate0_2.str.admix.K=3.out,236.456147
SS3_replicate0_3.str.admix.K=3.out,311.573490
SS3_replicate0_4.str.admix.K=3.out,368.887801
SS3_replicate0_5.str.admix.K=3.out,383.495391
SS3_replicate0_6.str.admix.K=3.out,493.572939
SS3_replicate0_7.str.admix.K=3.out,433.444962
SS3_replicate0_8.str.admix.K=3.out,428.119157
SS3_replicate0_9.str.admix.K=3.out,584.361588
SS3_replicate1_0.str.admix.K=3.out,505.891129
SS3_replicate1_10.str.admix.K=3.out,265.207321
SS3_replicate1_11.str.admix.K=3.out,401.842396
SS3_replicate1_12.str.admix.K=3.out,630.166042
SS3_replicate1_13.str.admix.K=3.out,341.022615
SS3_replicate1_14.str.admix.K=3.out,438.893865
SS3_replicate1_15.str.admix.K=3.out,457.756786
SS3_replicate1_16.str.admix.K=3.out,716.914574
SS3_replicate1_17.str.admix.K=3.out,320.162430
SS3_replicate1_18.str.admix.K=3.out,404.562664
SS3_replicate1_19.str.admix.K=3.out,220.777092
SS3_replicate1_1.str.admix.K=3.out,590.813519
SS3_replicate1_2.str.admix.K=3.out,267.067192
SS3_replicate1_3.str.admix.K=3.out,290.380357
SS3_replicate1_4.str.admix.K=3.out,323.291878
SS3_replicate1_5.str.admix.K=3.out,843.184833
SS3_replicate1_6.str.admix.K=3.out,451.052337
SS3_replicate1_7.str.admix.K=3.out,320.667315
SS3_replicate1_8.str.admix.K=3.out,376.443914
SS3_replicate1_9.str.admix.K=3.out,401.842396
SS3_replicate2_0.str.admix.K=3.out,477.102988
SS3_replicate2_10.str.admix.K=3.out,445.792307
SS3_replicate2_11.str.admix.K=3.out,751.201091
SS3_replicate2_12.str.admix.K=3.out,273.472621
SS3_replicate2_13.str.admix.K=3.out,344.250442
SS3_replicate2_14.str.admix.K=3.out,393.685200
SS3_replicate2_15.str.admix.K=3.out,571.523741
SS3_replicate2_16.str.admix.K=3.out,362.585128
SS3_replicate2_17.str.admix.K=3.out,430.579325
SS3_replicate2_18.str.admix.K=3.out,605.661166
SS3_replicate2_19.str.admix.K=3.out,430.476521
SS3_replicate2_1.str.admix.K=3.out,388.772517
SS3_replicate2_2.str.admix.K=3.out,720.218281
SS3_replicate2_3.str.admix.K=3.out,372.537648
SS3_replicate2_4.str.admix.K=3.out,339.742072
SS3_replicate2_5.str.admix.K=3.out,688.186900
SS3_replicate2_6.str.admix.K=3.out,557.714304
SS3_replicate2_7.str.admix.K=3.out,430.443107
SS3_replicate2_8.str.admix.K=3.out,609.047053
SS3_replicate2_9.str.admix.K=3.out,337.298146
SS3_replicate3_0.str.admix.K=3.out,435.546683
SS3_replicate3_10.str.admix.K=3.out,496.222535
SS3_replicate3_11.str.admix.K=3.out,375.472321
SS3_replicate3_12.str.admix.K=3.out,285.771363
SS3_replicate3_13.str.admix.K=3.out,354.060076
SS3_replicate3_14.str.admix.K=3.out,450.088048
SS3_replicate3_15.str.admix.K=3.out,441.047570
SS3_replicate3_16.str.admix.K=3.out,397.358876
SS3_replicate3_17.str.admix.K=3.out,520.585222
SS3_replicate3_18.str.admix.K=3.out,561.632814
SS3_replicate3_19.str.admix.K=3.out,387.415121
SS3_replicate3_1.str.admix.K=3.out,230.024210
SS3_replicate3_2.str.admix.K=3.out,279.515076
SS3_replicate3_3.str.admix.K=3.out,625.517181
SS3_replicate3_4.str.admix.K=3.out,466.735369
SS3_replicate3_5.str.admix.K=3.out,335.702075
SS3_replicate3_6.str.admix.K=3.out,258.222837
SS3_replicate3_7.str.admix.K=3.out,304.751418
SS3_replicate3_8.str.admix.K=3.out,567.237937
SS3_replicate3_9.str.admix.K=3.out,364.244340
SS3_replicate4_0.str.admix.K=3.out,639.682541
SS3_replicate4_10.str.admix.K=3.out,382.806817
SS3_replicate4_11.str.admix.K=3.out,274.001628
SS3_replicate4_12.str.admix.K=3.out,566.889773
SS3_replicate4_13.str.admix.K=3.out,264.964569
SS3_replicate4_14.str.admix.K=3.out,398.787896
SS3_replicate4_15.str.admix.K=3.out,482.097780
SS3_replicate4_16.str.admix.K=3.out,537.034375
SS3_replicate4_17.str.admix.K=3.out,314.333374
SS3_replicate4_18.str.admix.K=3.out,288.986894
SS3_replicate4_19.str.admix.K=3.out,376.839718
SS3_replicate4_1.str.admix.K=3.out,783.806982
SS3_replicate4_2.str.admix.K=3.out,374.721964
SS3_replicate4_3.str.admix.K=3.out,459.365266
SS3_replicate4_4.str.admix.K=3.out,432.940376
SS3_replicate4_5.str.admix.K=3.out,279.025584
SS3_replicate4_6.str.admix.K=3.out,549.575765
SS3_replicate4_7.str.admix.K=3.out,394.855704
SS3_replicate4_8.str.admix.K=3.out,387.779508
SS3_replicate4_9.str.admix.K=3.out,327.276034
SS3_replicate5_0.str.admix.K=3.out,412.760664
SS3_replicate5_10.str.admix.K=3.out,449.817488
SS3_replicate5_11.str.admix.K=3.out,325.555483
SS3_replicate5_12.str.admix.K=3.out,367.940055
SS3_replicate5_13.str.admix.K=3.out,384.384726
SS3_replicate5_14.str.admix.K=3.out,756.649244
SS3_replicate5_15.str.admix.K=3.out,278.988281
SS3_replicate5_16.str.admix.K=3.out,341.828638
SS3_replicate5_17.str.admix.K=3.out,362.442029
SS3_replicate5_18.str.admix.K=3.out,345.578676
SS3_replicate5_19.str.admix.K=3.out,264.464720
SS3_replicate5_1.str.admix.K=3.out,384.910477
SS3_replicate5_2.str.admix.K=3.out,525.883053
SS3_replicate5_3.str.admix.K=3.out,392.755151
SS3_replicate5_4.str.admix.K=3.out,452.485048
SS3_replicate5_5.str.admix.K=3.out,546.381796
SS3_replicate5_6.str.admix.K=3.out,602.496082
SS3_replicate5_7.str.admix.K=3.out,713.607858
SS3_replicate5_8.str.admix.K=3.out,359.947555
SS3_replicate5_9.str.admix.K=3.out,434.191969
SS3_replicate6_0.str.admix.K=3.out,525.635275
SS3_replicate6_10.str.admix.K=3.out,288.384777
SS3_replicate6_11.str.admix.K=3.out,502.712793
SS3_replicate6_12.str.admix.K=3.out,313.323183
SS3_replicate6_13.str.admix.K=3.out,287.983889
SS3_replicate6_14.str.admix.K=3.out,421.368741
SS3_replicate6_15.str.admix.K=3.out,286.892805
SS3_replicate6_16.str.admix.K=3.out,334.311521
