i	k	etaik
0	0	1.000000
0	1	0.000000
1	0	1.000000
1	1	0.000000
2	0	1.000000
2	1	0.000000
3	0	1.000000
3	1	0.000000
4	0	1.000000
4	1	0.000000
5	0	1.000000
5	1	0.000000
6	0	1.000000
6	1	0.000000
7	0	1.000000
7	1	0.000000
8	0	1.000000
8	1	0.000000
9	0	1.000000
9	1	0.000000
10	0	0.522701
10	1	0.477299
11	0	0.000000
11	1	1.000000
12	0	0.000000
12	1	1.000000
13	0	0.522701
13	1	0.477299
14	0	0.434101
14	1	0.565899
15	0	0.522701
15	1	0.477299
16	0	0.522701
16	1	0.477299
17	0	0.000000
17	1	1.000000
18	0	0.522701
18	1	0.477299
19	0	0.000000
19	1	1.000000
20	0	1.000000
20	1	0.000000
21	0	0.522358
21	1	0.477642
22	0	0.566894
22	1	0.433106
23	0	1.000000
23	1	0.000000
24	0	0.566894
24	1	0.433106
25	0	1.000000
25	1	0.000000
26	0	1.000000
26	1	0.000000
27	0	1.000000
27	1	0.000000
28	0	1.000000
28	1	0.000000
29	0	1.000000
29	1	0.000000

