i	k	etaik
0	0	0.509910
0	1	0.484796
0	2	0.000000
0	3	0.000000
0	4	0.005294
0	5	0.000000
0	6	0.000000
0	7	0.000000
0	8	0.000000
0	9	0.000000
1	0	0.498324
1	1	0.000000
1	2	0.000000
1	3	0.500742
1	4	0.000934
1	5	0.000000
1	6	0.000000
1	7	0.000000
1	8	0.000000
1	9	0.000000
2	0	0.502344
2	1	0.000000
2	2	0.000000
2	3	0.000000
2	4	0.000000
2	5	0.000000
2	6	0.000000
2	7	0.000000
2	8	0.000000
2	9	0.497656
3	0	1.000000
3	1	0.000000
3	2	0.000000
3	3	0.000000
3	4	0.000000
3	5	0.000000
3	6	0.000000
3	7	0.000000
3	8	0.000000
3	9	0.000000
4	0	0.014192
4	1	0.000000
4	2	0.000000
4	3	0.000000
4	4	0.490491
4	5	0.000000
4	6	0.000000
4	7	0.000000
4	8	0.000000
4	9	0.495317
5	0	0.547722
5	1	0.000000
5	2	0.000000
5	3	0.000000
5	4	0.000000
5	5	0.000000
5	6	0.452278
5	7	0.000000
5	8	0.000000
5	9	0.000000
6	0	0.054704
6	1	0.000000
6	2	0.000000
6	3	0.000000
6	4	0.493520
6	5	0.000000
6	6	0.451776
6	7	0.000000
6	8	0.000000
6	9	0.000000
7	0	0.000000
7	1	0.483527
7	2	0.000000
7	3	0.000000
7	4	0.074123
7	5	0.000000
7	6	0.000000
7	7	0.000000
7	8	0.442349
7	9	0.000000
8	0	0.798413
8	1	0.000000
8	2	0.000000
8	3	0.000000
8	4	0.000000
8	5	0.000000
8	6	0.201587
8	7	0.000000
8	8	0.000000
8	9	0.000000
9	0	0.505528
9	1	0.000000
9	2	0.000000
9	3	0.000000
9	4	0.494472
9	5	0.000000
9	6	0.000000
9	7	0.000000
9	8	0.000000
9	9	0.000000
10	0	0.392171
10	1	0.000000
10	2	0.000000
10	3	0.000000
10	4	0.000000
10	5	0.000000
10	6	0.000000
10	7	0.000000
10	8	0.000000
10	9	0.607829
11	0	0.239013
11	1	0.000000
11	2	0.000000
11	3	0.500791
11	4	0.000562
11	5	0.000000
11	6	0.000000
11	7	0.000000
11	8	0.000000
11	9	0.259635
12	0	0.000000
12	1	0.000000
12	2	0.000000
12	3	1.000000
12	4	0.000000
12	5	0.000000
12	6	0.000000
12	7	0.000000
12	8	0.000000
12	9	0.000000
13	0	0.238270
13	1	0.000000
13	2	0.000000
13	3	0.500672
13	4	0.001413
13	5	0.000000
13	6	0.000000
13	7	0.000000
13	8	0.000000
13	9	0.259645
14	0	0.003778
14	1	0.000000
14	2	0.000000
14	3	0.499310
14	4	0.000000
14	5	0.000000
14	6	0.496912
14	7	0.000000
14	8	0.000000
14	9	0.000000
15	0	0.497857
15	1	0.000000
15	2	0.000000
15	3	0.500665
15	4	0.001478
15	5	0.000000
15	6	0.000000
15	7	0.000000
15	8	0.000000
15	9	0.000000
16	0	0.499126
16	1	0.000000
16	2	0.000000
16	3	0.500874
16	4	0.000000
16	5	0.000000
16	6	0.000000
16	7	0.000000
16	8	0.000000
16	9	0.000000
17	0	0.498776
17	1	0.000000
17	2	0.000000
17	3	0.500817
17	4	0.000408
17	5	0.000000
17	6	0.000000
17	7	0.000000
17	8	0.000000
17	9	0.000000
18	0	0.236621
18	1	0.000000
18	2	0.000000
18	3	0.500413
18	4	0.003288
18	5	0.000000
18	6	0.000000
18	7	0.000000
18	8	0.000000
18	9	0.259677
19	0	0.497594
19	1	0.000000
19	2	0.000000
19	3	0.500622
19	4	0.001784
19	5	0.000000
19	6	0.000000
19	7	0.000000
19	8	0.000000
19	9	0.000000
20	0	0.000000
20	1	0.000000
20	2	0.000000
