k	l	m	KLM
0	0	0	0.000000
0	0	1	1.000000
0	1	0	1.000000
0	1	1	0.000000
0	2	0	0.000000
0	2	1	1.000000
0	3	0	1.000000
0	3	1	0.000000
0	4	0	1.000000
0	4	1	0.000000
0	5	0	1.000000
0	5	1	0.000000
0	6	0	0.032575
0	6	1	0.967425
0	7	0	1.000000
0	7	1	0.000000
0	7	2	0.000000
0	8	0	1.000000
0	8	1	0.000000
0	9	0	0.909985
0	9	1	0.090015
0	10	0	1.000000
0	10	1	0.000000
0	11	0	0.601961
0	11	1	0.398039
0	12	0	0.000000
0	12	1	1.000000
0	13	0	0.000000
0	13	1	1.000000
0	14	0	0.000000
0	14	1	1.000000
0	14	2	0.000000
0	15	0	0.000000
0	15	1	1.000000
0	16	0	0.000000
0	16	1	1.000000
0	17	0	0.000000
0	17	1	1.000000
0	18	0	0.000000
0	18	1	1.000000
1	0	0	1.000000
1	0	1	0.000000
1	1	0	0.666292
1	1	1	0.333708
1	2	0	0.000000
1	2	1	1.000000
1	3	0	0.894786
1	3	1	0.105214
1	4	0	1.000000
1	4	1	0.000000
1	5	0	0.964329
1	5	1	0.035671
1	6	0	0.000000
1	6	1	1.000000
1	7	0	0.988210
1	7	1	0.011790
1	7	2	0.000000
1	8	0	1.000000
1	8	1	0.000000
1	9	0	0.000000
1	9	1	1.000000
1	10	0	0.000000
1	10	1	1.000000
1	11	0	1.000000
1	11	1	0.000000
1	12	0	0.000000
1	12	1	1.000000
1	13	0	0.059006
1	13	1	0.940994
1	14	0	1.000000
1	14	1	0.000000
1	14	2	0.000000
1	15	0	0.000000
1	15	1	1.000000
1	16	0	0.583175
1	16	1	0.416825
1	17	0	1.000000
1	17	1	0.000000
1	18	0	0.011840
1	18	1	0.988160
2	0	0	1.000000
2	0	1	0.000000
2	1	0	1.000000
2	1	1	0.000000
2	2	0	1.000000
2	2	1	0.000000
2	3	0	1.000000
2	3	1	0.000000
2	4	0	0.963002
2	4	1	0.036998
2	5	0	1.000000
2	5	1	0.000000
2	6	0	0.000000
2	6	1	1.000000
2	7	0	0.000000
2	7	1	0.000000
2	7	2	1.000000
2	8	0	0.981466
2	8	1	0.018534
2	9	0	0.000000
2	9	1	1.000000
2	10	0	1.000000
2	10	1	0.000000
2	11	0	1.000000
2	11	1	0.000000
2	12	0	0.073070
2	12	1	0.926930
2	13	0	0.000000
2	13	1	1.000000
2	14	0	0.836855
2	14	1	0.000000
2	14	2	0.163145
2	15	0	1.000000
2	15	1	0.000000
2	16	0	0.000000
2	16	1	1.000000
2	17	0	1.000000
2	17	1	0.000000
2	18	0	0.000000
2	18	1	1.000000

