File,AIC
ILM10_replicate0_0.str.admix.K=6.out,1801.142205
ILM10_replicate0_10.str.admix.K=6.out,2883.097294
ILM10_replicate0_11.str.admix.K=6.out,2523.848977
ILM10_replicate0_12.str.admix.K=6.out,2471.555760
ILM10_replicate0_13.str.admix.K=6.out,2888.559391
ILM10_replicate0_14.str.admix.K=6.out,2104.666554
ILM10_replicate0_15.str.admix.K=6.out,2013.333464
ILM10_replicate0_16.str.admix.K=6.out,3491.614127
ILM10_replicate0_17.str.admix.K=6.out,3523.724625
ILM10_replicate0_18.str.admix.K=6.out,2045.515418
ILM10_replicate0_19.str.admix.K=6.out,2793.103048
ILM10_replicate0_1.str.admix.K=6.out,4235.012195
ILM10_replicate0_2.str.admix.K=6.out,2767.175920
ILM10_replicate0_3.str.admix.K=6.out,5958.786949
ILM10_replicate0_4.str.admix.K=6.out,2790.639206
ILM10_replicate0_5.str.admix.K=6.out,2208.912225
ILM10_replicate0_6.str.admix.K=6.out,2309.366603
ILM10_replicate0_7.str.admix.K=6.out,2073.290395
ILM10_replicate0_8.str.admix.K=6.out,2477.527602
ILM10_replicate0_9.str.admix.K=6.out,2944.337527
ILM10_replicate1_0.str.admix.K=6.out,3682.627330
ILM10_replicate1_10.str.admix.K=6.out,2003.754839
ILM10_replicate1_11.str.admix.K=6.out,2622.301809
ILM10_replicate1_12.str.admix.K=6.out,2295.889567
ILM10_replicate1_13.str.admix.K=6.out,2078.210705
ILM10_replicate1_14.str.admix.K=6.out,1516.171303
ILM10_replicate1_15.str.admix.K=6.out,2129.627046
ILM10_replicate1_16.str.admix.K=6.out,3063.165219
ILM10_replicate1_17.str.admix.K=6.out,3300.753799
ILM10_replicate1_18.str.admix.K=6.out,2206.895581
ILM10_replicate1_19.str.admix.K=6.out,2687.116478
ILM10_replicate1_1.str.admix.K=6.out,3357.519369
ILM10_replicate1_2.str.admix.K=6.out,2291.090935
ILM10_replicate1_3.str.admix.K=6.out,2742.469428
ILM10_replicate1_4.str.admix.K=6.out,3555.482088
ILM10_replicate1_5.str.admix.K=6.out,2435.711873
ILM10_replicate1_6.str.admix.K=6.out,2440.119626
ILM10_replicate1_7.str.admix.K=6.out,2769.768326
ILM10_replicate1_8.str.admix.K=6.out,2878.536134
ILM10_replicate1_9.str.admix.K=6.out,2808.723078
ILM10_replicate2_0.str.admix.K=6.out,3038.809134
ILM10_replicate2_10.str.admix.K=6.out,3264.498373
ILM10_replicate2_11.str.admix.K=6.out,2270.603952
ILM10_replicate2_12.str.admix.K=6.out,2205.984683
ILM10_replicate2_13.str.admix.K=6.out,2519.080559
ILM10_replicate2_14.str.admix.K=6.out,2173.855758
ILM10_replicate2_15.str.admix.K=6.out,3593.458411
ILM10_replicate2_16.str.admix.K=6.out,1852.008213
ILM10_replicate2_17.str.admix.K=6.out,3265.854191
ILM10_replicate2_18.str.admix.K=6.out,1852.797960
ILM10_replicate2_19.str.admix.K=6.out,2534.469558
ILM10_replicate2_1.str.admix.K=6.out,3535.577189
ILM10_replicate2_2.str.admix.K=6.out,1970.791504
ILM10_replicate2_3.str.admix.K=6.out,2781.854146
ILM10_replicate2_4.str.admix.K=6.out,1794.283261
ILM10_replicate2_5.str.admix.K=6.out,1650.147658
ILM10_replicate2_6.str.admix.K=6.out,2360.368187
ILM10_replicate2_7.str.admix.K=6.out,2192.435847
ILM10_replicate2_8.str.admix.K=6.out,2401.183692
ILM10_replicate2_9.str.admix.K=6.out,2253.280968
ILM10_replicate3_0.str.admix.K=6.out,2493.811969
ILM10_replicate3_10.str.admix.K=6.out,3598.285655
ILM10_replicate3_11.str.admix.K=6.out,4205.742841
ILM10_replicate3_12.str.admix.K=6.out,2858.825291
ILM10_replicate3_13.str.admix.K=6.out,1988.404666
ILM10_replicate3_14.str.admix.K=6.out,2185.401333
ILM10_replicate3_15.str.admix.K=6.out,3055.049655
ILM10_replicate3_16.str.admix.K=6.out,2861.333765
ILM10_replicate3_17.str.admix.K=6.out,2387.165717
ILM10_replicate3_18.str.admix.K=6.out,2281.606873
ILM10_replicate3_19.str.admix.K=6.out,1970.791504
ILM10_replicate3_1.str.admix.K=6.out,2687.320060
ILM10_replicate3_2.str.admix.K=6.out,5392.096041
ILM10_replicate3_3.str.admix.K=6.out,4245.249859
ILM10_replicate3_4.str.admix.K=6.out,4309.878564
ILM10_replicate3_5.str.admix.K=6.out,2397.014020
ILM10_replicate3_6.str.admix.K=6.out,1910.390647
ILM10_replicate3_7.str.admix.K=6.out,2820.768691
ILM10_replicate3_8.str.admix.K=6.out,2429.776975
ILM10_replicate3_9.str.admix.K=6.out,2343.857387
ILM10_replicate4_0.str.admix.K=6.out,3004.623673
ILM10_replicate4_10.str.admix.K=6.out,2629.931430
ILM10_replicate4_11.str.admix.K=6.out,3036.625207
ILM10_replicate4_12.str.admix.K=6.out,1855.800727
ILM10_replicate4_13.str.admix.K=6.out,3955.140782
ILM10_replicate4_14.str.admix.K=6.out,2027.945263
ILM10_replicate4_15.str.admix.K=6.out,2420.168707
ILM10_replicate4_16.str.admix.K=6.out,2372.557695
ILM10_replicate4_17.str.admix.K=6.out,2003.882420
ILM10_replicate4_18.str.admix.K=6.out,2561.488740
ILM10_replicate4_19.str.admix.K=6.out,1542.291844
ILM10_replicate4_1.str.admix.K=6.out,2548.830621
ILM10_replicate4_2.str.admix.K=6.out,2640.920314
ILM10_replicate4_3.str.admix.K=6.out,1805.081252
ILM10_replicate4_4.str.admix.K=6.out,2775.887291
ILM10_replicate4_5.str.admix.K=6.out,1801.300769
ILM10_replicate4_6.str.admix.K=6.out,2487.246294
ILM10_replicate4_7.str.admix.K=6.out,2792.887722
ILM10_replicate4_8.str.admix.K=6.out,2184.606975
ILM10_replicate4_9.str.admix.K=6.out,2941.203162
ILM10_replicate5_0.str.admix.K=6.out,2775.172706
ILM10_replicate5_10.str.admix.K=6.out,2482.598804
ILM10_replicate5_11.str.admix.K=6.out,2518.629957
ILM10_replicate5_12.str.admix.K=6.out,2915.837119
ILM10_replicate5_13.str.admix.K=6.out,2493.482347
ILM10_replicate5_14.str.admix.K=6.out,2716.685293
ILM10_replicate5_15.str.admix.K=6.out,2039.314643
ILM10_replicate5_16.str.admix.K=6.out,2415.493181
ILM10_replicate5_17.str.admix.K=6.out,3071.442360
ILM10_replicate5_18.str.admix.K=6.out,2310.079109
ILM10_replicate5_19.str.admix.K=6.out,2734.001442
ILM10_replicate5_1.str.admix.K=6.out,1725.991491
ILM10_replicate5_2.str.admix.K=6.out,2828.478630
ILM10_replicate5_3.str.admix.K=6.out,3150.942860
ILM10_replicate5_4.str.admix.K=6.out,2212.862728
ILM10_replicate5_5.str.admix.K=6.out,1911.511110
ILM10_replicate5_6.str.admix.K=6.out,1887.395133
ILM10_replicate5_7.str.admix.K=6.out,3561.699804
ILM10_replicate5_8.str.admix.K=6.out,4265.298330
ILM10_replicate5_9.str.admix.K=6.out,2880.504199
ILM10_replicate6_0.str.admix.K=6.out,2996.842525
ILM10_replicate6_10.str.admix.K=6.out,2734.518913
ILM10_replicate6_11.str.admix.K=6.out,4154.133599
ILM10_replicate6_12.str.admix.K=6.out,3207.173650
ILM10_replicate6_13.str.admix.K=6.out,2750.507533
ILM10_replicate6_14.str.admix.K=6.out,2608.310153
ILM10_replicate6_15.str.admix.K=6.out,3028.867149
ILM10_replicate6_16.str.admix.K=6.out,2607.186537
ILM10_replicate6_17.str.admix.K=6.out,2051.237669
ILM10_replicate6_18.str.admix.K=6.out,2857.516290
ILM10_replicate6_19.str.admix.K=6.out,2273.801763
ILM10_replicate6_1.str.admix.K=6.out,1781.828159
ILM10_replicate6_2.str.admix.K=6.out,2014.406571
ILM10_replicate6_3.str.admix.K=6.out,5681.501340
ILM10_replicate6_4.str.admix.K=6.out,2496.182499
ILM10_replicate6_5.str.admix.K=6.out,2908.001788
ILM10_replicate6_6.str.admix.K=6.out,2470.088911
ILM10_replicate6_7.str.admix.K=6.out,2848.396145
ILM10_replicate6_8.str.admix.K=6.out,3778.799171
ILM10_replicate6_9.str.admix.K=6.out,3864.916669
ILM10_replicate7_0.str.admix.K=6.out,2142.642524
ILM10_replicate7_10.str.admix.K=6.out,2060.990097
