k	l	m	KLM
0	0	0	0.000000
0	0	1	1.000000
0	1	0	0.000000
0	1	1	1.000000
0	2	0	1.000000
0	2	1	0.000000
0	3	0	0.000000
0	3	1	1.000000
0	4	0	1.000000
0	4	1	0.000000
0	5	0	0.000000
0	5	1	1.000000
0	6	0	1.000000
0	6	1	0.000000
0	7	0	0.000000
0	7	1	1.000000
0	8	0	1.000000
0	8	1	0.000000
0	9	0	0.988360
0	9	1	0.011640
0	10	0	0.847866
0	10	1	0.152134
0	11	0	1.000000
0	11	1	0.000000
0	12	0	0.846936
0	12	1	0.153064
0	13	0	0.978132
0	13	1	0.021868
0	14	0	1.000000
0	14	1	0.000000
0	15	0	0.433876
0	15	1	0.566124
0	16	0	0.978132
0	16	1	0.021868
0	17	0	0.000000
0	17	1	1.000000
0	18	0	1.000000
0	18	1	0.000000
0	19	0	1.000000
0	19	1	0.000000
0	20	0	1.000000
0	20	1	0.000000
0	21	0	0.978164
0	21	1	0.021836
0	22	0	0.000000
0	22	1	1.000000
0	23	0	0.000000
0	23	1	1.000000
0	24	0	1.000000
0	24	1	0.000000
0	25	0	0.000000
0	25	1	1.000000
1	0	0	0.038997
1	0	1	0.961003
1	1	0	0.006490
1	1	1	0.993510
1	2	0	0.941708
1	2	1	0.058292
1	3	0	0.078384
1	3	1	0.921616
1	4	0	0.993510
1	4	1	0.006490
1	5	0	1.000000
1	5	1	0.000000
1	6	0	0.000000
1	6	1	1.000000
1	7	0	0.371940
1	7	1	0.628060
1	8	0	0.155161
1	8	1	0.844839
1	9	0	0.990487
1	9	1	0.009513
1	10	0	1.000000
1	10	1	0.000000
1	11	0	0.980497
1	11	1	0.019503
1	12	0	1.000000
1	12	1	0.000000
1	13	0	1.000000
1	13	1	0.000000
1	14	0	0.000000
1	14	1	1.000000
1	15	0	1.000000
1	15	1	0.000000
1	16	0	1.000000
1	16	1	0.000000
1	17	0	1.000000
1	17	1	0.000000
1	18	0	0.000000
1	18	1	1.000000
1	19	0	0.993510
1	19	1	0.006490
1	20	0	0.000000
1	20	1	1.000000
1	21	0	1.000000
1	21	1	0.000000
1	22	0	0.012990
1	22	1	0.987010
1	23	0	0.012990
1	23	1	0.987010
1	24	0	0.000000
1	24	1	1.000000
1	25	0	1.000000
1	25	1	0.000000

