k	l	m	KLM
0	0	0	1.000000
0	0	1	0.000000
0	1	0	1.000000
0	1	1	0.000000
0	2	0	1.000000
0	2	1	0.000000
0	3	0	0.000000
0	3	1	1.000000
0	4	0	0.000000
0	4	1	1.000000
0	5	0	0.957485
0	5	1	0.042515
0	6	0	1.000000
0	6	1	0.000000
0	7	0	0.431751
0	7	1	0.568249
0	8	0	1.000000
0	8	1	0.000000
0	9	0	1.000000
0	9	1	0.000000
0	10	0	0.365742
0	10	1	0.634258
0	11	0	1.000000
0	11	1	0.000000
0	12	0	0.971436
0	12	1	0.028564
0	13	0	0.000000
0	13	1	1.000000
1	0	0	1.000000
1	0	1	0.000000
1	1	0	0.948885
1	1	1	0.051115
1	2	0	0.000023
1	2	1	0.999977
1	3	0	0.000000
1	3	1	1.000000
1	4	0	0.000000
1	4	1	1.000000
1	5	0	1.000000
1	5	1	0.000000
1	6	0	1.000000
1	6	1	0.000000
1	7	0	1.000000
1	7	1	0.000000
1	8	0	0.000000
1	8	1	1.000000
1	9	0	0.000023
1	9	1	0.999977
1	10	0	0.000000
1	10	1	1.000000
1	11	0	1.000000
1	11	1	0.000000
1	12	0	1.000000
1	12	1	0.000000
1	13	0	0.000000
1	13	1	1.000000
2	0	0	0.000000
2	0	1	1.000000
2	1	0	1.000000
2	1	1	0.000000
2	2	0	1.000000
2	2	1	0.000000
2	3	0	0.009085
2	3	1	0.990915
2	4	0	0.009085
2	4	1	0.990915
2	5	0	1.000000
2	5	1	0.000000
2	6	0	0.945486
2	6	1	0.054514
2	7	0	1.000000
2	7	1	0.000000
2	8	0	1.000000
2	8	1	0.000000
2	9	0	1.000000
2	9	1	0.000000
2	10	0	0.000000
2	10	1	1.000000
2	11	0	0.272896
2	11	1	0.727104
2	12	0	1.000000
2	12	1	0.000000
2	13	0	0.152728
2	13	1	0.847272

