k	l	m	KLM
0	0	0	1.000000
0	0	1	0.000000
0	1	0	0.604406
0	1	1	0.395594
0	2	0	1.000000
0	2	1	0.000000
0	3	0	1.000000
0	3	1	0.000000
0	4	0	1.000000
0	4	1	0.000000
0	5	0	0.395594
0	5	1	0.604406
0	6	0	1.000000
0	6	1	0.000000
0	7	0	1.000000
0	7	1	0.000000
0	8	0	1.000000
0	8	1	0.000000
0	9	0	0.604406
0	9	1	0.395594
0	10	0	1.000000
0	10	1	0.000000
0	11	0	0.066602
0	11	1	0.933398
0	12	0	1.000000
0	12	1	0.000000
0	13	0	0.155232
0	13	1	0.844768
0	14	0	0.000000
0	14	1	1.000000
0	15	0	0.080165
0	15	1	0.919835
0	16	0	0.999997
0	16	1	0.000003
0	16	2	0.000000
0	17	0	0.000000
0	17	1	1.000000
0	18	0	0.000000
0	18	1	1.000000
0	19	0	0.000000
0	19	1	1.000000
0	20	0	1.000000
0	20	1	0.000000
0	21	0	0.000000
0	21	1	1.000000
0	22	0	1.000000
0	22	1	0.000000
0	23	0	0.411195
0	23	1	0.588805
1	0	0	0.768544
1	0	1	0.231456
1	1	0	1.000000
1	1	1	0.000000
1	2	0	1.000000
1	2	1	0.000000
1	3	0	0.929571
1	3	1	0.070429
1	4	0	0.000000
1	4	1	1.000000
1	5	0	0.000000
1	5	1	1.000000
1	6	0	1.000000
1	6	1	0.000000
1	7	0	0.985856
1	7	1	0.014144
1	8	0	0.971781
1	8	1	0.028219
1	9	0	1.000000
1	9	1	0.000000
1	10	0	0.000000
1	10	1	1.000000
1	11	0	0.016593
1	11	1	0.983407
1	12	0	0.985955
1	12	1	0.014045
1	13	0	0.000000
1	13	1	1.000000
1	14	0	0.028142
1	14	1	0.971858
1	15	0	0.000000
1	15	1	1.000000
1	16	0	0.000000
1	16	1	0.000000
1	16	2	1.000000
1	17	0	0.000000
1	17	1	1.000000
1	18	0	0.056973
1	18	1	0.943027
1	19	0	0.000000
1	19	1	1.000000
1	20	0	1.000000
1	20	1	0.000000
1	21	0	1.000000
1	21	1	0.000000
1	22	0	0.971858
1	22	1	0.028142
1	23	0	0.000000
1	23	1	1.000000
2	0	0	1.000000
2	0	1	0.000000
2	1	0	1.000000
2	1	1	0.000000
2	2	0	0.982832
2	2	1	0.017168
2	3	0	1.000000
2	3	1	0.000000
2	4	0	0.000000
2	4	1	1.000000
2	5	0	0.000000
2	5	1	1.000000
2	6	0	0.991431
2	6	1	0.008569
2	7	0	1.000000
2	7	1	0.000000
2	8	0	1.000000
2	8	1	0.000000
2	9	0	1.000000
2	9	1	0.000000
2	10	0	0.000000
2	10	1	1.000000
2	11	0	0.000000
2	11	1	1.000000
2	12	0	1.000000
2	12	1	0.000000
2	13	0	0.000000
2	13	1	1.000000
2	14	0	0.000000
2	14	1	1.000000
2	15	0	0.000000
2	15	1	1.000000
2	16	0	0.000000
2	16	1	1.000000
2	16	2	0.000000
2	17	0	0.017129
2	17	1	0.982871
2	18	0	0.000000
2	18	1	1.000000
2	19	0	0.643303
2	19	1	0.356697
2	20	0	0.930883
2	20	1	0.069117
2	21	0	1.000000
2	21	1	0.000000
2	22	0	1.000000
2	22	1	0.000000
2	23	0	0.000000
2	23	1	1.000000

