k	l	m	KLM
0	0	0	1.000000
0	0	1	0.000000
0	1	0	0.000000
0	1	1	1.000000
0	2	0	1.000000
0	2	1	0.000000
0	3	0	1.000000
0	3	1	0.000000
0	4	0	1.000000
0	4	1	0.000000
0	5	0	1.000000
0	5	1	0.000000
0	6	0	0.000000
0	6	1	1.000000
0	7	0	0.000000
0	7	1	1.000000
0	8	0	0.018126
0	8	1	0.981874
0	9	0	1.000000
0	9	1	0.000000
0	10	0	1.000000
0	10	1	0.000000
0	11	0	0.091014
0	11	1	0.908986
0	12	0	0.000000
0	12	1	1.000000
0	13	0	0.000000
0	13	1	1.000000
0	14	0	0.000000
0	14	1	1.000000
0	15	0	0.981855
0	15	1	0.018145
0	16	0	1.000000
0	16	1	0.000000
0	17	0	0.000000
0	17	1	1.000000
0	18	0	0.000000
0	18	1	1.000000
0	19	0	1.000000
0	19	1	0.000000
0	20	0	0.000000
0	20	1	1.000000
0	21	0	1.000000
0	21	1	0.000000
1	0	0	0.778130
1	0	1	0.221870
1	1	0	0.000000
1	1	1	1.000000
1	2	0	0.986461
1	2	1	0.013539
1	3	0	1.000000
1	3	1	0.000000
1	4	0	1.000000
1	4	1	0.000000
1	5	0	0.000000
1	5	1	1.000000
1	6	0	0.027136
1	6	1	0.972864
1	7	0	0.041161
1	7	1	0.958839
1	8	0	0.000000
1	8	1	1.000000
1	9	0	1.000000
1	9	1	0.000000
1	10	0	0.986464
1	10	1	0.013536
1	11	0	0.000000
1	11	1	1.000000
1	12	0	0.000000
1	12	1	1.000000
1	13	0	0.000000
1	13	1	1.000000
1	14	0	1.000000
1	14	1	0.000000
1	15	0	1.000000
1	15	1	0.000000
1	16	0	1.000000
1	16	1	0.000000
1	17	0	0.082095
1	17	1	0.917905
1	18	0	0.000000
1	18	1	1.000000
1	19	0	1.000000
1	19	1	0.000000
1	20	0	0.000000
1	20	1	1.000000
1	21	0	0.000002
1	21	1	0.999998
2	0	0	1.000000
2	0	1	0.000000
2	1	0	0.388114
2	1	1	0.611886
2	2	0	1.000000
2	2	1	0.000000
2	3	0	0.958102
2	3	1	0.041898
2	4	0	0.958102
2	4	1	0.041898
2	5	0	0.000000
2	5	1	1.000000
2	6	0	0.000000
2	6	1	1.000000
2	7	0	0.000000
2	7	1	1.000000
2	8	0	0.000000
2	8	1	1.000000
2	9	0	0.957918
2	9	1	0.042082
2	10	0	1.000000
2	10	1	0.000000
2	11	0	0.000000
2	11	1	1.000000
2	12	0	0.041898
2	12	1	0.958102
2	13	0	0.014038
2	13	1	0.985962
2	14	0	0.000000
2	14	1	1.000000
2	15	0	1.000000
2	15	1	0.000000
2	16	0	0.958102
2	16	1	0.041898
2	17	0	0.000000
2	17	1	1.000000
2	18	0	0.128057
2	18	1	0.871943
2	19	0	0.958102
2	19	1	0.041898
2	20	0	0.042412
2	20	1	0.957588
2	21	0	1.000000
2	21	1	0.000000

