k	l	m	KLM
0	0	0	0.000000
0	0	1	1.000000
0	1	0	1.000000
0	1	1	0.000000
0	2	0	0.898476
0	2	1	0.101524
0	3	0	1.000000
0	3	1	0.000000
0	4	0	0.034140
0	4	1	0.965860
0	5	0	1.000000
0	5	1	0.000000
0	6	0	0.034140
0	6	1	0.965860
0	7	0	0.034032
0	7	1	0.965968
0	8	0	0.899946
0	8	1	0.100054
0	9	0	1.000000
0	9	1	0.000000
0	10	0	0.000000
0	10	1	1.000000
0	11	0	0.000000
0	11	1	1.000000
0	12	0	0.000000
0	12	1	1.000000
0	13	0	0.000000
0	13	1	1.000000
0	14	0	1.000000
0	14	1	0.000000
0	15	0	0.000000
0	15	1	1.000000
0	16	0	1.000000
0	16	1	0.000000
0	17	0	0.000000
0	17	1	1.000000
0	18	0	1.000000
0	18	1	0.000000
0	19	0	0.000000
0	19	1	1.000000
0	20	0	0.000000
0	20	1	1.000000
0	21	0	1.000000
0	21	1	0.000000
0	22	0	1.000000
0	22	1	0.000000
1	0	0	0.000000
1	0	1	1.000000
1	1	0	1.000000
1	1	1	0.000000
1	2	0	1.000000
1	2	1	0.000000
1	3	0	1.000000
1	3	1	0.000000
1	4	0	0.000000
1	4	1	1.000000
1	5	0	1.000000
1	5	1	0.000000
1	6	0	0.000000
1	6	1	1.000000
1	7	0	0.000000
1	7	1	1.000000
1	8	0	1.000000
1	8	1	0.000000
1	9	0	0.989914
1	9	1	0.010086
1	10	0	1.000000
1	10	1	0.000000
1	11	0	0.000000
1	11	1	1.000000
1	12	0	0.000000
1	12	1	1.000000
1	13	0	0.000000
1	13	1	1.000000
1	14	0	1.000000
1	14	1	0.000000
1	15	0	0.000000
1	15	1	1.000000
1	16	0	1.000000
1	16	1	0.000000
1	17	0	0.000000
1	17	1	1.000000
1	18	0	0.989890
1	18	1	0.010110
1	19	0	0.000000
1	19	1	1.000000
1	20	0	0.171044
1	20	1	0.828956
1	21	0	1.000000
1	21	1	0.000000
1	22	0	1.000000
1	22	1	0.000000
2	0	0	0.499503
2	0	1	0.500497
2	1	0	1.000000
2	1	1	0.000000
2	2	0	0.876407
2	2	1	0.123593
2	3	0	1.000000
2	3	1	0.000000
2	4	0	0.000000
2	4	1	1.000000
2	5	0	0.525759
2	5	1	0.474241
2	6	0	0.000000
2	6	1	1.000000
2	7	0	0.000000
2	7	1	1.000000
2	8	0	1.000000
2	8	1	0.000000
2	9	0	1.000000
2	9	1	0.000000
2	10	0	1.000000
2	10	1	0.000000
2	11	0	0.509564
2	11	1	0.490436
2	12	0	0.067219
2	12	1	0.932781
2	13	0	0.000000
2	13	1	1.000000
2	14	0	1.000000
2	14	1	0.000000
2	15	0	0.000000
2	15	1	1.000000
2	16	0	0.500497
2	16	1	0.499503
2	17	0	0.000000
2	17	1	1.000000
2	18	0	1.000000
2	18	1	0.000000
2	19	0	0.134106
2	19	1	0.865894
2	20	0	0.000000
2	20	1	1.000000
2	21	0	1.000000
2	21	1	0.000000
2	22	0	1.000000
2	22	1	0.000000
3	0	0	0.000000
3	0	1	1.000000
3	1	0	0.975633
3	1	1	0.024367
3	2	0	1.000000
3	2	1	0.000000
3	3	0	0.879042
3	3	1	0.120958
3	4	0	0.000000
3	4	1	1.000000
3	5	0	1.000000
3	5	1	0.000000
3	6	0	0.000000
3	6	1	1.000000
3	7	0	0.000000
3	7	1	1.000000
3	8	0	1.000000
3	8	1	0.000000
3	9	0	1.000000
3	9	1	0.000000
3	10	0	1.000000
3	10	1	0.000000
3	11	0	0.540140
3	11	1	0.459860
3	12	0	0.000000
3	12	1	1.000000
3	13	0	0.549464
3	13	1	0.450536
3	14	0	0.879042
3	14	1	0.120958
3	15	0	0.300080
3	15	1	0.699920
3	16	0	1.000000
3	16	1	0.000000
3	17	0	0.549464
3	17	1	0.450536
3	18	0	1.000000
3	18	1	0.000000
3	19	0	0.000000
3	19	1	1.000000
3	20	0	0.000000
3	20	1	1.000000
3	21	0	0.450536
3	21	1	0.549464
3	22	0	0.450536
3	22	1	0.549464

