File,AIC
ILM10_replicate0_0.str.admix.K=1.out,1762.719837
ILM10_replicate0_10.str.admix.K=1.out,3010.930936
ILM10_replicate0_11.str.admix.K=1.out,2788.815207
ILM10_replicate0_12.str.admix.K=1.out,2299.128814
ILM10_replicate0_13.str.admix.K=1.out,3283.043855
ILM10_replicate0_14.str.admix.K=1.out,1793.558656
ILM10_replicate0_15.str.admix.K=1.out,2004.453644
ILM10_replicate0_16.str.admix.K=1.out,4979.139697
ILM10_replicate0_17.str.admix.K=1.out,5737.666384
ILM10_replicate0_18.str.admix.K=1.out,1928.042560
ILM10_replicate0_19.str.admix.K=1.out,3473.776914
ILM10_replicate0_1.str.admix.K=1.out,6116.664171
ILM10_replicate0_2.str.admix.K=1.out,3060.917025
ILM10_replicate0_3.str.admix.K=1.out,9090.283185
ILM10_replicate0_4.str.admix.K=1.out,3055.142234
ILM10_replicate0_5.str.admix.K=1.out,2552.731993
ILM10_replicate0_6.str.admix.K=1.out,2445.485522
ILM10_replicate0_7.str.admix.K=1.out,1794.427351
ILM10_replicate0_8.str.admix.K=1.out,2614.818168
ILM10_replicate0_9.str.admix.K=1.out,4667.626769
ILM10_replicate1_0.str.admix.K=1.out,5822.249454
ILM10_replicate1_10.str.admix.K=1.out,1812.831534
ILM10_replicate1_11.str.admix.K=1.out,3019.455229
ILM10_replicate1_12.str.admix.K=1.out,2710.051535
ILM10_replicate1_13.str.admix.K=1.out,1689.810536
ILM10_replicate1_14.str.admix.K=1.out,953.157517
ILM10_replicate1_15.str.admix.K=1.out,1980.835076
ILM10_replicate1_16.str.admix.K=1.out,3767.061454
ILM10_replicate1_17.str.admix.K=1.out,3759.782901
ILM10_replicate1_18.str.admix.K=1.out,2193.911967
ILM10_replicate1_19.str.admix.K=1.out,3160.344228
ILM10_replicate1_1.str.admix.K=1.out,5345.199123
ILM10_replicate1_2.str.admix.K=1.out,2572.512651
ILM10_replicate1_3.str.admix.K=1.out,3202.504381
ILM10_replicate1_4.str.admix.K=1.out,4753.841648
ILM10_replicate1_5.str.admix.K=1.out,3069.179951
ILM10_replicate1_6.str.admix.K=1.out,3167.002149
ILM10_replicate1_7.str.admix.K=1.out,3381.992507
ILM10_replicate1_8.str.admix.K=1.out,3967.551583
ILM10_replicate1_9.str.admix.K=1.out,3768.532120
ILM10_replicate2_0.str.admix.K=1.out,3252.235769
ILM10_replicate2_10.str.admix.K=1.out,4248.041342
ILM10_replicate2_11.str.admix.K=1.out,2560.604587
ILM10_replicate2_12.str.admix.K=1.out,2402.631173
ILM10_replicate2_13.str.admix.K=1.out,3625.792340
ILM10_replicate2_14.str.admix.K=1.out,1837.942586
ILM10_replicate2_15.str.admix.K=1.out,5329.387329
ILM10_replicate2_16.str.admix.K=1.out,1738.241542
ILM10_replicate2_17.str.admix.K=1.out,5035.656575
ILM10_replicate2_18.str.admix.K=1.out,1390.407985
ILM10_replicate2_19.str.admix.K=1.out,3017.074562
ILM10_replicate2_1.str.admix.K=1.out,6004.149362
ILM10_replicate2_2.str.admix.K=1.out,2088.557370
ILM10_replicate2_3.str.admix.K=1.out,2883.640498
ILM10_replicate2_4.str.admix.K=1.out,1557.084753
ILM10_replicate2_5.str.admix.K=1.out,1076.260910
ILM10_replicate2_6.str.admix.K=1.out,2694.078171
ILM10_replicate2_7.str.admix.K=1.out,2324.813686
ILM10_replicate2_8.str.admix.K=1.out,2835.023873
ILM10_replicate2_9.str.admix.K=1.out,2534.391999
ILM10_replicate3_0.str.admix.K=1.out,3017.558284
ILM10_replicate3_10.str.admix.K=1.out,5472.570527
ILM10_replicate3_11.str.admix.K=1.out,5486.898667
ILM10_replicate3_12.str.admix.K=1.out,2926.569760
ILM10_replicate3_13.str.admix.K=1.out,1770.904600
ILM10_replicate3_14.str.admix.K=1.out,1902.786827
ILM10_replicate3_15.str.admix.K=1.out,4474.386275
ILM10_replicate3_16.str.admix.K=1.out,3959.759539
ILM10_replicate3_17.str.admix.K=1.out,2522.064976
ILM10_replicate3_18.str.admix.K=1.out,2493.122423
ILM10_replicate3_19.str.admix.K=1.out,2088.557370
ILM10_replicate3_1.str.admix.K=1.out,3422.917766
ILM10_replicate3_2.str.admix.K=1.out,9368.918956
ILM10_replicate3_3.str.admix.K=1.out,5767.546824
ILM10_replicate3_4.str.admix.K=1.out,7392.030860
