i	k	etaik
0	0	0.476866
0	1	0.523134
1	0	0.000000
1	1	1.000000
2	0	0.000000
2	1	1.000000
3	0	0.000000
3	1	1.000000
4	0	0.000000
4	1	1.000000
5	0	0.000000
5	1	1.000000
6	0	1.000000
6	1	0.000000
7	0	0.000000
7	1	1.000000
8	0	0.000000
8	1	1.000000
9	0	0.476866
9	1	0.523134
10	0	0.000000
10	1	1.000000
11	0	0.478837
11	1	0.521163
12	0	0.000000
12	1	1.000000
13	0	0.000000
13	1	1.000000
14	0	0.000000
14	1	1.000000
15	0	0.000000
15	1	1.000000
16	0	0.000000
16	1	1.000000
17	0	0.485769
17	1	0.514231
18	0	0.000000
18	1	1.000000
19	0	0.000000
19	1	1.000000
20	0	0.000000
20	1	1.000000
21	0	0.488160
21	1	0.511840
22	0	0.506332
22	1	0.493668
23	0	0.000000
23	1	1.000000
24	0	0.518189
24	1	0.481811
25	0	0.000000
25	1	1.000000
26	0	0.499159
26	1	0.500841
27	0	0.518189
27	1	0.481811
28	0	0.000000
28	1	1.000000
29	0	0.000000
29	1	1.000000
30	0	1.000000
30	1	0.000000
31	0	1.000000
31	1	0.000000
32	0	0.535671
32	1	0.464329
33	0	1.000000
33	1	0.000000
34	0	0.542845
34	1	0.457155
35	0	1.000000
35	1	0.000000
36	0	1.000000
36	1	0.000000
37	0	1.000000
37	1	0.000000
38	0	1.000000
38	1	0.000000
39	0	1.000000
39	1	0.000000
40	0	1.000000
40	1	0.000000
41	0	0.489496
41	1	0.510504
42	0	0.542208
42	1	0.457792
43	0	0.516698
43	1	0.483302
44	0	1.000000
44	1	0.000000
45	0	0.472347
45	1	0.527653
46	0	0.489496
46	1	0.510504
47	0	0.472347
47	1	0.527653
48	0	0.542208
48	1	0.457792
49	0	0.516698
49	1	0.483302
50	0	0.000000
50	1	1.000000
51	0	1.000000
51	1	0.000000
52	0	0.499189
52	1	0.500811
53	0	1.000000
53	1	0.000000
54	0	0.506332
54	1	0.493668
55	0	0.499189
55	1	0.500811
56	0	0.000000
56	1	1.000000
57	0	1.000000
57	1	0.000000
58	0	0.506332
58	1	0.493668
59	0	0.000000
59	1	1.000000
60	0	1.000000
60	1	0.000000
61	0	0.494686
61	1	0.505314
62	0	0.000000
62	1	1.000000
63	0	0.478127
63	1	0.521873
64	0	0.000000
64	1	1.000000
65	0	0.478127
65	1	0.521873
66	0	0.000000
66	1	1.000000
67	0	0.000000
67	1	1.000000
68	0	0.000000
68	1	1.000000
69	0	0.476866
69	1	0.523134
70	0	0.000000
70	1	1.000000
71	0	0.000000
71	1	1.000000
72	0	0.000000
72	1	1.000000
73	0	0.000000
73	1	1.000000
74	0	0.000000
74	1	1.000000
75	0	0.000000
75	1	1.000000
76	0	0.000000
76	1	1.000000
77	0	0.000000
77	1	1.000000
78	0	0.000000
78	1	1.000000
79	0	0.497982
79	1	0.502018
80	0	0.505190
80	1	0.494810
81	0	0.461170
81	1	0.538830
82	0	0.000000
82	1	1.000000
83	0	1.000000
83	1	0.000000
84	0	1.000000
84	1	0.000000
85	0	0.000000
85	1	1.000000
86	0	0.485769
86	1	0.514231
87	0	0.461170
87	1	0.538830
88	0	0.485769
88	1	0.514231
89	0	0.000000
89	1	1.000000
90	0	1.000000
90	1	0.000000
91	0	1.000000
91	1	0.000000
92	0	1.000000
92	1	0.000000
93	0	0.569010
93	1	0.430990
94	0	1.000000
94	1	0.000000
95	0	1.000000
95	1	0.000000
96	0	0.505190
96	1	0.494810
97	0	1.000000
97	1	0.000000
98	0	1.000000
98	1	0.000000
99	0	0.525132
99	1	0.474868

