k	l	m	KLM
0	0	0	1.000000
0	0	1	0.000000
0	1	0	0.991364
0	1	1	0.008636
0	2	0	0.252338
0	2	1	0.747662
0	3	0	0.982773
0	3	1	0.017227
0	4	0	1.000000
0	4	1	0.000000
0	5	0	0.000000
0	5	1	1.000000
0	6	0	1.000000
0	6	1	0.000000
0	7	0	0.008636
0	7	1	0.991364
0	8	0	1.000000
0	8	1	0.000000
0	9	0	0.740461
0	9	1	0.259539
0	10	0	0.043379
0	10	1	0.956621
0	11	0	0.000000
0	11	1	1.000000
0	12	0	0.252338
0	12	1	0.747662
0	13	0	0.982773
0	13	1	0.017227
0	14	0	0.868811
0	14	1	0.131189
0	15	0	0.000000
0	15	1	1.000000
0	16	0	0.000000
0	16	1	1.000000
0	17	0	0.000000
0	17	1	1.000000
0	18	0	0.000000
0	18	1	1.000000
0	19	0	0.034662
0	19	1	0.965338
0	20	0	1.000000
0	20	1	0.000000
0	21	0	1.000000
0	21	1	0.000000
0	22	0	0.000000
0	22	1	1.000000
0	23	0	1.000000
0	23	1	0.000000
0	24	0	1.000000
0	24	1	0.000000
0	25	0	1.000000
0	25	1	0.000000
0	26	0	1.000000
0	26	1	0.000000
0	27	0	0.000000
0	27	1	1.000000
0	28	0	1.000000
0	28	1	0.000000
0	29	0	0.000010
0	29	1	0.999990
1	0	0	0.821646
1	0	1	0.178354
1	1	0	1.000000
1	1	1	0.000000
1	2	0	0.000000
1	2	1	1.000000
1	3	0	1.000000
1	3	1	0.000000
1	4	0	0.988080
1	4	1	0.011920
1	5	0	0.375212
1	5	1	0.624788
1	6	0	0.000000
1	6	1	1.000000
1	7	0	0.000000
1	7	1	1.000000
1	8	0	0.000000
1	8	1	1.000000
1	9	0	0.000000
1	9	1	1.000000
1	10	0	0.000000
1	10	1	1.000000
1	11	0	1.000000
1	11	1	0.000000
1	12	0	0.000000
1	12	1	1.000000
1	13	0	1.000000
1	13	1	0.000000
1	14	0	1.000000
1	14	1	0.000000
1	15	0	0.443647
1	15	1	0.556353
1	16	0	1.000000
1	16	1	0.000000
1	17	0	0.109298
1	17	1	0.890702
1	18	0	1.000000
1	18	1	0.000000
1	19	0	0.000000
1	19	1	1.000000
1	20	0	0.988080
1	20	1	0.011920
1	21	0	0.988080
1	21	1	0.011920
1	22	0	0.167832
1	22	1	0.832168
1	23	0	0.964083
1	23	1	0.035917
1	24	0	0.000000
1	24	1	1.000000
1	25	0	0.556353
1	25	1	0.443647
1	26	0	0.624788
1	26	1	0.375212
1	27	0	0.047439
1	27	1	0.952561
1	28	0	0.000000
1	28	1	1.000000
1	29	0	0.011835
1	29	1	0.988165

